"","model_sim","model_fit","sub","iter","ll","AIC","AICc","BIC","k","offsetIN","omegaIN","lambdaIN","rhoIN","offsetOUT","omegaOUT","lambdaOUT","rhoOUT"
"1","perc_offset","perc_offset","52",1,115.989848043352,235.979696086704,236.343332450341,239.146733963617,NA,0.709996236647403,NA,NA,0.0810234438067332,0.7099962393115,NA,NA,0.00615590441836444
"2","perc_offset","perc_offset","52",2,117.040249708719,238.080499417438,238.444135781074,241.24753729435,NA,0.709996236647403,NA,NA,0.0810234438067332,0.7099962393115,NA,NA,0.0185015834307101
"3","perc_offset","perc_offset","52",3,115.989848043352,235.979696086704,236.343332450341,239.146733963617,NA,0.709996236647403,NA,NA,0.0810234438067332,0.7099962393115,NA,NA,0.0199071957188098
"4","perc_offset","perc_offset","52",4,115.989848043352,235.979696086704,236.343332450341,239.146733963617,NA,0.709996236647403,NA,NA,0.0810234438067332,0.709996237973112,NA,NA,0.00663008687700048
"5","perc_offset","perc_offset","52",5,117.040249708719,238.080499417438,238.444135781074,241.24753729435,NA,0.709996236647403,NA,NA,0.0810234438067332,0.709996237973112,NA,NA,0.0198902606310014
"6","perc_offset","perc_offset","52",6,115.989848043352,235.979696086704,236.343332450341,239.146733963617,NA,0.709996236647403,NA,NA,0.0810234438067332,0.7099962393115,NA,NA,0.00571559213534525
"7","perc_offset","perc_offset","52",7,117.04024968942,238.08049937884,238.444135742477,241.247537255753,NA,0.709996236647403,NA,NA,0.0810234438067332,0.7099962393115,NA,NA,0.0144202272688784
"8","perc_offset","perc_offset","52",8,115.989848043352,235.979696086704,236.343332450341,239.146733963617,NA,0.709996236647403,NA,NA,0.0810234438067332,0.709996237973112,NA,NA,0.00617283950617287
"9","perc_offset","perc_offset","52",9,115.989848044211,235.979696088421,236.343332452058,239.146733965334,NA,0.709996236647403,NA,NA,0.0810234438067332,0.709997702267552,NA,NA,0.0180443593010777
"10","perc_offset","perc_offset","52",10,115.989848043352,235.979696086704,236.343332450341,239.146733963617,NA,0.709996236647403,NA,NA,0.0810234438067332,0.7099962393115,NA,NA,0.0185185185185185
"11","perc_offset","perc_offset","52",11,115.989848043352,235.979696086704,236.343332450341,239.146733963617,NA,0.709996236647403,NA,NA,0.0810234438067332,0.709996237973112,NA,NA,0.0139291097224339
"12","perc_offset","perc_offset","52",12,119.141053026156,242.282106052311,242.645742415948,245.449143929224,NA,0.709996236647403,NA,NA,0.0810234438067332,0.709996238482974,NA,NA,0.0432155215724794
