"","model_sim","model_fit","sub","iter","ll","AIC","AICc","BIC","k","offsetIN","omegaIN","lambdaIN","rhoIN","offsetOUT","omegaOUT","lambdaOUT","rhoOUT"
"1","perc_offset","perc_offset","57",1,145.337320410138,294.674640820276,295.038277183912,297.841678697188,NA,0.379996236647403,NA,NA,0.291023443806733,0.369354265101865,NA,NA,0.611060305847686
"2","perc_offset","perc_offset","57",2,135.681819671842,275.363639343684,275.727275707321,278.530677220597,NA,0.379996236647403,NA,NA,0.291023443806733,0.37037037037037,NA,NA,0.417695473251029
"3","perc_offset","perc_offset","57",3,148.38180784959,300.76361569918,301.127252062817,303.930653576092,NA,0.379996236647403,NA,NA,0.291023443806733,0.419753086419752,NA,NA,0.467128994563822
"4","perc_offset","perc_offset","57",4,134.90975910696,273.81951821392,274.183154577556,276.986556090832,NA,0.379996236647403,NA,NA,0.291023443806733,0.444444444444444,NA,NA,0.327160493827161
"5","perc_offset","perc_offset","57",5,158.903318103295,321.80663620659,322.170272570227,324.973674083502,NA,0.379996236647403,NA,NA,0.291023443806733,0.436247861944902,NA,NA,0.388888888888889
"6","perc_offset","perc_offset","57",6,158.812104374986,321.624208749972,321.987845113608,324.791246626884,NA,0.379996236647403,NA,NA,0.291023443806733,0.395061723232712,NA,NA,0.751028806871159
"7","perc_offset","perc_offset","57",7,144.497888075796,292.995776151592,293.359412515228,296.162814028504,NA,0.379996236647403,NA,NA,0.291023443806733,0.386831275720165,NA,NA,0.228395061728395
"8","perc_offset","perc_offset","57",8,140.039141623075,284.07828324615,284.441919609787,287.245321123062,NA,0.379996236647403,NA,NA,0.291023443806733,0.378600823045267,NA,NA,0.47896662094193
"9","perc_offset","perc_offset","57",9,143.600490329008,291.200980658016,291.564617021652,294.368018534928,NA,0.379996236647403,NA,NA,0.291023443806733,0.419753086419753,NA,NA,0.314814814814815
"10","perc_offset","perc_offset","57",10,125.452189772172,254.904379544343,255.26801590798,258.071417421256,NA,0.379996236647403,NA,NA,0.291023443806733,0.395061728395062,NA,NA,0.327160493827161
