"","model_sim","model_fit","sub","iter","ll","AIC","AICc","BIC","k","offsetIN","rhoIN","offsetOUT","omegaOUT","lambdaOUT","rhoOUT","omegaIN","lambdaIN"
"1","value_alt_offset","perc_offset","13",1,153.030653241942,310.061306483885,310.424942847521,313.228344360797,NA,0.0517777763446177,NA,0.304526748971193,NA,NA,0.302468508576995,0,6.9389936613097
"2","value_alt_offset","perc_offset","13",2,141.717888391233,287.435776782465,287.799413146102,290.602814659378,NA,0.0517777763446177,NA,0.271604938272392,NA,NA,0.561728395061728,0,6.9389936613097
"3","value_alt_offset","perc_offset","13",3,147.221153425359,298.442306850718,298.805943214355,301.609344727631,NA,0.0517777763446177,NA,0.345679012345679,NA,NA,0.302469135802469,0,6.9389936613097
"4","value_alt_offset","perc_offset","13",4,141.652846337577,287.305692675154,287.66932903879,290.472730552066,NA,0.0517777763446177,NA,0.296296296296296,NA,NA,0.537037037037037,0,6.9389936613097
"5","value_alt_offset","perc_offset","13",5,128.387376572276,260.774753144552,261.138389508189,263.941791021465,NA,0.0517777763446177,NA,0.296296296296296,NA,NA,0.648148148148148,0,6.9389936613097
"6","value_alt_offset","perc_offset","13",6,140.971748007583,285.943496015166,286.307132378802,289.110533892078,NA,0.0517777763446177,NA,0.297210791037952,NA,NA,0.290123456790123,0,6.9389936613097
"7","value_alt_offset","perc_offset","13",7,132.2165280039,268.433056007801,268.796692371437,271.600093884713,NA,0.0517777763446177,NA,0.312757201646091,NA,NA,0.528806793437298,0,6.9389936613097
"8","value_alt_offset","perc_offset","13",8,158.517577956811,321.035155913622,321.398792277259,324.202193790535,NA,0.0517777763446177,NA,0.296300059712875,NA,NA,0.302519941161493,0,6.9389936613097
"9","value_alt_offset","perc_offset","13",9,133.966464309315,271.932928618629,272.296564982265,275.099966495541,NA,0.0517777763446177,NA,0.320987654320988,NA,NA,0.537037037037037,0,6.9389936613097
"10","value_alt_offset","perc_offset","13",10,142.185037617785,288.37007523557,288.733711599207,291.537113112483,NA,0.0517777763446177,NA,0.345679012345679,NA,NA,0.310699588477366,0,6.9389936613097
