"","model_sim","model_fit","sub","iter","ll","AIC","AICc","BIC","k","offsetIN","rhoIN","offsetOUT","omegaOUT","lambdaOUT","rhoOUT","omegaIN","lambdaIN"
"1","value_alt_offset","perc_offset","102",1,133.417190181069,270.834380362137,271.198016725773,274.001418239049,NA,-0.218222223655382,NA,0.518518518518518,NA,NA,0.401234567901235,0,4.8389936613097
"2","value_alt_offset","perc_offset","102",2,141.454117158196,286.908234316392,287.271870680029,290.075272193304,NA,-0.218222223655382,NA,0.526850581720266,NA,NA,0.331275720164609,0,4.8389936613097
"3","value_alt_offset","perc_offset","102",3,130.384537465766,264.769074931532,265.132711295168,267.936112808444,NA,-0.218222223655382,NA,0.54320987654321,NA,NA,0.648148148148148,0,4.8389936613097
"4","value_alt_offset","perc_offset","102",4,143.987892839689,291.975785679378,292.339422043014,295.14282355629,NA,-0.218222223655382,NA,0.54320987654321,NA,NA,0.58641975308642,0,4.8389936613097
"5","value_alt_offset","perc_offset","102",5,152.496727876999,308.993455753999,309.357092117635,312.160493630911,NA,-0.218222223655382,NA,0.534979423677114,NA,NA,0.759259259260439,0,4.8389936613097
"6","value_alt_offset","perc_offset","102",6,151.746071764484,307.492143528968,307.855779892605,310.65918140588,NA,-0.218222223655382,NA,0.518518518518518,NA,NA,0.623456790123457,0,4.8389936613097
"7","value_alt_offset","perc_offset","102",7,131.561574873677,267.123149747354,267.48678611099,270.290187624266,NA,-0.218222223655382,NA,0.513031550068587,NA,NA,0.310699588477366,0,4.8389936613097
"8","value_alt_offset","perc_offset","102",8,129.738928986958,263.477857973917,263.841494337553,266.644895850829,NA,-0.218222223655382,NA,0.540455102259705,NA,NA,0.537037037037037,0,4.8389936613097
"9","value_alt_offset","perc_offset","102",9,131.041678376763,266.083356753527,266.446993117163,269.250394630439,NA,-0.218222223655382,NA,0.526748971193425,NA,NA,0.627572016460905,0,4.8389936613097
"10","value_alt_offset","perc_offset","102",10,134.845032504192,273.690065008383,274.053701372019,276.857102885295,NA,-0.218222223655382,NA,0.518518518518518,NA,NA,0.401234567901235,0,4.8389936613097
"11","value_alt_offset","perc_offset","102",11,131.432113977061,266.864227954122,267.227864317759,270.031265831035,NA,-0.218222223655382,NA,0.521262002743484,NA,NA,0.41358024691358,0,4.8389936613097
"12","value_alt_offset","perc_offset","102",12,136.808723536071,277.617447072141,277.981083435777,280.784484949053,NA,-0.218222223655382,NA,0.559670781893004,NA,NA,0.425925925925926,0,4.8389936613097
"13","value_alt_offset","perc_offset","102",13,133.77948033415,271.5589606683,271.922597031936,274.725998545212,NA,-0.218222223655382,NA,0.526748971193415,NA,NA,0.417695473251029,0,4.8389936613097
"14","value_alt_offset","perc_offset","102",14,131.041677396037,266.083354792074,266.44699115571,269.250392668986,NA,-0.218222223655382,NA,0.52674897176701,NA,NA,0.384790597639249,0,4.8389936613097
"15","value_alt_offset","perc_offset","102",15,131.785706340032,267.571412680064,267.9350490437,270.738450556976,NA,-0.218222223655382,NA,0.54320987654321,NA,NA,0.425976731189337,0,4.8389936613097
"16","value_alt_offset","perc_offset","102",16,125.375444633581,254.750889267162,255.114525630799,257.917927144074,NA,-0.218222223655382,NA,0.534979423868313,NA,NA,0.417695473251029,0,4.8389936613097
"17","value_alt_offset","perc_offset","102",17,136.196502190154,276.393004380308,276.756640743945,279.560042257221,NA,-0.218222223655382,NA,0.54320987654321,NA,NA,0.286008230452675,0,4.8389936613097
"18","value_alt_offset","perc_offset","102",18,131.010886970349,266.021773940697,266.385410304334,269.18881181761,NA,-0.218222223655382,NA,0.559670781893004,NA,NA,0.384775544227864,0,4.8389936613097
"19","value_alt_offset","perc_offset","102",19,151.220923366519,306.441846733038,306.805483096674,309.60888460995,NA,-0.218222223655382,NA,0.54320987654321,NA,NA,0.783950617283951,0,4.8389936613097
"20","value_alt_offset","perc_offset","102",20,140.330766705524,284.661533411049,285.025169774685,287.828571287961,NA,-0.218222223655382,NA,0.534979423868313,NA,NA,0.473936899862826,0,4.8389936613097
"21","value_alt_offset","perc_offset","102",21,133.589416879941,271.178833759882,271.542470123518,274.345871636794,NA,-0.218222223655382,NA,0.534979423861231,NA,NA,0.253086419753086,0,4.8389936613097
"22","value_alt_offset","perc_offset","102",22,125.559497764055,255.11899552811,255.482631891747,258.286033405023,NA,-0.218222223655382,NA,0.534979423868313,NA,NA,0.368312757201646,0,4.8389936613097
"23","value_alt_offset","perc_offset","102",23,129.218946830914,262.437893661829,262.801530025465,265.604931538741,NA,-0.218222223655382,NA,0.526444139612863,NA,NA,0.402606310013717,0,4.8389936613097
