"","model_sim","model_fit","sub","iter","ll","AIC","AICc","BIC","k","offsetIN","omegaIN","lambdaIN","rhoIN","offsetOUT","omegaOUT","lambdaOUT","rhoOUT"
"1","perc_offset","perc_offset","119",1,155.49518728179,314.990374563579,315.354010927215,318.157412440491,NA,0.179996236647403,NA,NA,0.251023443806733,0.271571068095988,NA,NA,0.254458161865569
"2","perc_offset","perc_offset","119",2,168.453947297925,340.907894595851,341.271530959487,344.074932472763,NA,0.179996236647403,NA,NA,0.251023443806733,0.246913580246914,NA,NA,0.388888888984488
"3","perc_offset","perc_offset","119",3,182.300830001449,368.601660002899,368.965296366535,371.768697879811,NA,0.179996236647403,NA,NA,0.251023443806733,0.312757201646091,NA,NA,0.388888888888889
"4","perc_offset","perc_offset","119",4,167.081580272683,338.163160545366,338.526796909002,341.330198422278,NA,0.179996236647403,NA,NA,0.251023443806733,0.271604938271605,NA,NA,0.318930041152263
"5","perc_offset","perc_offset","119",5,193.628188881429,391.256377762857,391.620014126493,394.423415639769,NA,0.179996236647403,NA,NA,0.251023443806733,0.271604938271605,NA,NA,0.746913580246913
"6","perc_offset","perc_offset","119",6,178.719912539113,361.439825078227,361.803461441863,364.606862955139,NA,0.179996236647403,NA,NA,0.251023443806733,0.222222222222222,NA,NA,0.279149519890261
"7","perc_offset","perc_offset","119",7,168.748377415006,341.496754830012,341.860391193648,344.663792706924,NA,0.179996236647403,NA,NA,0.251023443806733,0.271604938271605,NA,NA,0.179012345679012
"8","perc_offset","perc_offset","119",8,214.757284169981,433.514568339961,433.878204703598,436.681606216874,NA,0.179996236647403,NA,NA,0.251023443806733,0.139917695473251,NA,NA,0.327160493827161
"9","perc_offset","perc_offset","119",9,183.927317885733,371.854635771466,372.218272135102,375.021673648378,NA,0.179996236647403,NA,NA,0.251023443806733,0.17283950617284,NA,NA,0.253086420613478
"10","perc_offset","perc_offset","119",10,168.748377415006,341.496754830012,341.860391193648,344.663792706924,NA,0.179996236647403,NA,NA,0.251023443806733,0.271604938271605,NA,NA,0.232510288065844
"11","perc_offset","perc_offset","119",11,195.89207476365,395.784149527301,396.147785890937,398.951187404213,NA,0.179996236647403,NA,NA,0.251023443806733,0.148148148148148,NA,NA,0.351851851851852
"12","perc_offset","perc_offset","119",12,176.282401604963,356.564803209926,356.928439573562,359.731841086838,NA,0.179996236647403,NA,NA,0.251023443806733,0.403292181069959,NA,NA,0.475308641975309
"13","perc_offset","perc_offset","119",13,167.081580272687,338.163160545374,338.526796909011,341.330198422287,NA,0.179996236647403,NA,NA,0.251023443806733,0.271604938271867,NA,NA,0.154320979910797
