"","model_sim","model_fit","sub","iter","ll","AIC","AICc","BIC","k","offsetIN","omegaIN","lambdaIN","rhoIN","offsetOUT","omegaOUT","lambdaOUT","rhoOUT"
"1","full_offset","perc_offset","119",1,135.427420715227,274.854841430454,275.21847779409,278.021879307366,NA,-0.128222223655382,0,7.4389936613097,0.751023443806733,0.370370370370458,NA,NA,0.351851851851852
"2","full_offset","perc_offset","119",2,141.335441884197,286.670883768395,287.034520132031,289.837921645307,NA,-0.128222223655382,0,7.4389936613097,0.751023443806733,0.37037037037037,NA,NA,0.388888888888889
"3","full_offset","perc_offset","119",3,126.241232986588,256.482465973176,256.846102336812,259.649503850088,NA,-0.128222223655382,0,7.4389936613097,0.751023443806733,0.386831275720165,NA,NA,0.594650205761317
"4","full_offset","perc_offset","119",4,131.533016425533,267.066032851066,267.429669214703,270.233070727978,NA,-0.128222223655382,0,7.4389936613097,0.751023443806733,0.37037037037037,NA,NA,0.343621399176955
"5","full_offset","perc_offset","119",5,144.785282292782,293.570564585563,293.9342009492,296.737602462476,NA,-0.128222223655382,0,7.4389936613097,0.751023443806733,0.370471980897221,NA,NA,0.58641975308642
"6","full_offset","perc_offset","119",6,133.452161266087,270.904322532174,271.26795889581,274.071360409086,NA,-0.128222223655382,0,7.4389936613097,0.751023443806733,0.370371624821319,NA,NA,0.388838083625464
"7","full_offset","perc_offset","119",7,132.367368286828,268.734736573655,269.098372937292,271.901774450567,NA,-0.128222223655382,0,7.4389936613097,0.751023443806733,0.403292181069842,NA,NA,0.487654320987654
"8","full_offset","perc_offset","119",8,134.931129868553,273.862259737106,274.225896100742,277.029297614018,NA,-0.128222223655382,0,7.4389936613097,0.751023443806733,0.362139917695473,NA,NA,0.668724279835391
"9","full_offset","perc_offset","119",9,136.264819629416,276.529639258832,276.893275622469,279.696677135745,NA,-0.128222223655382,0,7.4389936613097,0.751023443806733,0.37037037037037,NA,NA,0.38477366255144
"10","full_offset","perc_offset","119",10,146.193868381011,296.387736762021,296.751373125658,299.554774638934,NA,-0.128222223655382,0,7.4389936613097,0.751023443806733,0.37037037037037,NA,NA,0.290123456790123
"11","full_offset","perc_offset","119",11,126.012951093059,256.025902186119,256.389538549755,259.192940063031,NA,-0.128222223655382,0,7.4389936613097,0.751023443806733,0.395061728395062,NA,NA,0.253086419753086
"12","full_offset","perc_offset","119",12,144.112404811323,292.224809622646,292.588445986283,295.391847499559,NA,-0.128222223655382,0,7.4389936613097,0.751023443806733,0.373147724770953,NA,NA,0.667352537722908
"13","full_offset","perc_offset","119",13,135.371528812848,274.743057625695,275.106693989332,277.910095502608,NA,-0.128222223655382,0,7.4389936613097,0.751023443806733,0.370370509753809,NA,NA,0.425925925925926
"14","full_offset","perc_offset","119",14,136.048105140591,276.096210281183,276.459846644819,279.263248158095,NA,-0.128222223655382,0,7.4389936613097,0.751023443806733,0.378600823045267,NA,NA,0.331275720164609
"15","full_offset","perc_offset","119",15,136.05641848342,276.112836966839,276.476473330476,279.279874843751,NA,-0.128222223655382,0,7.4389936613097,0.751023443806733,0.37037037037037,NA,NA,0.216049382716049
"16","full_offset","perc_offset","119",16,136.654234461968,277.308468923936,277.672105287572,280.475506800848,NA,-0.128222223655382,0,7.4389936613097,0.751023443806733,0.378600823045267,NA,NA,0.179012345679012
"17","full_offset","perc_offset","119",17,150.760927487464,305.521854974928,305.885491338564,308.68889285184,NA,-0.128222223655382,0,7.4389936613097,0.751023443806733,0.395061728395062,NA,NA,0.590534979423868
"18","full_offset","perc_offset","119",18,136.481500528986,276.963001057972,277.326637421608,280.130038934884,NA,-0.128222223655382,0,7.4389936613097,0.751023443806733,0.411217802164304,NA,NA,0.335390946502058
"19","full_offset","perc_offset","119",19,135.163128146724,274.326256293448,274.689892657084,277.49329417036,NA,-0.128222223655382,0,7.4389936613097,0.751023443806733,0.37037037037037,NA,NA,0.475308641975309
"20","full_offset","perc_offset","119",20,140.969292265566,285.938584531133,286.302220894769,289.105622408045,NA,-0.128222223655382,0,7.4389936613097,0.751023443806733,0.395027858219445,NA,NA,0.314814814814815
"21","full_offset","perc_offset","119",21,145.635602448957,295.271204897913,295.63484126155,298.438242774826,NA,-0.128222223655382,0,7.4389936613097,0.751023443806733,0.37037037037037,NA,NA,0.282350251486054
"22","full_offset","perc_offset","119",22,142.211733863858,288.423467727717,288.787104091353,291.590505604629,NA,-0.128222223655382,0,7.4389936613097,0.751023443806733,0.312757201646091,NA,NA,0.286008230452675
"23","full_offset","perc_offset","119",23,141.335441884197,286.670883768395,287.034520132031,289.837921645307,NA,-0.128222223655382,0,7.4389936613097,0.751023443806733,0.37037037037037,NA,NA,0.499525817541364
"24","full_offset","perc_offset","119",24,142.915907633017,289.831815266034,290.19545162967,292.998853142946,NA,-0.128222223655382,0,7.4389936613097,0.751023443806733,0.422496570644718,NA,NA,0.5
"25","full_offset","perc_offset","119",25,136.2648195972,276.5296391944,276.893275558036,279.696677071312,NA,-0.128222223655382,0,7.4389936613097,0.751023443806733,0.37037037037037,NA,NA,0.5
"26","full_offset","perc_offset","119",26,131.380341307563,266.760682615126,267.124318978762,269.927720492038,NA,-0.128222223655382,0,7.4389936613097,0.751023443806733,0.37860082304448,NA,NA,0.401234567901235
