"","model_sim","model_fit","sub","iter","ll","AIC","AICc","BIC","k","offsetIN","rhoIN","offsetOUT","omegaOUT","lambdaOUT","rhoOUT","omegaIN","lambdaIN"
"1","value_alt_offset","perc_offset","57",1,121.687483183892,247.374966367785,247.738602731421,250.542004244697,NA,-0.158222223655382,NA,-0.22233513829466,NA,NA,0.866254934957764,0,3.6389936613097
"2","value_alt_offset","perc_offset","57",2,174.190523183373,352.381046366746,352.744682730382,355.548084243658,NA,-0.158222223655382,NA,0.0740740735004795,NA,NA,0.351851851851852,0,3.6389936613097
"3","value_alt_offset","perc_offset","57",3,123.028426601323,250.056853202646,250.420489566282,253.223891079558,NA,-0.158222223655382,NA,0,NA,NA,0.808794391098918,0,3.6389936613097
"4","value_alt_offset","perc_offset","57",4,120.946214509083,245.892429018165,246.256065381802,249.059466895077,NA,-0.158222223655382,NA,-0.00548696845071817,NA,NA,0.944444514136164,0,3.6389936613097
"5","value_alt_offset","perc_offset","57",5,146.371892506696,296.743785013392,297.107421377028,299.910822890304,NA,-0.158222223655382,NA,0.074074074074074,NA,NA,0.574074074042208,0,3.6389936613097
"6","value_alt_offset","perc_offset","57",6,121.841470726369,247.682941452739,248.046577816375,250.849979329651,NA,-0.158222223655382,NA,-0.00457247370827607,NA,NA,0.793552812071331,0,3.6389936613097
"7","value_alt_offset","perc_offset","57",7,160.121831393288,324.243662786576,324.607299150212,327.410700663488,NA,-0.158222223655382,NA,0.0987654321058435,NA,NA,0.425925925925926,0,3.6389936613097
"8","value_alt_offset","perc_offset","57",8,121.687483183892,247.374966367785,247.738602731421,250.542004244697,NA,-0.158222223655382,NA,-0.222223894844731,NA,NA,0.574073864998916,0,3.6389936613097
"9","value_alt_offset","perc_offset","57",9,121.683353767708,247.366707535416,247.730343899052,250.533745412328,NA,-0.158222223655382,NA,-0.222532646369663,NA,NA,0.944449044097923,0,3.6389936613097
"10","value_alt_offset","perc_offset","57",10,162.209808229576,328.419616459152,328.783252822788,331.586654336064,NA,-0.158222223655382,NA,0.148148148148148,NA,NA,0.87037037037037,0,3.6389936613097
