"","model_sim","model_fit","sub","iter","ll","AIC","AICc","BIC","k","offsetIN","omegaIN","lambdaIN","rhoIN","offsetOUT","omegaOUT","lambdaOUT","rhoOUT"
"1","full_offset","perc_offset","108",1,145.163827333761,294.327654667522,294.691291031159,297.494692544435,NA,0.171777776344618,0,8.5389936613097,0.691023443806733,0.444444444444444,NA,NA,0.598765432098765
"2","full_offset","perc_offset","108",2,138.098973287139,280.197946574277,280.561582937914,283.364984451189,NA,0.171777776344618,0,8.5389936613097,0.691023443806733,0.436213991769547,NA,NA,0.224279835390947
"3","full_offset","perc_offset","108",3,132.708358556705,269.416717113411,269.780353477047,272.583754990323,NA,0.171777776344618,0,8.5389936613097,0.691023443806733,0.403292181069959,NA,NA,0.380658436213992
"4","full_offset","perc_offset","108",4,136.766017461049,277.532034922099,277.895671285735,280.699072799011,NA,0.171777776344618,0,8.5389936613097,0.691023443806733,0.419753225803192,NA,NA,0.882716049382716
"5","full_offset","perc_offset","108",5,125.287817383973,254.575634767946,254.939271131583,257.742672644858,NA,0.171777776344618,0,8.5389936613097,0.691023443806733,0.419753086419753,NA,NA,0.462964844639386
"6","full_offset","perc_offset","108",6,133.058883708681,270.117767417362,270.481403780999,273.284805294274,NA,0.171777776344618,0,8.5389936613097,0.691023443806733,0.444444444444444,NA,NA,0.168038406197975
"7","full_offset","perc_offset","108",7,149.522930046752,303.045860093504,303.409496457141,306.212897970417,NA,0.171777776344618,0,8.5389936613097,0.691023443806733,0.403292181069959,NA,NA,0.3559670781893
"8","full_offset","perc_offset","108",8,136.790780498752,277.581560997505,277.945197361141,280.748598874417,NA,0.171777776344618,0,8.5389936613097,0.691023443806733,0.419753086419753,NA,NA,0.981481481481481
"9","full_offset","perc_offset","108",9,153.833378743993,311.666757487986,312.030393851622,314.833795364898,NA,0.171777776344618,0,8.5389936613097,0.691023443806733,0.419753086419753,NA,NA,0.907407407407407
"10","full_offset","perc_offset","108",10,140.663258438202,285.326516876403,285.690153240039,288.493554753315,NA,0.171777776344618,0,8.5389936613097,0.691023443806733,0.419753086419753,NA,NA,0.561728395061728
"11","full_offset","perc_offset","108",11,132.938510825396,269.877021650792,270.240658014429,273.044059527705,NA,0.171777776344618,0,8.5389936613097,0.691023443806733,0.42798353909465,NA,NA,0.664609053497942
"12","full_offset","perc_offset","108",12,128.70960273703,261.419205474061,261.782841837697,264.586243350973,NA,0.171777776344618,0,8.5389936613097,0.691023443806733,0.411522633744856,NA,NA,0.327160493827161
"13","full_offset","perc_offset","108",13,129.063370127844,262.126740255689,262.490376619325,265.293778132601,NA,0.171777776344618,0,8.5389936613097,0.691023443806733,0.403292181069959,NA,NA,0.335390946502058
"14","full_offset","perc_offset","108",14,141.327455710619,286.654911421239,287.018547784875,289.821949298151,NA,0.171777776344618,0,8.5389936613097,0.691023443806733,0.444444444444444,NA,NA,0.945816186556927
"15","full_offset","perc_offset","108",15,124.695558966331,253.391117932662,253.754754296299,256.558155809574,NA,0.171777776344618,0,8.5389936613097,0.691023443806733,0.444342833917594,NA,NA,0.388888888888889
