"","sub","rr","alpha","model"
"135","70kcrqfjf2xhh4m","50",0.0227237555833037,"rw_base"
"136","70kcrqfjf2xhh4m","50",0.0227237555833037,"rw_base"
"137","70kcrqfjf2xhh4m","75",0.155300496835432,"rw_base"
"138","70kcrqfjf2xhh4m","75",0.155300496835432,"rw_base"
"139","7bwng7h1w9q6djl","25",0.15214137999122,"rw_base"
"140","7bwng7h1w9q6djl","25",0.15214137999122,"rw_base"
"141","7bwng7h1w9q6djl","50",1.16152865911599e-08,"rw_base"
"142","7bwng7h1w9q6djl","50",1.16152865911599e-08,"rw_base"
"143","7bwng7h1w9q6djl","75",0.270216389126263,"rw_base"
"144","7bwng7h1w9q6djl","75",0.270216389126263,"rw_base"
"145","7pjw0pz87exlgmd","25",0.231478122823383,"rw_base"
"146","7pjw0pz87exlgmd","25",0.231478122823383,"rw_base"
"147","7pjw0pz87exlgmd","50",0.017727105652198,"rw_base"
"148","7pjw0pz87exlgmd","50",0.017727105652198,"rw_base"
"149","7pjw0pz87exlgmd","75",0.64043574413354,"rw_base"
"150","7pjw0pz87exlgmd","75",0.64043574413354,"rw_base"
"151","85aq8xl8ayntz3l","25",0.148648863789513,"rw_base"
"152","85aq8xl8ayntz3l","25",0.148648863789513,"rw_base"
"153","85aq8xl8ayntz3l","50",8.37939765990916e-16,"rw_base"
"154","85aq8xl8ayntz3l","50",8.37939765990916e-16,"rw_base"
"155","85aq8xl8ayntz3l","75",0.198292273036632,"rw_base"
"156","85aq8xl8ayntz3l","75",0.198292273036632,"rw_base"
"157","8epzoljwn0gbtge","25",0.705877683975561,"rw_base"
"158","8epzoljwn0gbtge","25",0.705877683975561,"rw_base"
"159","8epzoljwn0gbtge","50",0.0526864300664155,"rw_base"
"160","8epzoljwn0gbtge","50",0.0526864300664155,"rw_base"
"161","8epzoljwn0gbtge","75",0.091718220014296,"rw_base"
"162","8epzoljwn0gbtge","75",0.091718220014296,"rw_base"
"163","8es63ovt8uw2mgg","25",0.19362224756609,"rw_base"
"164","8es63ovt8uw2mgg","25",0.19362224756609,"rw_base"
"165","8es63ovt8uw2mgg","50",0.0131968261321964,"rw_base"
"166","8es63ovt8uw2mgg","50",0.0131968261321964,"rw_base"
"167","8es63ovt8uw2mgg","75",0.177006909710604,"rw_base"
"168","8es63ovt8uw2mgg","75",0.177006909710604,"rw_base"
"169","8le0rzndxgpur8r","25",0.12481628298416,"rw_base"
"170","8le0rzndxgpur8r","25",0.12481628298416,"rw_base"
"171","8le0rzndxgpur8r","50",5.84315592619642e-17,"rw_base"
"172","8le0rzndxgpur8r","50",5.84315592619642e-17,"rw_base"
"173","8le0rzndxgpur8r","75",0.0281414582041588,"rw_base"
"174","8le0rzndxgpur8r","75",0.0281414582041588,"rw_base"
"175","96deaxjjts0yvax","25",0.238247078095625,"rw_base"
"176","96deaxjjts0yvax","25",0.238247078095625,"rw_base"
"177","96deaxjjts0yvax","50",7.31385409881606e-15,"rw_base"
"178","96deaxjjts0yvax","50",7.31385409881606e-15,"rw_base"
"179","96deaxjjts0yvax","75",0.319741492815452,"rw_base"
"180","96deaxjjts0yvax","75",0.319741492815452,"rw_base"
"181","9h1m4d4lp6ksfjt","25",0.0850554695688355,"rw_base"
"182","9h1m4d4lp6ksfjt","25",0.0850554695688355,"rw_base"
"183","9h1m4d4lp6ksfjt","50",0.277194490781479,"rw_base"
"184","9h1m4d4lp6ksfjt","50",0.277194490781479,"rw_base"
"185","9h1m4d4lp6ksfjt","75",0.0780270395903954,"rw_base"
"186","9h1m4d4lp6ksfjt","75",0.0780270395903954,"rw_base"
"187","9ho9tv1b4jdy3p6","25",0.743344089985518,"rw_base"
"188","9ho9tv1b4jdy3p6","25",0.743344089985518,"rw_base"
"189","9ho9tv1b4jdy3p6","50",0.0113391428757858,"rw_base"
"190","9ho9tv1b4jdy3p6","50",0.0113391428757858,"rw_base"
"191","9ho9tv1b4jdy3p6","75",0.17302726374296,"rw_base"
"192","9ho9tv1b4jdy3p6","75",0.17302726374296,"rw_base"
"193","9jfa3uck1pm1a27","25",0.306958066346666,"rw_base"
"194","9jfa3uck1pm1a27","25",0.306958066346666,"rw_base"
"195","9jfa3uck1pm1a27","50",0.0852456438953529,"rw_base"
"196","9jfa3uck1pm1a27","50",0.0852456438953529,"rw_base"
"197","9jfa3uck1pm1a27","75",0.1349713278415,"rw_base"
"198","9jfa3uck1pm1a27","75",0.1349713278415,"rw_base"
"199","9oe8onshjdy2khe","25",0.151123060074743,"rw_base"
"200","9oe8onshjdy2khe","25",0.151123060074743,"rw_base"
"201","9oe8onshjdy2khe","50",0.020556941868899,"rw_base"
"202","9oe8onshjdy2khe","50",0.020556941868899,"rw_base"
"203","9oe8onshjdy2khe","75",0.115961679300815,"rw_base"
"204","9oe8onshjdy2khe","75",0.115961679300815,"rw_base"
"205","9p57f5mpldrqae2","25",0.817392877904717,"rw_base"
"206","9p57f5mpldrqae2","25",0.817392877904717,"rw_base"
"207","9p57f5mpldrqae2","50",0.124845863576567,"rw_base"
"208","9p57f5mpldrqae2","50",0.124845863576567,"rw_base"
"209","9p57f5mpldrqae2","75",0.230224045475762,"rw_base"
"210","9p57f5mpldrqae2","75",0.230224045475762,"rw_base"
"211","a39zpu2zr3xl47k","25",0.7126600267534,"rw_base"
"212","a39zpu2zr3xl47k","25",0.7126600267534,"rw_base"
"213","a39zpu2zr3xl47k","50",0.332613953214585,"rw_base"
"214","a39zpu2zr3xl47k","50",0.332613953214585,"rw_base"
"215","a39zpu2zr3xl47k","75",5.84315592619642e-17,"rw_base"
"216","a39zpu2zr3xl47k","75",5.84315592619642e-17,"rw_base"
"217","ajztaxb5eyxtfch","25",0.0284737454683356,"rw_base"
"218","ajztaxb5eyxtfch","25",0.0284737454683356,"rw_base"
"219","ajztaxb5eyxtfch","50",5.84315592619642e-17,"rw_base"
"220","ajztaxb5eyxtfch","50",5.84315592619642e-17,"rw_base"
"221","ajztaxb5eyxtfch","75",0.00063373387357651,"rw_base"
"222","ajztaxb5eyxtfch","75",0.00063373387357651,"rw_base"
"223","as5hvtlqa9ouc2z","25",0.0586472550789589,"rw_base"
"224","as5hvtlqa9ouc2z","25",0.0586472550789589,"rw_base"
"225","as5hvtlqa9ouc2z","50",6.58053256745773e-16,"rw_base"
"226","as5hvtlqa9ouc2z","50",6.58053256745773e-16,"rw_base"
"227","as5hvtlqa9ouc2z","75",0.523536572544122,"rw_base"
"228","as5hvtlqa9ouc2z","75",0.523536572544122,"rw_base"
"229","au7m9jjmgy8d4gj","25",1.78355898758726e-16,"rw_base"
"230","au7m9jjmgy8d4gj","25",1.78355898758726e-16,"rw_base"
"231","au7m9jjmgy8d4gj","50",0.58009262457407,"rw_base"
"232","au7m9jjmgy8d4gj","50",0.58009262457407,"rw_base"
"233","au7m9jjmgy8d4gj","75",0.50976650119071,"rw_base"
"234","au7m9jjmgy8d4gj","75",0.50976650119071,"rw_base"
"235","b3jqszmpuje1kzj","25",0.0725018600036223,"rw_base"
"236","b3jqszmpuje1kzj","25",0.0725018600036223,"rw_base"
"237","b3jqszmpuje1kzj","50",7.31385409881606e-15,"rw_base"
"238","b3jqszmpuje1kzj","50",7.31385409881606e-15,"rw_base"
"239","b3jqszmpuje1kzj","75",0.204964489715807,"rw_base"
"240","b3jqszmpuje1kzj","75",0.204964489715807,"rw_base"
"241","bdov3ye1qvundbp","25",0.0182226009843919,"rw_base"
"242","bdov3ye1qvundbp","25",0.0182226009843919,"rw_base"
"243","bdov3ye1qvundbp","50",0.785335207053052,"rw_base"
"244","bdov3ye1qvundbp","50",0.785335207053052,"rw_base"
"245","bdov3ye1qvundbp","75",0.123536263012328,"rw_base"
"246","bdov3ye1qvundbp","75",0.123536263012328,"rw_base"
"247","brsvshywlogvxcq","25",0.14356450928147,"rw_base"
"248","brsvshywlogvxcq","25",0.14356450928147,"rw_base"
"249","brsvshywlogvxcq","50",1.70277255980538e-14,"rw_base"
"250","brsvshywlogvxcq","50",1.70277255980538e-14,"rw_base"
"251","brsvshywlogvxcq","75",0.41873561183802,"rw_base"
"252","brsvshywlogvxcq","75",0.41873561183802,"rw_base"
"253","bx1xq7e3jhb986v","25",1.18393729010345e-16,"rw_base"
"254","bx1xq7e3jhb986v","25",1.18393729010345e-16,"rw_base"
"255","bx1xq7e3jhb986v","50",0.10390619059627,"rw_base"
"256","bx1xq7e3jhb986v","50",0.10390619059627,"rw_base"
"257","bx1xq7e3jhb986v","75",5.84315592619642e-17,"rw_base"
"258","bx1xq7e3jhb986v","75",5.84315592619642e-17,"rw_base"
"259","c2se350v0tr4hzv","25",0.238687541821728,"rw_base"
"260","c2se350v0tr4hzv","25",0.238687541821728,"rw_base"
"261","c2se350v0tr4hzv","50",2.98280238255488e-16,"rw_base"
"262","c2se350v0tr4hzv","50",2.98280238255488e-16,"rw_base"
"263","c2se350v0tr4hzv","75",0.125608054906419,"rw_base"
"264","c2se350v0tr4hzv","75",0.125608054906419,"rw_base"
"265","cavjhtxfs1z091j","25",0.440681526526064,"rw_base"
"266","cavjhtxfs1z091j","25",0.440681526526064,"rw_base"
"267","cavjhtxfs1z091j","50",7.31385409881606e-15,"rw_base"
"268","cavjhtxfs1z091j","50",7.31385409881606e-15,"rw_base"
"269","cavjhtxfs1z091j","75",0.155792021247962,"rw_base"
"270","cavjhtxfs1z091j","75",0.155792021247962,"rw_base"
"271","cl4vc26ycu0woo2","25",0.259976601719344,"rw_base"
"272","cl4vc26ycu0woo2","25",0.259976601719344,"rw_base"
"273","cl4vc26ycu0woo2","50",1.95978088882531e-09,"rw_base"
"274","cl4vc26ycu0woo2","50",1.95978088882531e-09,"rw_base"
"275","cl4vc26ycu0woo2","75",0.291784427567027,"rw_base"
"276","cl4vc26ycu0woo2","75",0.291784427567027,"rw_base"
"277","djb1vpwld9c7hmk","25",0.224276162474817,"rw_base"
"278","djb1vpwld9c7hmk","25",0.224276162474817,"rw_base"
"279","djb1vpwld9c7hmk","50",7.16993026148584e-10,"rw_base"
"280","djb1vpwld9c7hmk","50",7.16993026148584e-10,"rw_base"
"281","djb1vpwld9c7hmk","75",0.64043574413354,"rw_base"
"282","djb1vpwld9c7hmk","75",0.64043574413354,"rw_base"
"283","ds2ot3x1v6q63xg","25",0.140713978764423,"rw_base"
"284","ds2ot3x1v6q63xg","25",0.140713978764423,"rw_base"
"285","ds2ot3x1v6q63xg","50",0.0326394822310667,"rw_base"
"286","ds2ot3x1v6q63xg","50",0.0326394822310667,"rw_base"
"287","ds2ot3x1v6q63xg","75",0.159347151587765,"rw_base"
"288","ds2ot3x1v6q63xg","75",0.159347151587765,"rw_base"
"289","dtua0nm03dd9yb7","25",0.168724260370359,"rw_base"
"290","dtua0nm03dd9yb7","25",0.168724260370359,"rw_base"
"291","dtua0nm03dd9yb7","50",0.586591125024366,"rw_base"
"292","dtua0nm03dd9yb7","50",0.586591125024366,"rw_base"
"293","dtua0nm03dd9yb7","75",0.0954648522971104,"rw_base"
"294","dtua0nm03dd9yb7","75",0.0954648522971104,"rw_base"
"295","duzv7z4jux5olpv","25",0.140508732446862,"rw_base"
"296","duzv7z4jux5olpv","25",0.140508732446862,"rw_base"
"297","duzv7z4jux5olpv","50",2.03413571821622e-09,"rw_base"
"298","duzv7z4jux5olpv","50",2.03413571821622e-09,"rw_base"
"299","duzv7z4jux5olpv","75",0.218793938415351,"rw_base"
"300","duzv7z4jux5olpv","75",0.218793938415351,"rw_base"
"301","dvywvnh6comawyk","25",0.441725781449536,"rw_base"
"302","dvywvnh6comawyk","25",0.441725781449536,"rw_base"
"303","dvywvnh6comawyk","50",2.98280238255488e-16,"rw_base"
"304","dvywvnh6comawyk","50",2.98280238255488e-16,"rw_base"
"305","dvywvnh6comawyk","75",0.202787167826383,"rw_base"
"306","dvywvnh6comawyk","75",0.202787167826383,"rw_base"
"307","fehlcunq37bd57x","25",2.98280238255488e-16,"rw_base"
"308","fehlcunq37bd57x","25",2.98280238255488e-16,"rw_base"
"309","fehlcunq37bd57x","50",0.999999997849021,"rw_base"
"310","fehlcunq37bd57x","50",0.999999997849021,"rw_base"
"311","fehlcunq37bd57x","75",0.999972715691864,"rw_base"
"312","fehlcunq37bd57x","75",0.999972715691864,"rw_base"
"313","fq39wkqs1solhdu","25",0.646988340275465,"rw_base"
"314","fq39wkqs1solhdu","25",0.646988340275465,"rw_base"
"315","fq39wkqs1solhdu","50",0.177054700115843,"rw_base"
"316","fq39wkqs1solhdu","50",0.177054700115843,"rw_base"
"317","fq39wkqs1solhdu","75",0.463194214427713,"rw_base"
"318","fq39wkqs1solhdu","75",0.463194214427713,"rw_base"
"319","fqnkabfbs65dy5r","25",0.0996832979980973,"rw_base"
"320","fqnkabfbs65dy5r","25",0.0996832979980973,"rw_base"
"321","fqnkabfbs65dy5r","50",1.16152865911599e-08,"rw_base"
"322","fqnkabfbs65dy5r","50",1.16152865911599e-08,"rw_base"
"323","fqnkabfbs65dy5r","75",0.0645847659942854,"rw_base"
"324","fqnkabfbs65dy5r","75",0.0645847659942854,"rw_base"
"325","fwexbmobod79xhj","25",0.112242730404478,"rw_base"
"326","fwexbmobod79xhj","25",0.112242730404478,"rw_base"
"327","fwexbmobod79xhj","50",0.00985678021564606,"rw_base"
"328","fwexbmobod79xhj","50",0.00985678021564606,"rw_base"
"329","fwexbmobod79xhj","75",0.155310432669463,"rw_base"
"330","fwexbmobod79xhj","75",0.155310432669463,"rw_base"
"331","g35rvb9r3l07tgx","25",0.0678835230244905,"rw_base"
"332","g35rvb9r3l07tgx","25",0.0678835230244905,"rw_base"
"333","g35rvb9r3l07tgx","50",0.205616362827886,"rw_base"
"334","g35rvb9r3l07tgx","50",0.205616362827886,"rw_base"
"335","g35rvb9r3l07tgx","75",0.197528629617154,"rw_base"
"336","g35rvb9r3l07tgx","75",0.197528629617154,"rw_base"
"337","gg80fe1zyat447z","25",0.50349343168669,"rw_base"
"338","gg80fe1zyat447z","25",0.50349343168669,"rw_base"
"339","gg80fe1zyat447z","50",0.0227237555833037,"rw_base"
"340","gg80fe1zyat447z","50",0.0227237555833037,"rw_base"
"341","gg80fe1zyat447z","75",0.176621440848683,"rw_base"
"342","gg80fe1zyat447z","75",0.176621440848683,"rw_base"
"343","ggkxy092ul5l6n0","25",0.221679021619299,"rw_base"
"344","ggkxy092ul5l6n0","25",0.221679021619299,"rw_base"
"345","ggkxy092ul5l6n0","50",0.0512619574209229,"rw_base"
"346","ggkxy092ul5l6n0","50",0.0512619574209229,"rw_base"
"347","ggkxy092ul5l6n0","75",0.135345453067309,"rw_base"
"348","ggkxy092ul5l6n0","75",0.135345453067309,"rw_base"
"349","ghbypuj01msjo4h","25",3.84441693458372e-17,"rw_base"
"350","ghbypuj01msjo4h","25",3.84441693458372e-17,"rw_base"
"351","ghbypuj01msjo4h","50",0.518948883097274,"rw_base"
"352","ghbypuj01msjo4h","50",0.518948883097274,"rw_base"
"353","ghbypuj01msjo4h","75",0.0435256583276197,"rw_base"
"354","ghbypuj01msjo4h","75",0.0435256583276197,"rw_base"
"355","gnd1v5zo5x7qjad","25",0.31190041547749,"rw_base"
"356","gnd1v5zo5x7qjad","25",0.31190041547749,"rw_base"
"357","gnd1v5zo5x7qjad","50",7.61366494755796e-15,"rw_base"
"358","gnd1v5zo5x7qjad","50",7.61366494755796e-15,"rw_base"
"359","gnd1v5zo5x7qjad","75",0.156505611971668,"rw_base"
"360","gnd1v5zo5x7qjad","75",0.156505611971668,"rw_base"
"361","gs1p8zvs22f3u03","25",0.159335993360338,"rw_base"
"362","gs1p8zvs22f3u03","25",0.159335993360338,"rw_base"
"363","gs1p8zvs22f3u03","50",0.0657817027920871,"rw_base"
"364","gs1p8zvs22f3u03","50",0.0657817027920871,"rw_base"
"365","gs1p8zvs22f3u03","75",5.84315592619642e-17,"rw_base"
"366","gs1p8zvs22f3u03","75",5.84315592619642e-17,"rw_base"
"367","gstz99vr89krpfz","25",0.0562393108611036,"rw_base"
"368","gstz99vr89krpfz","25",0.0562393108611036,"rw_base"
"369","gstz99vr89krpfz","50",2.98280238255488e-16,"rw_base"
"370","gstz99vr89krpfz","50",2.98280238255488e-16,"rw_base"
"371","gstz99vr89krpfz","75",0.163608563906731,"rw_base"
"372","gstz99vr89krpfz","75",0.163608563906731,"rw_base"
"373","h9du65sl07e0gv9","25",2.98280238255488e-16,"rw_base"
"374","h9du65sl07e0gv9","25",2.98280238255488e-16,"rw_base"
"375","h9du65sl07e0gv9","50",3.91478177027673e-08,"rw_base"
"376","h9du65sl07e0gv9","50",3.91478177027673e-08,"rw_base"
"377","h9du65sl07e0gv9","75",0.169413021349199,"rw_base"
"378","h9du65sl07e0gv9","75",0.169413021349199,"rw_base"
"379","hd4d44n06f6cawh","25",0.13547077655965,"rw_base"
"380","hd4d44n06f6cawh","25",0.13547077655965,"rw_base"
"381","hd4d44n06f6cawh","50",1.21707898484349e-14,"rw_base"
"382","hd4d44n06f6cawh","50",1.21707898484349e-14,"rw_base"
"383","hd4d44n06f6cawh","75",0.281672496933945,"rw_base"
"384","hd4d44n06f6cawh","75",0.281672496933945,"rw_base"
"385","hd9k76vgdu5mql0","25",5.84315592619642e-17,"rw_base"
"386","hd9k76vgdu5mql0","25",5.84315592619642e-17,"rw_base"
"387","hd9k76vgdu5mql0","50",2.98280238255488e-16,"rw_base"
"388","hd9k76vgdu5mql0","50",2.98280238255488e-16,"rw_base"
"389","hd9k76vgdu5mql0","75",0.453371600505778,"rw_base"
"390","hd9k76vgdu5mql0","75",0.453371600505778,"rw_base"
"391","hjgqzm1pq2mo1u7","25",0.895928013674784,"rw_base"
"392","hjgqzm1pq2mo1u7","25",0.895928013674784,"rw_base"
"393","hjgqzm1pq2mo1u7","50",0.21924432646819,"rw_base"
"394","hjgqzm1pq2mo1u7","50",0.21924432646819,"rw_base"
"395","hjgqzm1pq2mo1u7","75",0.942255435282403,"rw_base"
"396","hjgqzm1pq2mo1u7","75",0.942255435282403,"rw_base"
"397","hkdemly7qs0y8be","25",0.0875792555678854,"rw_base"
"398","hkdemly7qs0y8be","25",0.0875792555678854,"rw_base"
"399","hkdemly7qs0y8be","50",0.129880990644786,"rw_base"
"400","hkdemly7qs0y8be","50",0.129880990644786,"rw_base"
"401","hkdemly7qs0y8be","75",0.136429990186563,"rw_base"
"402","hkdemly7qs0y8be","75",0.136429990186563,"rw_base"
"403","hm4cdxlz8t0281v","25",0.182514780503245,"rw_base"
"404","hm4cdxlz8t0281v","25",0.182514780503245,"rw_base"
