"","sub","rr","v0","alpha","model"
"201","5cp1qjka53bl73q","75",0.739999989031282,5.69487551560977e-15,"rw_base"
"202","5cp1qjka53bl73q","75",0.739999989031282,5.69487551560977e-15,"rw_base"
"203","5cp1qjka53bl73q","75",0.739999989031282,5.69487551560977e-15,"rw_base"
"204","5cp1qjka53bl73q","75",0.739999989031282,5.69487551560977e-15,"rw_base"
"205","5jwar0bvwr53h40","25",0.249987368375863,5.04684201150007e-05,"rw_base"
"206","5jwar0bvwr53h40","25",0.249987368375863,5.04684201150007e-05,"rw_base"
"207","5jwar0bvwr53h40","25",0.249987368375863,5.04684201150007e-05,"rw_base"
"208","5jwar0bvwr53h40","25",0.249987368375863,5.04684201150007e-05,"rw_base"
"209","5jwar0bvwr53h40","50",0.489999997134896,1.29058742430707e-09,"rw_base"
"210","5jwar0bvwr53h40","50",0.489999997134896,1.29058742430707e-09,"rw_base"
"211","5jwar0bvwr53h40","50",0.489999997134896,1.29058742430707e-09,"rw_base"
"212","5jwar0bvwr53h40","50",0.489999997134896,1.29058742430707e-09,"rw_base"
"213","5jwar0bvwr53h40","75",0.988233486309873,0.0672556569726122,"rw_base"
"214","5jwar0bvwr53h40","75",0.988233486309873,0.0672556569726122,"rw_base"
"215","5jwar0bvwr53h40","75",0.988233486309873,0.0672556569726122,"rw_base"
"216","5jwar0bvwr53h40","75",0.988233486309873,0.0672556569726122,"rw_base"
"217","5o4n9abwu4u5bb5","25",0.244999993078665,1.09309504840812e-13,"rw_base"
"218","5o4n9abwu4u5bb5","25",0.244999993078665,1.09309504840812e-13,"rw_base"
"219","5o4n9abwu4u5bb5","25",0.244999993078665,1.09309504840812e-13,"rw_base"
"220","5o4n9abwu4u5bb5","25",0.244999993078665,1.09309504840812e-13,"rw_base"
"221","5o4n9abwu4u5bb5","50",0.49499999062206,5.69487551560977e-15,"rw_base"
"222","5o4n9abwu4u5bb5","50",0.49499999062206,5.69487551560977e-15,"rw_base"
"223","5o4n9abwu4u5bb5","50",0.49499999062206,5.69487551560977e-15,"rw_base"
"224","5o4n9abwu4u5bb5","50",0.49499999062206,5.69487551560977e-15,"rw_base"
"225","5o4n9abwu4u5bb5","75",0.797354751760001,0.0583817867951968,"rw_base"
"226","5o4n9abwu4u5bb5","75",0.797354751760001,0.0583817867951968,"rw_base"
"227","5o4n9abwu4u5bb5","75",0.797354751760001,0.0583817867951968,"rw_base"
"228","5o4n9abwu4u5bb5","75",0.797354751760001,0.0583817867951968,"rw_base"
"229","5pgqs0v0feqyejp","25",0.518667156759486,0.00326819819910055,"rw_base"
"230","5pgqs0v0feqyejp","25",0.518667156759486,0.00326819819910055,"rw_base"
"231","5pgqs0v0feqyejp","25",0.518667156759486,0.00326819819910055,"rw_base"
"232","5pgqs0v0feqyejp","25",0.518667156759486,0.00326819819910055,"rw_base"
"233","5pgqs0v0feqyejp","50",0.999999999994689,0.110222494510925,"rw_base"
"234","5pgqs0v0feqyejp","50",0.999999999994689,0.110222494510925,"rw_base"
"235","5pgqs0v0feqyejp","50",0.999999999994689,0.110222494510925,"rw_base"
"236","5pgqs0v0feqyejp","50",0.999999999994689,0.110222494510925,"rw_base"
"237","5pgqs0v0feqyejp","75",0.790000000490365,2.72531653087298e-09,"rw_base"
"238","5pgqs0v0feqyejp","75",0.790000000490365,2.72531653087298e-09,"rw_base"
"239","5pgqs0v0feqyejp","75",0.790000000490365,2.72531653087298e-09,"rw_base"
"240","5pgqs0v0feqyejp","75",0.790000000490365,2.72531653087298e-09,"rw_base"
"241","6be4c2orpqft8ul","25",0.0516176791568708,0.0758587985606857,"rw_base"
"242","6be4c2orpqft8ul","25",0.0516176791568708,0.0758587985606857,"rw_base"
"243","6be4c2orpqft8ul","25",0.0516176791568708,0.0758587985606857,"rw_base"
"244","6be4c2orpqft8ul","25",0.0516176791568708,0.0758587985606857,"rw_base"
"245","6be4c2orpqft8ul","50",0.383114212371974,0.0253667753230264,"rw_base"
"246","6be4c2orpqft8ul","50",0.383114212371974,0.0253667753230264,"rw_base"
"247","6be4c2orpqft8ul","50",0.383114212371974,0.0253667753230264,"rw_base"
"248","6be4c2orpqft8ul","50",0.383114212371974,0.0253667753230264,"rw_base"
"249","6be4c2orpqft8ul","75",0.947489856428321,0.0951609415267658,"rw_base"
"250","6be4c2orpqft8ul","75",0.947489856428321,0.0951609415267658,"rw_base"
"251","6be4c2orpqft8ul","75",0.947489856428321,0.0951609415267658,"rw_base"
"252","6be4c2orpqft8ul","75",0.947489856428321,0.0951609415267658,"rw_base"
"253","6wyn194o3vd7jmv","25",0.240000002655742,9.03411179944666e-09,"rw_base"
"254","6wyn194o3vd7jmv","25",0.240000002655742,9.03411179944666e-09,"rw_base"
"255","6wyn194o3vd7jmv","25",0.240000002655742,9.03411179944666e-09,"rw_base"
"256","6wyn194o3vd7jmv","25",0.240000002655742,9.03411179944666e-09,"rw_base"
"257","6wyn194o3vd7jmv","50",0.489999980787456,2.7102335341439e-08,"rw_base"
"258","6wyn194o3vd7jmv","50",0.489999980787456,2.7102335341439e-08,"rw_base"
"259","6wyn194o3vd7jmv","50",0.489999980787456,2.7102335341439e-08,"rw_base"
"260","6wyn194o3vd7jmv","50",0.489999980787456,2.7102335341439e-08,"rw_base"
"261","6wyn194o3vd7jmv","75",0.790692036682655,0.16276853261625,"rw_base"
"262","6wyn194o3vd7jmv","75",0.790692036682655,0.16276853261625,"rw_base"
"263","6wyn194o3vd7jmv","75",0.790692036682655,0.16276853261625,"rw_base"
"264","6wyn194o3vd7jmv","75",0.790692036682655,0.16276853261625,"rw_base"
"265","70kcrqfjf2xhh4m","25",0.17130343485783,0.123414305276973,"rw_base"
"266","70kcrqfjf2xhh4m","25",0.17130343485783,0.123414305276973,"rw_base"
"267","70kcrqfjf2xhh4m","25",0.17130343485783,0.123414305276973,"rw_base"
"268","70kcrqfjf2xhh4m","25",0.17130343485783,0.123414305276973,"rw_base"
"269","70kcrqfjf2xhh4m","50",0.490000004017985,1.16436122404516e-08,"rw_base"
"270","70kcrqfjf2xhh4m","50",0.490000004017985,1.16436122404516e-08,"rw_base"
"271","70kcrqfjf2xhh4m","50",0.490000004017985,1.16436122404516e-08,"rw_base"
"272","70kcrqfjf2xhh4m","50",0.490000004017985,1.16436122404516e-08,"rw_base"
"273","70kcrqfjf2xhh4m","75",0.999999999999935,0.0939980671135204,"rw_base"
"274","70kcrqfjf2xhh4m","75",0.999999999999935,0.0939980671135204,"rw_base"
"275","70kcrqfjf2xhh4m","75",0.999999999999935,0.0939980671135204,"rw_base"
"276","70kcrqfjf2xhh4m","75",0.999999999999935,0.0939980671135204,"rw_base"
"277","7bwng7h1w9q6djl","25",0.246899188046471,0.0107084316682419,"rw_base"
"278","7bwng7h1w9q6djl","25",0.246899188046471,0.0107084316682419,"rw_base"
"279","7bwng7h1w9q6djl","25",0.246899188046471,0.0107084316682419,"rw_base"
"280","7bwng7h1w9q6djl","25",0.246899188046471,0.0107084316682419,"rw_base"
"281","7bwng7h1w9q6djl","50",0.643268543414929,0.171910062568,"rw_base"
"282","7bwng7h1w9q6djl","50",0.643268543414929,0.171910062568,"rw_base"
"283","7bwng7h1w9q6djl","50",0.643268543414929,0.171910062568,"rw_base"
"284","7bwng7h1w9q6djl","50",0.643268543414929,0.171910062568,"rw_base"
"285","7bwng7h1w9q6djl","75",0.750012701305234,5.0762674041256e-05,"rw_base"
