"","matrix...nrow...iter.","sub","v0_rw_base_learnR3","alpha_rw_base_learnR3","v0_rw_base_learnR3X","alpha_rw_base_learnR3X","ll_rw_base_learnR3X","AIC_rw_base_learnR3X","AICc_rw_base_learnR3X","BIC_rw_base_learnR3X","v0_rw_base_learnR2","alpha_rw_base_learnR2","v0_rw_base_learnR2X","alpha_rw_base_learnR2X","ll_rw_base_learnR2X","AIC_rw_base_learnR2X","AICc_rw_base_learnR2X","BIC_rw_base_learnR2X","v0_rw_base_learnR1","alpha_rw_base_learnR1","v0_rw_base_learnR1X","alpha_rw_base_learnR1X","ll_rw_base_learnR1X","AIC_rw_base_learnR1X","AICc_rw_base_learnR1X","BIC_rw_base_learnR1X","alpha_rw_fix_learnR3","alpha_rw_fix_learnR3X","ll_rw_fix_learnR3X","AIC_rw_fix_learnR3X","AICc_rw_fix_learnR3X","BIC_rw_fix_learnR3X","alpha_rw_fix_learnR2","alpha_rw_fix_learnR2X","ll_rw_fix_learnR2X","AIC_rw_fix_learnR2X","AICc_rw_fix_learnR2X","BIC_rw_fix_learnR2X","alpha_rw_fix_learnR1","alpha_rw_fix_learnR1X","ll_rw_fix_learnR1X","AIC_rw_fix_learnR1X","AICc_rw_fix_learnR1X","BIC_rw_fix_learnR1X"
"1",NA,"s79rv87vd0ov68q",0.958697066968119,0.0531305598762784,0.958697066968119,0.0531305598762784,6.4438804468529,16.8877608937058,17.4591894651344,19.2438685544017,0.268127983546064,0.0340460659012797,0.268127983546064,0.0340460659012797,6.4438804468529,16.8877608937058,17.4591894651344,19.2438685544017,0.114999993760772,2.4569183491972e-15,0.114999993760772,2.4569183491972e-15,6.44450492619319,16.8890098523864,17.4604384238149,19.2451175130823,0.162917424529079,0.162917424529079,7.00750619533768,16.0150123906754,16.1968305724935,17.1930662210233,0.0128604328383764,0.0128604328383764,6.87778778545773,15.7555755709155,15.9373937527336,16.9336294012634,0.118362937602133,0.118362937602133,7.78477982792913,17.5695596558583,17.7513778376764,18.7476134862062
