"","matrix...nrow...iter.","sub","v0_rw_base_learnR3","alpha_rw_base_learnR3","v0_rw_base_learnR3X","alpha_rw_base_learnR3X","ll_rw_base_learnR3X","AIC_rw_base_learnR3X","AICc_rw_base_learnR3X","BIC_rw_base_learnR3X","v0_rw_base_learnR2","alpha_rw_base_learnR2","v0_rw_base_learnR2X","alpha_rw_base_learnR2X","ll_rw_base_learnR2X","AIC_rw_base_learnR2X","AICc_rw_base_learnR2X","BIC_rw_base_learnR2X","v0_rw_base_learnR1","alpha_rw_base_learnR1","v0_rw_base_learnR1X","alpha_rw_base_learnR1X","ll_rw_base_learnR1X","AIC_rw_base_learnR1X","AICc_rw_base_learnR1X","BIC_rw_base_learnR1X","alpha_rw_fix_learnR3","alpha_rw_fix_learnR3X","ll_rw_fix_learnR3X","AIC_rw_fix_learnR3X","AICc_rw_fix_learnR3X","BIC_rw_fix_learnR3X","alpha_rw_fix_learnR2","alpha_rw_fix_learnR2X","ll_rw_fix_learnR2X","AIC_rw_fix_learnR2X","AICc_rw_fix_learnR2X","BIC_rw_fix_learnR2X","alpha_rw_fix_learnR1","alpha_rw_fix_learnR1X","ll_rw_fix_learnR1X","AIC_rw_fix_learnR1X","AICc_rw_fix_learnR1X","BIC_rw_fix_learnR1X"
"1",NA,"rn0an20lmaomk57",2.18846613476726e-14,0.271322672323692,2.18846613476726e-14,0.271322672323692,6.44455032228929,16.8891006445786,17.4605292160072,19.2452083052745,0.472420965582954,0.0657049387505606,0.472420965582954,0.0657049387505606,6.44947300716055,16.8989460143211,17.4703745857497,19.255053675017,0.522942792785497,0.202062672755685,0.522942792785497,0.202062672755685,6.4438804468529,16.8877608937058,17.4591894651344,19.2438685544017,0.247150703167716,0.247150703167716,6.44669721281481,14.8933944256296,15.0752126074478,16.0714482559776,0.0489749335952705,0.0489749335952705,6.44984200905546,14.8996840181109,15.0815021999291,16.0777378484589,0.204627441664154,0.204627441664154,6.44390400626413,14.8878080125283,15.0696261943464,16.0658618428762
