"","matrix...nrow...iter...K.","sub","iter","fold","offset_value_alt_offsetR3P2","omega_value_alt_offsetR3P2","lambda_value_alt_offsetR3P2","mae_value_alt_offsetR3P2","rmse_value_alt_offsetR3P2","spearman_value_alt_offsetR3P2","offset_value_alt_offsetR1P1","omega_value_alt_offsetR1P1","lambda_value_alt_offsetR1P1","mae_value_alt_offsetR1P1","rmse_value_alt_offsetR1P1","spearman_value_alt_offsetR1P1","offset_value_alt_offsetR2P1","omega_value_alt_offsetR2P1","lambda_value_alt_offsetR2P1","mae_value_alt_offsetR2P1","rmse_value_alt_offsetR2P1","spearman_value_alt_offsetR2P1","offset_value_alt_offsetR1P2","omega_value_alt_offsetR1P2","lambda_value_alt_offsetR1P2","mae_value_alt_offsetR1P2","rmse_value_alt_offsetR1P2","spearman_value_alt_offsetR1P2","offset_value_alt_offsetR2P2","omega_value_alt_offsetR2P2","lambda_value_alt_offsetR2P2","mae_value_alt_offsetR2P2","rmse_value_alt_offsetR2P2","spearman_value_alt_offsetR2P2","offset_value_alt_offsetR3P1","omega_value_alt_offsetR3P1","lambda_value_alt_offsetR3P1","mae_value_alt_offsetR3P1","rmse_value_alt_offsetR3P1","spearman_value_alt_offsetR3P1","rho_perc_estR3P2","mae_perc_estR3P2","rmse_perc_estR3P2","spearman_perc_estR3P2","rho_perc_estR1P1","mae_perc_estR1P1","rmse_perc_estR1P1","spearman_perc_estR1P1","rho_perc_estR2P1","mae_perc_estR2P1","rmse_perc_estR2P1","spearman_perc_estR2P1","rho_perc_estR1P2","mae_perc_estR1P2","rmse_perc_estR1P2","spearman_perc_estR1P2","rho_perc_estR2P2","mae_perc_estR2P2","rmse_perc_estR2P2","spearman_perc_estR2P2","rho_perc_estR3P1","mae_perc_estR3P1","rmse_perc_estR3P1","spearman_perc_estR3P1"
"1",NA,"4g3g9s2nj7eh7g9",1,1,0,0.5,5,0.519217454654634,0.570088598263126,-0.339609712388372,-0.0272806134509082,0.5,2.18106995884766,0.0136958227543834,0.0151530996776114,0.993220260811511,-0.00766525314941913,0.5,1.01712137375662,0.028729858841635,0.0503651098510205,0.987420882906575,0,0.5,5,0.164854226388252,0.175490042375768,0.819288030372914,0,0.5,5,0.18518672183467,0.238386052044811,0.969584296575598,-0.00550041808429791,0.5,0.925323273270964,0.0572920829638292,0.115840917347229,0.961120016912343,0.993877965757252,0.3175,0.409114898286533,-0.412393049421161,0.5,0.1925,0.206639783197718,-0.57035182547203,0.202337606620495,0.12625,0.202577145798829,0.265424373122285,0.0854290504496266,0.025,0.0672681202353686,NA,0.5,0.13125,0.22396986404425,0.253546276418555,0.141980953671245,0.2625,0.350749198145912,0.510061370450671
"2",NA,"4g3g9s2nj7eh7g9",2,1,0,0.5,5,0.519217454654634,0.570088598263126,-0.339609712388372,-0.0272806134509082,0.5,2.18106995884766,0.0136958227543834,0.0151530996776114,0.993220260811511,-0.00766525314941913,0.5,1.01712137375662,0.028729858841635,0.0503651098510205,0.987420882906575,0,0.5,5,0.164854226388252,0.175490042375768,0.819288030372914,0,0.5,5,0.18518672183467,0.238386052044811,0.969584296575598,-0.00550041808429791,0.5,0.925323273270964,0.0572920829638292,0.115840917347229,0.961120016912343,0.87037037036683,0.3175,0.409114898286533,-0.412393049421161,0.5,0.135,0.17,NA,0.233424782807501,0.08375,0.155040317337137,0.608163640559538,0.172915714067977,0.025,0.0672681202353686,NA,0.5,0.18,0.268514431641951,NA,0.117283950617284,0.2625,0.350749198145912,0.500870322677809
"3",NA,"4g3g9s2nj7eh7g9",3,1,0,0.5,5,0.519217454654634,0.570088598263126,-0.339609712388372,-0.0272806134509082,0.5,2.18106995884766,0.0136958227543834,0.0151530996776114,0.993220260811511,-0.00766525314941913,0.5,1.01712137375662,0.028729858841635,0.0503651098510205,0.987420882906575,0,0.5,5,0.164854226388252,0.175490042375768,0.819288030372914,0,0.5,5,0.18518672183467,0.238386052044811,0.969584296575598,-0.00550041808429791,0.5,0.925323273270964,0.0572920829638292,0.115840917347229,0.961120016912343,0.981483363157905,0.22375,0.296120752396721,NA,0.5,0.11,0.151327459504216,0.414869906822511,0.184956561499771,0.12625,0.202577145798829,0.265424373122285,0.199740893156531,0.00875,0.0215058131676066,0.755928946018454,0.5,0.22875,0.306655343993872,-0.0845154254728517,0.154320778579294,0.2625,0.350749198145912,0.500870322677809
"4",NA,"4g3g9s2nj7eh7g9",4,1,0,0.5,5,0.519217454654634,0.570088598263126,-0.339609712388372,-0.0272806134509082,0.5,2.18106995884766,0.0136958227543834,0.0151530996776114,0.993220260811511,-0.00766525314941913,0.5,1.01712137375662,0.028729858841635,0.0503651098510205,0.987420882906575,0,0.5,5,0.164854226388252,0.175490042375768,0.819288030372914,0,0.5,5,0.18518672183467,0.238386052044811,0.969584296575598,-0.00550041808429791,0.5,0.925323273270964,0.0572920829638292,0.115840917347229,0.961120016912343,0.948254839201341,0.40125,0.488428602766054,-0.50395263067897,0.5,0.0975,0.141067359796659,0,0.306584571215076,0.12375,0.200093728037637,0.53084874624457,0.187242798353909,0.025,0.0672681202353686,NA,0.5,0.22875,0.306655343993872,-0.0845154254728517,0.0922877610120409,0.1725,0.229836898691224,0.798372327917081
"5",NA,"4g3g9s2nj7eh7g9",5,1,0,0.5,5,0.519217454654634,0.570088598263126,-0.339609712388372,-0.0272806134509082,0.5,2.18106995884766,0.0136958227543834,0.0151530996776114,0.993220260811511,-0.00766525314941913,0.5,1.01712137375662,0.028729858841635,0.0503651098510205,0.987420882906575,0,0.5,5,0.164854226388252,0.175490042375768,0.819288030372914,0,0.5,5,0.18518672183467,0.238386052044811,0.969584296575598,-0.00550041808429791,0.5,0.925323273270964,0.0572920829638292,0.115840917347229,0.961120016912343,0.941091297058375,0.39875,0.486248393313541,-0.377964473009227,0.5,0.1125,0.153297097167559,0.248921944093507,0.136488340192049,0.08375,0.155040317337137,0.608163640559538,0.110120408474318,0.025,0.0672681202353686,NA,0.5,0.12875,0.221444123877785,0.422577127364258,0.0514403292181119,0.2625,0.350749198145912,0.510061370450671
"6",NA,"4g3g9s2nj7eh7g9",6,1,0,0.5,5,0.519217454654634,0.570088598263126,-0.339609712388372,-0.0272806134509082,0.5,2.18106995884766,0.0136958227543834,0.0151530996776114,0.993220260811511,-0.00766525314941913,0.5,1.01712137375662,0.028729858841635,0.0503651098510205,0.987420882906575,0,0.5,5,0.164854226388252,0.175490042375768,0.819288030372914,0,0.5,5,0.18518672183467,0.238386052044811,0.969584296575598,-0.00550041808429791,0.5,0.925323273270964,0.0572920829638292,0.115840917347229,0.961120016912343,0.838820301783265,0.19,0.242899156029822,0.577350269189626,0.5,0.1425,0.175214154679352,-0.126744850104896,0.163973987705126,0.12375,0.200093728037637,0.53084874624457,0.0912208504801098,0.025,0.0672681202353686,NA,0.5,0.18,0.268514431641951,NA,0.192729766814461,0.3525,0.439573657081495,NA
"7",NA,"4g3g9s2nj7eh7g9",7,1,0,0.5,5,0.519217454654634,0.570088598263126,-0.339609712388372,-0.0272806134509082,0.5,2.18106995884766,0.0136958227543834,0.0151530996776114,0.993220260811511,-0.00766525314941913,0.5,1.01712137375662,0.028729858841635,0.0503651098510205,0.987420882906575,0,0.5,5,0.164854226388252,0.175490042375768,0.819288030372914,0,0.5,5,0.18518672183467,0.238386052044811,0.969584296575598,-0.00550041808429791,0.5,0.925323273270964,0.0572920829638292,0.115840917347229,0.961120016912343,0.913808870598994,0.38875,0.477428005043692,-0.251976315339485,0.5,0.105,0.145258390463339,0.580817869551516,0.328532235939643,0.12625,0.202577145798829,0.265424373122285,0.0939643347050755,0.025,0.0672681202353686,NA,0.5,0.22875,0.306655343993872,-0.0845154254728517,0.314814814814815,0.2875,0.377524833620253,0.399186163958541
"8",NA,"4g3g9s2nj7eh7g9",8,1,0,0.5,5,0.519217454654634,0.570088598263126,-0.339609712388372,-0.0272806134509082,0.5,2.18106995884766,0.0136958227543834,0.0151530996776114,0.993220260811511,-0.00766525314941913,0.5,1.01712137375662,0.028729858841635,0.0503651098510205,0.987420882906575,0,0.5,5,0.164854226388252,0.175490042375768,0.819288030372914,0,0.5,5,0.18518672183467,0.238386052044811,0.969584296575598,-0.00550041808429791,0.5,0.925323273270964,0.0572920829638292,0.115840917347229,0.961120016912343,0.870370300678651,0.3175,0.409114898286533,-0.412393049421161,0.5,0.0925,0.136747943311773,0.253489700209791,0.27732053040695,0.21625,0.277556300595032,-0.353899164163047,0.213763145861911,0.05625,0.111074299457615,-0.215979698862416,0.5,0.18,0.268514431641951,NA,0.0637860082316329,0.2625,0.350749198145912,0.500870322677809
"9",NA,"4g3g9s2nj7eh7g9",9,1,0,0.5,5,0.519217454654634,0.570088598263126,-0.339609712388372,-0.0272806134509082,0.5,2.18106995884766,0.0136958227543834,0.0151530996776114,0.993220260811511,-0.00766525314941913,0.5,1.01712137375662,0.028729858841635,0.0503651098510205,0.987420882906575,0,0.5,5,0.164854226388252,0.175490042375768,0.819288030372914,0,0.5,5,0.18518672183467,0.238386052044811,0.969584296575598,-0.00550041808429791,0.5,0.925323273270964,0.0572920829638292,0.115840917347229,0.961120016912343,0.922496570644719,0.205,0.267861904719577,0.412393049421161,0.5,0.1325,0.166433169770932,0.253489700209791,0.281893003828429,0.16625,0.23882524992136,NA,0.0939643347050755,0.00875,0.0215058131676066,0.755928946018454,0.5,0.13125,0.22396986404425,0.253546276418555,0.257184711002727,0.4125,0.489923463410358,-0.0637576713063338
"10",NA,"4g3g9s2nj7eh7g9",10,1,0,0.5,5,0.519217454654634,0.570088598263126,-0.339609712388372,-0.0272806134509082,0.5,2.18106995884766,0.0136958227543834,0.0151530996776114,0.993220260811511,-0.00766525314941913,0.5,1.01712137375662,0.028729858841635,0.0503651098510205,0.987420882906575,0,0.5,5,0.164854226388252,0.175490042375768,0.819288030372914,0,0.5,5,0.18518672183467,0.238386052044811,0.969584296575598,-0.00550041808429791,0.5,0.925323273270964,0.0572920829638292,0.115840917347229,0.961120016912343,0.974622770919067,0.22375,0.296120752396721,NA,0.5,0.115,0.1552417469626,0.0829739813645022,0.391632373113855,0.16625,0.23882524992136,NA,0.291495198902606,0.05375,0.108224304109567,0.539949247156039,0.5,0.12875,0.221444123877785,0.404145188432738,0.283264746514506,0.1975,0.268933077177204,0.717804919486503
