"","matrix...nrow...iter...K.","sub","iter","fold","offset_value_alt_offsetR2P2","omega_value_alt_offsetR2P2","lambda_value_alt_offsetR2P2","mae_value_alt_offsetR2P2","rmse_value_alt_offsetR2P2","spearman_value_alt_offsetR2P2","offset_value_alt_offsetR1P1","omega_value_alt_offsetR1P1","lambda_value_alt_offsetR1P1","mae_value_alt_offsetR1P1","rmse_value_alt_offsetR1P1","spearman_value_alt_offsetR1P1","offset_value_alt_offsetR3P1","omega_value_alt_offsetR3P1","lambda_value_alt_offsetR3P1","mae_value_alt_offsetR3P1","rmse_value_alt_offsetR3P1","spearman_value_alt_offsetR3P1","offset_value_alt_offsetR1P2","omega_value_alt_offsetR1P2","lambda_value_alt_offsetR1P2","mae_value_alt_offsetR1P2","rmse_value_alt_offsetR1P2","spearman_value_alt_offsetR1P2","offset_value_alt_offsetR3P2","omega_value_alt_offsetR3P2","lambda_value_alt_offsetR3P2","mae_value_alt_offsetR3P2","rmse_value_alt_offsetR3P2","spearman_value_alt_offsetR3P2","offset_value_alt_offsetR2P1","omega_value_alt_offsetR2P1","lambda_value_alt_offsetR2P1","mae_value_alt_offsetR2P1","rmse_value_alt_offsetR2P1","spearman_value_alt_offsetR2P1","rho_perc_estR2P2","mae_perc_estR2P2","rmse_perc_estR2P2","spearman_perc_estR2P2","rho_perc_estR1P1","mae_perc_estR1P1","rmse_perc_estR1P1","spearman_perc_estR1P1","rho_perc_estR3P1","mae_perc_estR3P1","rmse_perc_estR3P1","spearman_perc_estR3P1","rho_perc_estR1P2","mae_perc_estR1P2","rmse_perc_estR1P2","spearman_perc_estR1P2","rho_perc_estR3P2","mae_perc_estR3P2","rmse_perc_estR3P2","spearman_perc_estR3P2","rho_perc_estR2P1","mae_perc_estR2P1","rmse_perc_estR2P1","spearman_perc_estR2P1"
"1",NA,"7pjw0pz87exlgmd",1,1,0.00825952167420319,0.166666666666667,2.58779431819153,0.0427135709129692,0.0555885854847728,0.975900072948533,0.176176936435072,0.166666666666667,1.15905370976319,0.102442487456012,0.12496840146758,0.939411192283174,-0.0696213771913907,0.166666666666667,2.83774822502999,0.0838967864116311,0.10663615887689,0.987951807228916,0.0768174355498383,0.166666666666667,1.16863605155265,0.0555634066871416,0.0690260966401048,0.938340808209332,0.00558187652623943,0.166666666666667,3.8101151511375,0.0646348562932778,0.0732263649493885,0.95068973677523,0.0349126140305915,0.166666666666667,1.33287577622153,0.0358567757361561,0.0411814417549185,1,0.96639231824417,0.4475,0.484510061815026,NA,0.849336991312305,0.43875,0.494936864660534,-0.165947962729004,0.5,0.83,0.873255403647753,NA,0.981329065978003,0.23375,0.284495166918526,-0.248921944093507,0.388888687557255,0.8275,0.847407812095215,NA,0.5,0.65,0.741872630577514,-0.414869906822511
"2",NA,"7pjw0pz87exlgmd",2,1,0.00825952167420319,0.166666666666667,2.58779431819153,0.0427135709129692,0.0555885854847728,0.975900072948533,0.176176936435072,0.166666666666667,1.15905370976319,0.102442487456012,0.12496840146758,0.939411192283174,-0.0696213771913907,0.166666666666667,2.83774822502999,0.0838967864116311,0.10663615887689,0.987951807228916,0.0768174355498383,0.166666666666667,1.16863605155265,0.0555634066871416,0.0690260966401048,0.938340808209332,0.00558187652623943,0.166666666666667,3.8101151511375,0.0646348562932778,0.0732263649493885,0.95068973677523,0.0349126140305915,0.166666666666667,1.33287577622153,0.0358567757361561,0.0411814417549185,1,0.958923944520652,0.4475,0.484510061815026,NA,0.975385058945605,0.47,0.515048541401682,NA,0.5,0.83,0.873255403647753,NA,0.972336534064929,0.2275,0.281735691739616,-0.253489700209791,0.437204694406341,0.8275,0.847407812095215,NA,0.5,0.615,0.721785979359533,-0.248921944093507
"3",NA,"7pjw0pz87exlgmd",3,1,0.00825952167420319,0.166666666666667,2.58779431819153,0.0427135709129692,0.0555885854847728,0.975900072948533,0.176176936435072,0.166666666666667,1.15905370976319,0.102442487456012,0.12496840146758,0.939411192283174,-0.0696213771913907,0.166666666666667,2.83774822502999,0.0838967864116311,0.10663615887689,0.987951807228916,0.0768174355498383,0.166666666666667,1.16863605155265,0.0555634066871416,0.0690260966401048,0.938340808209332,0.00558187652623943,0.166666666666667,3.8101151511375,0.0646348562932778,0.0732263649493885,0.95068973677523,0.0349126140305915,0.166666666666667,1.33287577622153,0.0358567757361561,0.0411814417549185,1,0.977383190231798,0.38625,0.45247928129363,0.0824786098842323,0.510973936899863,0.345,0.399562260480141,0.329292779969071,0.5,0.73625,0.809173961518782,-0.0878749550327493,0.976756591982929,0.21,0.273861278752583,-0.190117275157343,0.850251486053955,0.64,0.728422954058973,0.129913960492326,0.5,0.67625,0.75049150561482,NA
"4",NA,"7pjw0pz87exlgmd",4,1,0.00825952167420319,0.166666666666667,2.58779431819153,0.0427135709129692,0.0555885854847728,0.975900072948533,0.176176936435072,0.166666666666667,1.15905370976319,0.102442487456012,0.12496840146758,0.939411192283174,-0.0696213771913907,0.166666666666667,2.83774822502999,0.0838967864116311,0.10663615887689,0.987951807228916,0.0768174355498383,0.166666666666667,1.16863605155265,0.0555634066871416,0.0690260966401048,0.938340808209332,0.00558187652623943,0.166666666666667,3.8101151511375,0.0646348562932778,0.0732263649493885,0.95068973677523,0.0349126140305915,0.166666666666667,1.33287577622153,0.0358567757361561,0.0411814417549185,1,0.787608596250571,0.4475,0.484510061815026,NA,0.849794238683128,0.49125,0.520180257218592,-0.580817869551516,0.5,0.83,0.873255403647753,NA,0.936213991769547,0.22125,0.278948920055268,-0.0829739813645022,0.298811156835848,0.8275,0.847407812095215,NA,0.5,0.615,0.691447756522501,0.331895925458009
"5",NA,"7pjw0pz87exlgmd",5,1,0.00825952167420319,0.166666666666667,2.58779431819153,0.0427135709129692,0.0555885854847728,0.975900072948533,0.176176936435072,0.166666666666667,1.15905370976319,0.102442487456012,0.12496840146758,0.939411192283174,-0.0696213771913907,0.166666666666667,2.83774822502999,0.0838967864116311,0.10663615887689,0.987951807228916,0.0768174355498383,0.166666666666667,1.16863605155265,0.0555634066871416,0.0690260966401048,0.938340808209332,0.00558187652623943,0.166666666666667,3.8101151511375,0.0646348562932778,0.0732263649493885,0.95068973677523,0.0349126140305915,0.166666666666667,1.33287577622153,0.0358567757361561,0.0411814417549185,1,0.877686328303612,0.38625,0.406862999054964,0.577350269189626,0.849794238683128,0.49125,0.520180257218592,-0.580817869551516,0.5,0.83,0.873255403647753,NA,0.868998628257887,0.2275,0.281735691739616,NA,0.91655235482396,0.73375,0.804852470953528,-0.255145953337537,0.5,0.67625,0.75049150561482,NA
"6",NA,"7pjw0pz87exlgmd",6,1,0.00825952167420319,0.166666666666667,2.58779431819153,0.0427135709129692,0.0555885854847728,0.975900072948533,0.176176936435072,0.166666666666667,1.15905370976319,0.102442487456012,0.12496840146758,0.939411192283174,-0.0696213771913907,0.166666666666667,2.83774822502999,0.0838967864116311,0.10663615887689,0.987951807228916,0.0768174355498383,0.166666666666667,1.16863605155265,0.0555634066871416,0.0690260966401048,0.938340808209332,0.00558187652623943,0.166666666666667,3.8101151511375,0.0646348562932778,0.0732263649493885,0.95068973677523,0.0349126140305915,0.166666666666667,1.33287577622153,0.0358567757361561,0.0411814417549185,1,0.919753086419753,0.26625,0.313308952952194,0.619779786800912,0.932098765432099,0.43875,0.492404813136509,0.0829739813645022,0.5,0.83,0.873255403647753,NA,0.878600823045267,0.2275,0.281735691739616,NA,0.845662146949983,0.64,0.728422954058973,0.129913960492326,0.5,0.67625,0.75049150561482,NA
"7",NA,"7pjw0pz87exlgmd",7,1,0.00825952167420319,0.166666666666667,2.58779431819153,0.0427135709129692,0.0555885854847728,0.975900072948533,0.176176936435072,0.166666666666667,1.15905370976319,0.102442487456012,0.12496840146758,0.939411192283174,-0.0696213771913907,0.166666666666667,2.83774822502999,0.0838967864116311,0.10663615887689,0.987951807228916,0.0768174355498383,0.166666666666667,1.16863605155265,0.0555634066871416,0.0690260966401048,0.938340808209332,0.00558187652623943,0.166666666666667,3.8101151511375,0.0646348562932778,0.0732263649493885,0.95068973677523,0.0349126140305915,0.166666666666667,1.33287577622153,0.0358567757361561,0.0411814417549185,1,0.944446326120868,0.38625,0.442902359442801,0.412393049421161,0.791266575217193,0.43875,0.471659305007333,0.580817869551516,0.5,0.82,0.868950516427719,-0.805387266256829,0.912894375857339,0.19,0.239791576165636,0.253489700209791,0.542524005486968,0.8275,0.847407812095215,NA,0.5,0.67625,0.742285322500721,-0.633724250524478
"8",NA,"7pjw0pz87exlgmd",8,1,0.00825952167420319,0.166666666666667,2.58779431819153,0.0427135709129692,0.0555885854847728,0.975900072948533,0.176176936435072,0.166666666666667,1.15905370976319,0.102442487456012,0.12496840146758,0.939411192283174,-0.0696213771913907,0.166666666666667,2.83774822502999,0.0838967864116311,0.10663615887689,0.987951807228916,0.0768174355498383,0.166666666666667,1.16863605155265,0.0555634066871416,0.0690260966401048,0.938340808209332,0.00558187652623943,0.166666666666667,3.8101151511375,0.0646348562932778,0.0732263649493885,0.95068973677523,0.0349126140305915,0.166666666666667,1.33287577622153,0.0358567757361561,0.0411814417549185,1,0.989712489108959,0.4475,0.484510061815026,NA,0.788065843620219,0.49125,0.520180257218592,-0.580817869551516,0.5,0.83,0.873255403647753,NA,0.896128638926993,0.24125,0.287771610830533,-0.497843888187013,0.71810511420835,0.64,0.710176034515387,0.324784901230815,0.5,0.67625,0.75049150561482,NA
"9",NA,"7pjw0pz87exlgmd",9,1,0.00825952167420319,0.166666666666667,2.58779431819153,0.0427135709129692,0.0555885854847728,0.975900072948533,0.176176936435072,0.166666666666667,1.15905370976319,0.102442487456012,0.12496840146758,0.939411192283174,-0.0696213771913907,0.166666666666667,2.83774822502999,0.0838967864116311,0.10663615887689,0.987951807228916,0.0768174355498383,0.166666666666667,1.16863605155265,0.0555634066871416,0.0690260966401048,0.938340808209332,0.00558187652623943,0.166666666666667,3.8101151511375,0.0646348562932778,0.0732263649493885,0.95068973677523,0.0349126140305915,0.166666666666667,1.33287577622153,0.0358567757361561,0.0411814417549185,1,0.900548696844993,0.38625,0.406862999054964,0.577350269189626,0.870438110721997,0.47,0.515048541401682,NA,0.5,0.83,0.873255403647753,NA,0.917009602194787,0.23125,0.283394601218866,-0.453456161012109,0.397576588934614,0.8275,0.847407812095215,NA,0.5,0.65,0.741872630577514,-0.414869906822511
"10",NA,"7pjw0pz87exlgmd",10,1,0.00825952167420319,0.166666666666667,2.58779431819153,0.0427135709129692,0.0555885854847728,0.975900072948533,0.176176936435072,0.166666666666667,1.15905370976319,0.102442487456012,0.12496840146758,0.939411192283174,-0.0696213771913907,0.166666666666667,2.83774822502999,0.0838967864116311,0.10663615887689,0.987951807228916,0.0768174355498383,0.166666666666667,1.16863605155265,0.0555634066871416,0.0690260966401048,0.938340808209332,0.00558187652623943,0.166666666666667,3.8101151511375,0.0646348562932778,0.0732263649493885,0.95068973677523,0.0349126140305915,0.166666666666667,1.33287577622153,0.0358567757361561,0.0411814417549185,1,0.970050297210791,0.44375,0.482610091067313,-0.412393049421161,0.993827114032681,0.49125,0.520180257218592,-0.580817869551516,0.5,0.73625,0.803360130949999,0.351499820130997,0.92021033293019,0.19,0.264575131106459,0.126744850104896,0.95679012345679,0.8275,0.847407812095215,NA,0.5,0.67625,0.75049150561482,NA
