"","sub","model","rr","pu","omega","lambda","offset","bestfit"
"219","ajztaxb5eyxtfch","value_alt_offset",2,1,0.166666666666667,1.65833597951783,0.0355555536971097,"value_alt_offset"
"220","ajztaxb5eyxtfch","value_alt_offset",2,2,0.388888888888889,0.714779968695844,0.369166660346851,"value_alt_offset"
"221","ajztaxb5eyxtfch","value_alt_offset",3,1,0.166666666666667,1.96534885640644,-0.0769596674607327,"value_alt_offset"
"222","ajztaxb5eyxtfch","value_alt_offset",3,2,0.166666666666667,3.15106312046407,0.00472222830734159,"value_alt_offset"
"223","as5hvtlqa9ouc2z","value_alt_offset",1,1,0.166666666666667,1.28174697974393,0.0486111151654407,"value_alt_offset"
"224","as5hvtlqa9ouc2z","value_alt_offset",1,2,0.166666666666667,1.52732400951987,0.0997222219705578,"value_alt_offset"
"225","as5hvtlqa9ouc2z","value_alt_offset",2,1,0.166666666666667,3.42828215348552,-0.00555555886806314,"value_alt_offset"
"226","as5hvtlqa9ouc2z","value_alt_offset",2,2,0.166666666666667,3.09220526279394,0.00889071202426739,"value_alt_offset"
"227","as5hvtlqa9ouc2z","value_alt_offset",3,1,0.166666666666667,2.41426611796975,-0.0370370370353322,"value_alt_offset"
"228","as5hvtlqa9ouc2z","value_alt_offset",3,2,0.166666666666667,3.39019237656616,-0.150783439850545,"value_alt_offset"
"229","au7m9jjmgy8d4gj","value_alt_offset",1,1,0.5,0.605261058659475,-0.00289590001563389,"value_alt_offset"
"230","au7m9jjmgy8d4gj","value_alt_offset",1,2,0.5,1.41598033267858,-0.176954732542417,"value_alt_offset"
"231","au7m9jjmgy8d4gj","value_alt_offset",2,1,0.5,1.13492518703533,0.0329324736282519,"value_alt_offset"
"232","au7m9jjmgy8d4gj","value_alt_offset",2,2,0.5,0.841335162322744,0.01234567901235,"value_alt_offset"
"233","au7m9jjmgy8d4gj","value_alt_offset",3,1,0.5,0.479334563742874,0.0123456790127243,"perc_offset"
"234","au7m9jjmgy8d4gj","value_alt_offset",3,2,0.5,0.98765432097374,0.0370370370382029,"value_alt_offset"
"235","b3jqszmpuje1kzj","value_alt_offset",1,1,0.166666666666667,3.33333333333336,-0.00611110741286258,"value_alt_offset"
"236","b3jqszmpuje1kzj","value_alt_offset",1,2,0.166666666666667,1.39585742198575,0.0361111205969282,"value_alt_offset"
"237","b3jqszmpuje1kzj","value_alt_offset",2,1,0.166666666666667,3.2501338497107,-0.0236111088418282,"value_alt_offset"
"238","b3jqszmpuje1kzj","value_alt_offset",2,2,0.166666666666667,3.11607718041985,-0.00194444542230188,"value_alt_offset"
"239","b3jqszmpuje1kzj","value_alt_offset",3,1,0.166666666666667,2.22577859066396,-0.00452166844520863,"value_alt_offset"
"240","b3jqszmpuje1kzj","value_alt_offset",3,2,0.166666666666667,5.16515750151768,-0.021388884262133,"value_alt_offset"
"241","bdov3ye1qvundbp","value_alt_offset",1,1,0.166666666666667,1.44441497163468,0.03898873815112,"value_alt_offset"
"242","bdov3ye1qvundbp","value_alt_offset",1,2,0.166666666666667,2.02538915022534,0.0983333383376552,"value_alt_offset"
"243","bdov3ye1qvundbp","value_alt_offset",2,1,0.166666666666667,1.91592293407783,-0.0544801774831735,"value_alt_offset"
"244","bdov3ye1qvundbp","value_alt_offset",2,2,0.166666666666667,0.538737627228083,0.119341563786004,"value_alt_offset"
"245","bdov3ye1qvundbp","value_alt_offset",3,1,0.166666666666667,0.941910766559941,0.0452674897119383,"value_alt_offset"
"246","bdov3ye1qvundbp","value_alt_offset",3,2,0.166666666666667,0.769237689016968,0.0370370370370361,"value_alt_offset"
"247","brsvshywlogvxcq","value_alt_offset",1,1,0.5,5,-0.666666666666667,"perc_offset"
"248","brsvshywlogvxcq","value_alt_offset",1,2,0.5,1.358024691358,-0.00265504542962403,"value_alt_offset"
"249","brsvshywlogvxcq","value_alt_offset",2,1,0.5,0.571559213533867,-0.0123456790119523,"perc_offset"
"250","brsvshywlogvxcq","value_alt_offset",2,2,0.5,0.658436213991778,-0.0123456790123475,"perc_offset"
"251","brsvshywlogvxcq","value_alt_offset",3,1,0.5,0.808292922046205,-0.111111111111067,"perc_offset"
"252","brsvshywlogvxcq","value_alt_offset",3,2,0.5,1.15429558502662,-0.144032921810714,"value_alt_offset"
"253","bx1xq7e3jhb986v","value_alt_offset",1,1,0.166666666666667,1.89439241586191,0.038055555703973,"value_alt_offset"
"254","bx1xq7e3jhb986v","value_alt_offset",1,2,0.5,3.33333333333332,-0.0992106692632775,"value_alt_offset"
"255","bx1xq7e3jhb986v","value_alt_offset",2,1,0.166666666666667,1.63898882115023,0.175277766478685,"value_alt_offset"
"256","bx1xq7e3jhb986v","value_alt_offset",2,2,0.166666666666667,2.22714374007166,0.0580555579926147,"value_alt_offset"
"257","bx1xq7e3jhb986v","value_alt_offset",3,1,0.166666666666667,2.61816457343067,-0.0964791952433597,"value_alt_offset"
"258","bx1xq7e3jhb986v","value_alt_offset",3,2,0.166666666666667,3.65683745497474,0.000277775706297723,"value_alt_offset"
"259","c2se350v0tr4hzv","value_alt_offset",1,1,0.166666666666667,1.69316732726774,-0.0175333834757512,"value_alt_offset"
"260","c2se350v0tr4hzv","value_alt_offset",1,2,0.166666666666667,3.33333333333335,-0.0119444448757975,"value_alt_offset"
"261","c2se350v0tr4hzv","value_alt_offset",2,1,0.166666666666667,3.33598559798077,-0.0380555557039731,"value_alt_offset"
"262","c2se350v0tr4hzv","value_alt_offset",2,2,0.166666666666667,2.95328413825837,-0.054722216821114,"value_alt_offset"
"263","c2se350v0tr4hzv","value_alt_offset",3,1,0.166666666666667,4.44444444444384,-0.0563888871224275,"value_alt_offset"
"264","c2se350v0tr4hzv","value_alt_offset",3,2,0.166666666666667,2.9722229920576,-0.169971671844703,"value_alt_offset"
"265","cavjhtxfs1z091j","value_alt_offset",1,1,0.5,0.905349794238887,0.00273262754964865,"perc_offset"
"266","cavjhtxfs1z091j","value_alt_offset",1,2,0.5,0.86419753086427,0.00917995518451531,"perc_offset"
"267","cavjhtxfs1z091j","value_alt_offset",2,1,0.5,0.524818371189156,0.00275331072317142,"perc_offset"
"268","cavjhtxfs1z091j","value_alt_offset",2,2,0.5,0.985283408700375,-0.0270808781277225,"value_alt_offset"
"269","cavjhtxfs1z091j","value_alt_offset",3,1,0.5,1.42556850516935,-0.223593964334312,"value_alt_offset"
"270","cavjhtxfs1z091j","value_alt_offset",3,2,0.5,1.2396484275779,-0.185185185185197,"value_alt_offset"
"271","cl4vc26ycu0woo2","value_alt_offset",1,1,0.5,1.11111111111133,0.00763716678804505,"value_alt_offset"
"272","cl4vc26ycu0woo2","value_alt_offset",1,2,0.5,1.27572016460922,0.00411522633743444,"value_alt_offset"
"273","cl4vc26ycu0woo2","value_alt_offset",2,1,0.5,0.980974369422219,-0.00411522633740047,"value_alt_offset"
"274","cl4vc26ycu0woo2","value_alt_offset",2,2,0.5,2.22222222222202,-0.0864197530864179,"value_alt_offset"
"275","cl4vc26ycu0woo2","value_alt_offset",3,1,0.5,0.732649532617512,-0.0105166895291676,"value_alt_offset"
"276","cl4vc26ycu0woo2","value_alt_offset",3,2,0.5,1.28334095414448,-0.0370370370374304,"value_alt_offset"
"277","djb1vpwld9c7hmk","value_alt_offset",1,1,0.5,1.26969767724391,0.265228579586042,"value_alt_offset"
"278","djb1vpwld9c7hmk","value_alt_offset",1,2,0.5,1.4540466392316,0.283950617284081,"value_alt_offset"
"279","djb1vpwld9c7hmk","value_alt_offset",2,1,0.5,1.24168063869832,0.11111111110757,"value_alt_offset"
"280","djb1vpwld9c7hmk","value_alt_offset",2,2,0.5,1.42661179698195,0.212620027434885,"value_alt_offset"
"281","djb1vpwld9c7hmk","value_alt_offset",3,1,0.5,1.41526528814855,0.0370370370371675,"value_alt_offset"
"282","djb1vpwld9c7hmk","value_alt_offset",3,2,0.5,1.35802469135781,0.0638622161256923,"value_alt_offset"
"283","ds2ot3x1v6q63xg","value_alt_offset",1,1,0.5,9.9999999999993,0.00304711346668207,"value_alt_offset"
"284","ds2ot3x1v6q63xg","value_alt_offset",1,2,0.462962962962963,4.88803352455975,-0.0449999999870943,"value_alt_offset"
"285","ds2ot3x1v6q63xg","value_alt_offset",2,1,0.166666666666667,9.99999999999978,-0.00388889103344203,"value_alt_offset"
"286","ds2ot3x1v6q63xg","value_alt_offset",2,2,0.5,9.99999999999978,0.010352782157913,"value_alt_offset"
"287","ds2ot3x1v6q63xg","value_alt_offset",3,1,0.166666666666667,9.24993204218479,0.0402777768420888,"value_alt_offset"
"288","ds2ot3x1v6q63xg","value_alt_offset",3,2,0.5,9.99999999999993,0.0048347260736743,"perc_offset"
"289","dtua0nm03dd9yb7","value_alt_offset",1,1,0.5,0.740740740740763,0.0288065843621386,"perc_offset"
"290","dtua0nm03dd9yb7","value_alt_offset",1,2,0.5,0.867245846675616,0.0119693437218129,"perc_offset"
"291","dtua0nm03dd9yb7","value_alt_offset",2,1,0.5,0.783401594188024,0.0020024134552159,"perc_offset"
"292","dtua0nm03dd9yb7","value_alt_offset",2,2,0.5,3.82716049382724,-0.0658756099291868,"value_alt_offset"
"293","dtua0nm03dd9yb7","value_alt_offset",3,1,0.5,0.875069835823691,0.0864197530863762,"value_alt_offset"
"294","dtua0nm03dd9yb7","value_alt_offset",3,2,0.5,2.96296296296274,-0.245135396018767,"value_alt_offset"
"295","duzv7z4jux5olpv","value_alt_offset",1,1,0.166666666666667,2.08995039753822,-0.0227777782811068,"value_alt_offset"
"296","duzv7z4jux5olpv","value_alt_offset",1,2,0.166666666666667,1.86613149156394,-0.0546640302581759,"value_alt_offset"
"297","duzv7z4jux5olpv","value_alt_offset",2,1,0.166666666666667,2.51645010012191,-0.0963888876821991,"value_alt_offset"
"298","duzv7z4jux5olpv","value_alt_offset",2,2,0.166666666666667,2.44044453753996,-0.0352777797115079,"value_alt_offset"
"299","duzv7z4jux5olpv","value_alt_offset",3,1,0.166666666666667,2.96605947264781,-0.139011243672247,"value_alt_offset"
"300","duzv7z4jux5olpv","value_alt_offset",3,2,0.166666666666667,4.36828383212673,-0.117500004140794,"value_alt_offset"
"301","dvywvnh6comawyk","value_alt_offset",1,1,0.5,2.22222222222223,0.0852668172033473,"value_alt_offset"
"302","dvywvnh6comawyk","value_alt_offset",1,2,0.166666666666667,9.99999999999425,0.0522222194595694,"value_alt_offset"
"303","dvywvnh6comawyk","value_alt_offset",2,1,0.5,3.45679012345678,-0.00532780174038638,"value_alt_offset"
"304","dvywvnh6comawyk","value_alt_offset",2,2,0.166666666666667,9.99999999999993,0.0261111125836087,"perc_offset"
"305","dvywvnh6comawyk","value_alt_offset",3,1,0.5,3.33333333333331,-0.0919067215299849,"value_alt_offset"
"306","dvywvnh6comawyk","value_alt_offset",3,2,0.5,9.99999999999999,-0.00989382557786034,"perc_offset"
"307","fehlcunq37bd57x","value_alt_offset",1,1,0.5,1.16648884829779,0.00685871054943199,"value_alt_offset"
"308","fehlcunq37bd57x","value_alt_offset",1,2,0.5,1.35802469135787,0.111111111111154,"value_alt_offset"
"309","fehlcunq37bd57x","value_alt_offset",2,1,0.5,0.946502057611202,0.410150891632503,"value_alt_offset"
"310","fehlcunq37bd57x","value_alt_offset",2,2,0.5,1.7969821673427,-0.22633744855954,"value_alt_offset"
"311","fehlcunq37bd57x","value_alt_offset",3,1,0.5,0.872751295123775,-0.0370370370405777,"value_alt_offset"
"312","fehlcunq37bd57x","value_alt_offset",3,2,0.5,1.15598909381787,0.0370370370370365,"value_alt_offset"
"313","fq39wkqs1solhdu","value_alt_offset",1,1,0.5,4.35299497029794,0.370466334943827,"perc_offset"
"314","fq39wkqs1solhdu","value_alt_offset",1,2,0.5,1.60493827159904,0.384662563836727,"perc_offset"
"315","fq39wkqs1solhdu","value_alt_offset",2,1,0.5,2.36639766502123,-0.121952077070796,"value_alt_offset"
"316","fq39wkqs1solhdu","value_alt_offset",2,2,0.5,5.92592592592591,-0.238944677957,"perc_offset"
"317","fq39wkqs1solhdu","value_alt_offset",3,1,0.5,1.58207591596943,0.27108872912501,"value_alt_offset"
"318","fq39wkqs1solhdu","value_alt_offset",3,2,0.5,2.94721333129391,0.333333333333334,"value_alt_offset"
"319","fqnkabfbs65dy5r","value_alt_offset",1,1,0.166666666666667,2.12221557285784,-0.00888888457611992,"value_alt_offset"
"320","fqnkabfbs65dy5r","value_alt_offset",1,2,0.166666666666667,1.77889642958359,0.00916666484765538,"value_alt_offset"
"321","fqnkabfbs65dy5r","value_alt_offset",2,1,0.166666666666667,2.72213343113538,-0.174999997464235,"value_alt_offset"
"322","fqnkabfbs65dy5r","value_alt_offset",2,2,0.166666666666667,1.862280143601,-0.065025958569441,"value_alt_offset"
"323","fqnkabfbs65dy5r","value_alt_offset",3,1,0.166666666666667,2.33206696768172,-0.120512702219761,"value_alt_offset"
"324","fqnkabfbs65dy5r","value_alt_offset",3,2,0.166666666666667,1.01068367863219,0.176388890527218,"value_alt_offset"
"325","fwexbmobod79xhj","value_alt_offset",1,1,0.166666666666667,9.99999999999978,0.138333328766277,"value_alt_offset"
"326","fwexbmobod79xhj","value_alt_offset",1,2,0.166666666666667,9.99999999999935,0.190833328168314,"perc_offset"
"327","fwexbmobod79xhj","value_alt_offset",2,1,0.5,9.99999999999935,0.0178527848633563,"value_alt_offset"
"328","fwexbmobod79xhj","value_alt_offset",2,2,0.5,4.81481481481479,-0.0823994776676489,"value_alt_offset"
"329","fwexbmobod79xhj","value_alt_offset",3,1,0.5,0.246913580251067,0.499318082729945,"perc_offset"
"330","fwexbmobod79xhj","value_alt_offset",3,2,0.5,6.62551440329278,-0.218741569947006,"value_alt_offset"
"331","g35rvb9r3l07tgx","value_alt_offset",1,1,0.5,1.358024691358,-0.00685871056239951,"value_alt_offset"
"332","g35rvb9r3l07tgx","value_alt_offset",1,2,0.388888888888889,4.04759951058414,-0.135833332242787,"value_alt_offset"
"333","g35rvb9r3l07tgx","value_alt_offset",2,1,0.5,1.48148148148155,0.0827617741189104,"value_alt_offset"
"334","g35rvb9r3l07tgx","value_alt_offset",2,2,0.5,3.25102880658385,-0.0666799731469124,"value_alt_offset"
"335","g35rvb9r3l07tgx","value_alt_offset",3,1,0.5,4.44444444444445,-0.136045414754247,"value_alt_offset"
"336","g35rvb9r3l07tgx","value_alt_offset",3,2,0.5,2.34567901234565,-0.00380663137306159,"value_alt_offset"
"337","gg80fe1zyat447z","value_alt_offset",1,1,0.166666666666667,1.9956240495155,0.243055549909236,"value_alt_offset"
"338","gg80fe1zyat447z","value_alt_offset",1,2,0.166666666666667,0.937743473345314,0.233055546470537,"value_alt_offset"
"339","gg80fe1zyat447z","value_alt_offset",2,1,0.166666666666667,2.72921891109238,0.0122222238120342,"value_alt_offset"
"340","gg80fe1zyat447z","value_alt_offset",2,2,0.166666666666667,2.67376404813737,0.00944444628998475,"value_alt_offset"
"341","gg80fe1zyat447z","value_alt_offset",3,1,0.5,1.35802469088003,0.211028129467647,"value_alt_offset"
"342","gg80fe1zyat447z","value_alt_offset",3,2,0.5,4.07407407407408,-0.0617283950617288,"value_alt_offset"
"343","ggkxy092ul5l6n0","value_alt_offset",1,1,0.5,5,-0.666666666666667,"perc_offset"
"344","ggkxy092ul5l6n0","value_alt_offset",1,2,0.5,1.14311842707101,0.181222374634735,"perc_offset"
"345","ggkxy092ul5l6n0","value_alt_offset",2,1,0.5,0.855800337870345,0.0457071334140307,"value_alt_offset"
"346","ggkxy092ul5l6n0","value_alt_offset",2,2,0.5,0.946502057613161,-0.0123456790122145,"value_alt_offset"
"347","ggkxy092ul5l6n0","value_alt_offset",3,1,0.5,0.534979423868531,-0.037037037037314,"perc_offset"
"348","ggkxy092ul5l6n0","value_alt_offset",3,2,0.5,0.905349794238707,-0.0370370370371682,"value_alt_offset"
"349","ghbypuj01msjo4h","value_alt_offset",1,1,0.388888888888889,3.61493391486582,-0.291944436171062,"value_alt_offset"
"350","ghbypuj01msjo4h","value_alt_offset",1,2,0.166666666666667,4.53891459433542,-0.140833336256514,"value_alt_offset"
"351","ghbypuj01msjo4h","value_alt_offset",2,1,0.388888888888889,5.21293885844707,-0.164444457143824,"value_alt_offset"
"352","ghbypuj01msjo4h","value_alt_offset",2,2,0.166666666666667,2.50376618998761,0.0816666668344432,"value_alt_offset"
"353","ghbypuj01msjo4h","value_alt_offset",3,1,0.388888888888889,3.82446508914504,-0.273055553342198,"value_alt_offset"
"354","ghbypuj01msjo4h","value_alt_offset",3,2,0.5,7.77777777777755,-0.23712085489422,"perc_offset"
"355","gnd1v5zo5x7qjad","value_alt_offset",1,1,0.166666666666667,2.60160345801662,-0.0216666651308677,"value_alt_offset"
"356","gnd1v5zo5x7qjad","value_alt_offset",1,2,0.166666666666667,3.37992680350987,0.0349999965483956,"value_alt_offset"
"357","gnd1v5zo5x7qjad","value_alt_offset",2,1,0.166666666666667,3.41787853824538,-0.0444444434119746,"value_alt_offset"
"358","gnd1v5zo5x7qjad","value_alt_offset",2,2,0.166666666666667,4.11522633760789,0.00750000429980702,"value_alt_offset"
"359","gnd1v5zo5x7qjad","value_alt_offset",3,1,0.166666666666667,3.47977936964506,-0.0408333334172216,"value_alt_offset"
"360","gnd1v5zo5x7qjad","value_alt_offset",3,2,0.166666666666667,4.48856254214857,-0.0438888885647196,"value_alt_offset"
"361","gs1p8zvs22f3u03","value_alt_offset",1,1,0.166666666666667,1.72839506172847,-0.0855944582964194,"value_alt_offset"
"362","gs1p8zvs22f3u03","value_alt_offset",1,2,0.166666666666667,1.20974816331926,0.13722223142411,"value_alt_offset"
"363","gs1p8zvs22f3u03","value_alt_offset",2,1,0.166666666666667,0.695047318577943,0.204166687714262,"value_alt_offset"
"364","gs1p8zvs22f3u03","value_alt_offset",2,2,0.166666666666667,1.68724279835329,-0.104845128633692,"value_alt_offset"
"365","gs1p8zvs22f3u03","value_alt_offset",3,1,0.166666666666667,2.3059633653749,-0.150249802038162,"value_alt_offset"
"366","gs1p8zvs22f3u03","value_alt_offset",3,2,0.166666666666667,1.67352537722318,-0.0399388531709943,"value_alt_offset"
"367","gstz99vr89krpfz","value_alt_offset",1,1,0.166666666666667,0.944549799000738,0.321666652978102,"value_alt_offset"
"368","gstz99vr89krpfz","value_alt_offset",1,2,0.166666666666667,3.63414211425632,0.00527777857266032,"value_alt_offset"
"369","gstz99vr89krpfz","value_alt_offset",2,1,0.166666666666667,2.26516707277198,0.0588888879797449,"value_alt_offset"
"370","gstz99vr89krpfz","value_alt_offset",2,2,0.166666666666667,2.96469615730623,0.0116666674281127,"value_alt_offset"
"371","gstz99vr89krpfz","value_alt_offset",3,1,0.5,3.69862317735527,-0.0091957526794969,"value_alt_offset"
"372","gstz99vr89krpfz","value_alt_offset",3,2,0.388888888888889,4.54088001277896,-0.145277778532771,"value_alt_offset"
"373","h9du65sl07e0gv9","value_alt_offset",1,1,0.166666666666667,0.0617283950617287,0.0736111679069233,"value_alt_offset"
"374","h9du65sl07e0gv9","value_alt_offset",1,2,0.5,1.60493827160558,-0.415637860082698,"value_alt_offset"
"375","h9du65sl07e0gv9","value_alt_offset",2,1,0.5,0.750949881743515,-0.0370370370371779,"perc_offset"
"376","h9du65sl07e0gv9","value_alt_offset",2,2,0.5,2.3456790123459,-0.243712848653612,"perc_offset"
"377","h9du65sl07e0gv9","value_alt_offset",3,1,0.5,0.323121475371081,0.00416965038668726,"perc_offset"
"378","h9du65sl07e0gv9","value_alt_offset",3,2,0.5,1.30302956063715,-0.259259259259128,"perc_offset"
"379","hd4d44n06f6cawh","value_alt_offset",1,1,0.166666666666667,2.99780621964785,-0.020833332849363,"value_alt_offset"
"380","hd4d44n06f6cawh","value_alt_offset",1,2,0.166666666666667,1.28303122605372,0.0111111108529933,"value_alt_offset"
"381","hd4d44n06f6cawh","value_alt_offset",2,1,0.166666666666667,2.78142430569703,-0.0272222203661663,"value_alt_offset"
"382","hd4d44n06f6cawh","value_alt_offset",2,2,0.166666666666667,3.25776276036124,-0.0716666656688778,"value_alt_offset"
"383","hd4d44n06f6cawh","value_alt_offset",3,1,0.166666666666667,5.45241061066783,-0.0230555557082751,"value_alt_offset"
"384","hd4d44n06f6cawh","value_alt_offset",3,2,0.166666666666667,6.66666666666688,-0.0200000005630503,"value_alt_offset"
"385","hd9k76vgdu5mql0","value_alt_offset",1,1,0.166666666666667,2.48652733232186,-0.047499996831608,"value_alt_offset"
"386","hd9k76vgdu5mql0","value_alt_offset",1,2,0.5,3.33333333333333,-0.1358024691358,"value_alt_offset"
"387","hd9k76vgdu5mql0","value_alt_offset",2,1,0.5,2.20850480109149,-0.0754458161861667,"value_alt_offset"
"388","hd9k76vgdu5mql0","value_alt_offset",2,2,0.5,3.12909617439186,-0.0699588478348472,"value_alt_offset"
"389","hd9k76vgdu5mql0","value_alt_offset",3,1,0.5,1.95651069448675,-0.0781893004114789,"value_alt_offset"
"390","hd9k76vgdu5mql0","value_alt_offset",3,2,0.166666666666667,2.69647715594446,-0.0244272728694016,"value_alt_offset"
"391","hjgqzm1pq2mo1u7","value_alt_offset",1,1,0.5,1.37174211248263,-0.000737825882070164,"perc_offset"
"392","hjgqzm1pq2mo1u7","value_alt_offset",1,2,0.5,1.64609053498008,0.00269165530916249,"perc_offset"
"393","hjgqzm1pq2mo1u7","value_alt_offset",2,1,0.166666666666667,0.0617283950617287,-0.690000025040263,"value_alt_offset"
"394","hjgqzm1pq2mo1u7","value_alt_offset",2,2,0.5,1.358024691358,0.0206325819905304,"value_alt_offset"
"395","hjgqzm1pq2mo1u7","value_alt_offset",3,1,0.5,1.54397196207439,-0.0370370370374599,"value_alt_offset"
"396","hjgqzm1pq2mo1u7","value_alt_offset",3,2,0.166666666666667,1.48148148148155,-0.689986282577666,"value_alt_offset"
"397","hkdemly7qs0y8be","value_alt_offset",1,1,0.166666666666667,2.41131036739429,0.00805555685976578,"value_alt_offset"
"398","hkdemly7qs0y8be","value_alt_offset",1,2,0.166666666666667,4.63416578588992,0.0225000008539389,"value_alt_offset"
"399","hkdemly7qs0y8be","value_alt_offset",2,1,0.166666666666667,6.03698710162952,-0.00916666542124978,"value_alt_offset"
"400","hkdemly7qs0y8be","value_alt_offset",2,2,0.166666666666667,6.03844751311884,0.0699999994063294,"value_alt_offset"
"401","hkdemly7qs0y8be","value_alt_offset",3,1,0.166666666666667,3.93725215436626,-0.00805555749709275,"value_alt_offset"
"402","hkdemly7qs0y8be","value_alt_offset",3,2,0.166666666666667,3.80860268595655,-0.100555554252062,"value_alt_offset"
"403","hm4cdxlz8t0281v","value_alt_offset",1,1,0.166666666666667,1.35726935787677,0.105833340855307,"value_alt_offset"
"404","hm4cdxlz8t0281v","value_alt_offset",1,2,0.166666666666667,1.58046791864147,0.0980555574075486,"value_alt_offset"
"405","hm4cdxlz8t0281v","value_alt_offset",2,1,0.166666666666667,3.90872266180016,-0.151111114828003,"value_alt_offset"
"406","hm4cdxlz8t0281v","value_alt_offset",2,2,0.166666666666667,1.9791229084944,0.0344444508715698,"value_alt_offset"
"407","hm4cdxlz8t0281v","value_alt_offset",3,1,0.166666666666667,2.59595383712398,-0.0729292714304534,"value_alt_offset"
"408","hm4cdxlz8t0281v","value_alt_offset",3,2,0.166666666666667,4.92348618402575,-0.114999999393424,"value_alt_offset"
"409","hmfoy1dyl3p0oyx","value_alt_offset",1,1,0.166666666666667,1.69486358786705,0.0574607529341344,"value_alt_offset"
"410","hmfoy1dyl3p0oyx","value_alt_offset",1,2,0.166666666666667,1.87048463042097,0.000457247370784897,"value_alt_offset"
"411","hmfoy1dyl3p0oyx","value_alt_offset",2,1,0.166666666666667,1.94254771331931,0.100355872275797,"value_alt_offset"
"412","hmfoy1dyl3p0oyx","value_alt_offset",2,2,0.166666666666667,1.64846144727899,0.382716049382715,"value_alt_offset"
"413","hmfoy1dyl3p0oyx","value_alt_offset",3,1,0.166666666666667,1.80155464106074,0.111111111111125,"value_alt_offset"
"414","hmfoy1dyl3p0oyx","value_alt_offset",3,2,0.166666666666667,1.28943758573394,0.190672153635112,"value_alt_offset"
"415","hvawyrkxreuq7d8","value_alt_offset",1,1,0.166666666666667,1.19093235412234,0.043611116356552,"value_alt_offset"
"416","hvawyrkxreuq7d8","value_alt_offset",1,2,0.166666666666667,8.41256517798675,0.136111113685117,"value_alt_offset"
"417","hvawyrkxreuq7d8","value_alt_offset",2,1,0.166666666666667,2.37041426841005,-0.0205555577165725,"value_alt_offset"
"418","hvawyrkxreuq7d8","value_alt_offset",2,2,0.166666666666667,1.99067810626387,-0.0544444405411447,"value_alt_offset"
"419","hvawyrkxreuq7d8","value_alt_offset",3,1,0.5,4.69135802469129,-0.08016702149065,"value_alt_offset"
"420","hvawyrkxreuq7d8","value_alt_offset",3,2,0.5,9.99999999999993,-0.0588223309639607,"value_alt_offset"
"421","jdewbyn3agn01fj","value_alt_offset",1,1,0.166666666666667,3.76763930403074,0.195000017151907,"value_alt_offset"
"422","jdewbyn3agn01fj","value_alt_offset",1,2,0.166666666666667,1.06092591040016,0.113333345155114,"value_alt_offset"
"423","jdewbyn3agn01fj","value_alt_offset",2,1,0.166666666666667,2.14779067006615,0.0316666679888902,"value_alt_offset"
"424","jdewbyn3agn01fj","value_alt_offset",2,2,0.388888888888889,5.55555555555577,-0.218888892847559,"value_alt_offset"
"425","jdewbyn3agn01fj","value_alt_offset",3,1,0.5,1.90480536252692,0.0186389728482033,"value_alt_offset"
"426","jdewbyn3agn01fj","value_alt_offset",3,2,0.166666666666667,2.83290148858832,-0.0760554793472087,"value_alt_offset"
"427","je7gumyhw5zyax5","value_alt_offset",1,1,0.166666666666667,1.37812939728262,0.090277791167622,"value_alt_offset"
"428","je7gumyhw5zyax5","value_alt_offset",1,2,0.166666666666667,1.83587841943013,0.00388889086345845,"value_alt_offset"
"429","je7gumyhw5zyax5","value_alt_offset",2,1,0.166666666666667,2.39782177867419,-0.0188888874813521,"value_alt_offset"
"430","je7gumyhw5zyax5","value_alt_offset",2,2,0.166666666666667,2.42366333650464,-0.0591666642597211,"value_alt_offset"
"431","je7gumyhw5zyax5","value_alt_offset",3,1,0.166666666666667,3.27389117507204,-0.111111111111106,"value_alt_offset"
"432","je7gumyhw5zyax5","value_alt_offset",3,2,0.166666666666667,2.77919925654732,-0.0684275873248362,"value_alt_offset"
"433","jk1c41xga9cmsrf","value_alt_offset",1,1,0.166666666666667,2.32893801597571,-0.0202777765291745,"value_alt_offset"
"434","jk1c41xga9cmsrf","value_alt_offset",1,2,0.166666666666667,2.54994168622816,-0.0216666668516509,"value_alt_offset"
"435","jk1c41xga9cmsrf","value_alt_offset",2,1,0.166666666666667,2.64108311439013,-0.0180555551361136,"value_alt_offset"
"436","jk1c41xga9cmsrf","value_alt_offset",2,2,0.166666666666667,4.44444444444507,-0.0272222203686141,"value_alt_offset"
"437","jk1c41xga9cmsrf","value_alt_offset",3,1,0.166666666666667,4.81481481481533,-0.0427777790669156,"value_alt_offset"
"438","jk1c41xga9cmsrf","value_alt_offset",3,2,0.166666666666667,4.07407407407405,-0.0325000001077649,"value_alt_offset"
"439","jvcerddevc3rwm0","value_alt_offset",1,1,0.166666666666667,4.1823260281931,-0.0108333351466086,"value_alt_offset"
"440","jvcerddevc3rwm0","value_alt_offset",1,2,0.166666666666667,3.08498143119537,0.0013888888566238,"value_alt_offset"
"441","jvcerddevc3rwm0","value_alt_offset",2,1,0.166666666666667,4.89072347005719,0.0174999985609952,"value_alt_offset"
"442","jvcerddevc3rwm0","value_alt_offset",2,2,0.166666666666667,4.80149617228943,-0.100277781987244,"value_alt_offset"
"443","jvcerddevc3rwm0","value_alt_offset",3,1,0.166666666666667,6.17283950617262,-0.00838260719528583,"value_alt_offset"
"444","jvcerddevc3rwm0","value_alt_offset",3,2,0.166666666666667,9.92827915459061,0.00888888971486468,"perc_offset"
