"","sub","model","rr","pu","omega","lambda","offset","bestfit"
"445","k3j8o90rkvw7tal","value_alt_offset",1,1,0.166666666666667,1.39571780624127,0.129444439372436,"value_alt_offset"
"446","k3j8o90rkvw7tal","value_alt_offset",1,2,0.166666666666667,1.87718983804184,0.122500000251665,"value_alt_offset"
"447","k3j8o90rkvw7tal","value_alt_offset",2,1,0.166666666666667,4.21393432034003,-0.117222225693902,"value_alt_offset"
"448","k3j8o90rkvw7tal","value_alt_offset",2,2,0.166666666666667,4.08268243110108,-0.0922222262746668,"value_alt_offset"
"449","k3j8o90rkvw7tal","value_alt_offset",3,1,0.166666666666667,2.88684224413565,-0.064444443979833,"value_alt_offset"
"450","k3j8o90rkvw7tal","value_alt_offset",3,2,0.166666666666667,4.59012302005535,-0.0330555568525943,"value_alt_offset"
"451","k7xa918wsdj832n","value_alt_offset",1,1,0.166666666666667,1.71034737143187,0.0641666682734476,"value_alt_offset"
"452","k7xa918wsdj832n","value_alt_offset",1,2,0.166666666666667,1.81177094389851,0.0680555539745857,"value_alt_offset"
"453","k7xa918wsdj832n","value_alt_offset",2,1,0.166666666666667,3.10349676679077,-0.11156078015275,"value_alt_offset"
"454","k7xa918wsdj832n","value_alt_offset",2,2,0.166666666666667,3.55482968532415,0.0669444442659135,"value_alt_offset"
"455","k7xa918wsdj832n","value_alt_offset",3,1,0.166666666666667,2.64746227709169,-0.0227099527510612,"value_alt_offset"
"456","k7xa918wsdj832n","value_alt_offset",3,2,0.166666666666667,4.44444444444447,0.0368459225535009,"value_alt_offset"
"457","kp5boe0z4uwwu7r","value_alt_offset",1,1,0.5,2.59259259259252,-0.0118873853979922,"value_alt_offset"
"458","kp5boe0z4uwwu7r","value_alt_offset",1,2,0.5,3.00411522633742,-0.077579637248015,"value_alt_offset"
"459","kp5boe0z4uwwu7r","value_alt_offset",2,1,0.388888888888889,9.9999999999823,-0.166666663434592,"perc_offset"
"460","kp5boe0z4uwwu7r","value_alt_offset",2,2,0.5,4.44444444444446,-0.163237311385503,"value_alt_offset"
"461","kp5boe0z4uwwu7r","value_alt_offset",3,1,0.5,3.20987654321039,-0.245541838134562,"value_alt_offset"
"462","kp5boe0z4uwwu7r","value_alt_offset",3,2,0.5,3.78143575674369,-0.271841399760134,"value_alt_offset"
"463","ktwcurcgfv59jnc","value_alt_offset",1,1,0.166666666666667,1.35497637555083,-0.0370370370370352,"value_alt_offset"
"464","ktwcurcgfv59jnc","value_alt_offset",1,2,0.166666666666667,0.615410637072597,0.185185185185186,"value_alt_offset"
"465","ktwcurcgfv59jnc","value_alt_offset",2,1,0.166666666666667,0.768887205379203,0.185185185185142,"value_alt_offset"
"466","ktwcurcgfv59jnc","value_alt_offset",2,2,0.388888888888889,0.886844975005461,0.341563786008623,"value_alt_offset"
"467","ktwcurcgfv59jnc","value_alt_offset",3,1,0.166666666666667,2.15545407083363,-0.162322816643936,"value_alt_offset"
"468","ktwcurcgfv59jnc","value_alt_offset",3,2,0.166666666666667,2.4417009602197,-0.094650205761351,"value_alt_offset"
"469","kug2nygmmndpth5","value_alt_offset",1,1,0.166666666666667,2.56157700270726,-0.108608965295184,"value_alt_offset"
"470","kug2nygmmndpth5","value_alt_offset",1,2,0.166666666666667,3.18085867936634,-0.292777776482889,"value_alt_offset"
"471","kug2nygmmndpth5","value_alt_offset",2,1,0.166666666666667,2.0987654320988,-0.0658379763861355,"value_alt_offset"
"472","kug2nygmmndpth5","value_alt_offset",2,2,0.166666666666667,2.37524475635051,0.0341666686644486,"value_alt_offset"
"473","kug2nygmmndpth5","value_alt_offset",3,1,0.166666666666667,1.69994411415712,-0.10710314031916,"value_alt_offset"
"474","kug2nygmmndpth5","value_alt_offset",3,2,0.166666666666667,1.68724279835384,-0.0352080475536244,"value_alt_offset"
"475","l7kobq2fs7s15go","value_alt_offset",1,1,0.5,1.51348879744143,0.0744955306018187,"value_alt_offset"
"476","l7kobq2fs7s15go","value_alt_offset",1,2,0.166666666666667,2.10105792399982,0.000833332281504617,"value_alt_offset"
"477","l7kobq2fs7s15go","value_alt_offset",2,1,0.5,2.2222222222222,-0.0281969212007304,"value_alt_offset"
"478","l7kobq2fs7s15go","value_alt_offset",2,2,0.5,2.96753543667729,0.00281300894811554,"value_alt_offset"
"479","l7kobq2fs7s15go","value_alt_offset",3,1,0.166666666666667,1.91840674693279,-0.0123456790123019,"value_alt_offset"
"480","l7kobq2fs7s15go","value_alt_offset",3,2,0.166666666666667,5.97568918199368,-0.405833327576597,"value_alt_offset"
"481","le6z045m543xskj","value_alt_offset",1,1,0.5,5,-0.666666666666667,"perc_offset"
"482","le6z045m543xskj","value_alt_offset",1,2,0.5,1.23456790123465,0.00411522633714312,"value_alt_offset"
"483","le6z045m543xskj","value_alt_offset",2,1,0.5,0.82304526748969,-0.00411522633744354,"value_alt_offset"
"484","le6z045m543xskj","value_alt_offset",2,2,0.5,0.878480851681498,-0.0205761316872866,"value_alt_offset"
"485","le6z045m543xskj","value_alt_offset",3,1,0.5,1.52285954606762,0.0123456790123413,"value_alt_offset"
"486","le6z045m543xskj","value_alt_offset",3,2,0.5,1.35802469135824,-0.111212721640337,"value_alt_offset"
"487","lnhuzvcq72odm0l","value_alt_offset",1,1,0.166666666666667,5.29227986958635,0.0661111135139936,"value_alt_offset"
"488","lnhuzvcq72odm0l","value_alt_offset",1,2,0.166666666666667,3.33333333333341,0.0811111095551449,"value_alt_offset"
"489","lnhuzvcq72odm0l","value_alt_offset",2,1,0.166666666666667,4.4444444444451,0.00138889209912363,"value_alt_offset"
"490","lnhuzvcq72odm0l","value_alt_offset",2,2,0.166666666666667,7.17314384216783,-0.0436111111304697,"value_alt_offset"
"491","lnhuzvcq72odm0l","value_alt_offset",3,1,0.388888888888889,4.12522163999437,-0.256944524514637,"value_alt_offset"
"492","lnhuzvcq72odm0l","value_alt_offset",3,2,0.166666666666667,8.02332822670869,0.0194444388311763,"value_alt_offset"
"493","lq01y2l4zvsfb6u","value_alt_offset",1,1,0.166666666666667,1.59943457774782,0.073619589420665,"value_alt_offset"
"494","lq01y2l4zvsfb6u","value_alt_offset",1,2,0.166666666666667,2.35412006049066,-0.0236440538096809,"value_alt_offset"
"495","lq01y2l4zvsfb6u","value_alt_offset",2,1,0.166666666666667,0.54869684501065,0.0827617741162532,"value_alt_offset"
"496","lq01y2l4zvsfb6u","value_alt_offset",2,2,0.5,1.59951904350325,0.316872427983552,"value_alt_offset"
"497","lq01y2l4zvsfb6u","value_alt_offset",3,1,0.166666666666667,2.46287840143021,-0.329285728613078,"value_alt_offset"
"498","lq01y2l4zvsfb6u","value_alt_offset",3,2,0.166666666666667,5.39819410101806,-0.0688889017431393,"value_alt_offset"
"499","lqk83qqxe3xs6ss","value_alt_offset",1,1,0.166666666666667,3.91675172433467,0.0724999962508437,"value_alt_offset"
"500","lqk83qqxe3xs6ss","value_alt_offset",1,2,0.5,3.08641975308649,0.232129248589732,"value_alt_offset"
"501","lqk83qqxe3xs6ss","value_alt_offset",2,1,0.5,1.60493827160473,0.292181069958862,"value_alt_offset"
"502","lqk83qqxe3xs6ss","value_alt_offset",2,2,0.166666666666667,3.689880906118,0.031666662833622,"value_alt_offset"
"503","lqk83qqxe3xs6ss","value_alt_offset",3,1,0.166666666666667,2.71369347995822,-0.0797222214026989,"value_alt_offset"
"504","lqk83qqxe3xs6ss","value_alt_offset",3,2,0.5,2.83950617283945,0.0209487036203249,"value_alt_offset"
"505","lucnd0k3f5h8ez4","value_alt_offset",1,1,0.166666666666667,1.95804108594783,-0.0433070074412094,"value_alt_offset"
"506","lucnd0k3f5h8ez4","value_alt_offset",1,2,0.166666666666667,2.84327361683607,-0.0450000000083385,"value_alt_offset"
"507","lucnd0k3f5h8ez4","value_alt_offset",2,1,0.166666666666667,4.44444444444466,-0.0472222262953631,"value_alt_offset"
"508","lucnd0k3f5h8ez4","value_alt_offset",2,2,0.166666666666667,5.37197095972668,-0.0424999979802307,"value_alt_offset"
"509","lucnd0k3f5h8ez4","value_alt_offset",3,1,0.166666666666667,5.41527271935274,-0.0872222222609393,"value_alt_offset"
"510","lucnd0k3f5h8ez4","value_alt_offset",3,2,0.166666666666667,5.55555555556146,-0.0488888891321589,"value_alt_offset"
"511","m603l2rxt7hfqax","value_alt_offset",1,1,0.166666666666667,1.73150345437719,0.0219444459996023,"value_alt_offset"
"512","m603l2rxt7hfqax","value_alt_offset",1,2,0.166666666666667,1.54900365987192,0.0788888885475998,"value_alt_offset"
"513","m603l2rxt7hfqax","value_alt_offset",2,1,0.166666666666667,2.00194552694413,0.1113888893987,"value_alt_offset"
"514","m603l2rxt7hfqax","value_alt_offset",2,2,0.166666666666667,3.11934912825333,-0.06555555566422,"value_alt_offset"
"515","m603l2rxt7hfqax","value_alt_offset",3,1,0.166666666666667,2.77091906721514,0.00703532668353102,"value_alt_offset"
"516","m603l2rxt7hfqax","value_alt_offset",3,2,0.166666666666667,8.41825400975704,-0.010833329984259,"perc_offset"
"517","m72afjrfmn9ycnm","value_alt_offset",1,1,0.166666666666667,0.0617283950617287,-0.436874999658821,"perc_offset"
"518","m72afjrfmn9ycnm","value_alt_offset",1,2,0.5,5,-0.666666666666667,"perc_offset"
"519","m72afjrfmn9ycnm","value_alt_offset",2,1,0.5,2.64746227709213,-0.270233196159166,"perc_offset"
"520","m72afjrfmn9ycnm","value_alt_offset",2,2,0.5,0.987654320987436,-0.111111111111096,"perc_offset"
"521","m72afjrfmn9ycnm","value_alt_offset",3,1,0.5,1.23456790128768,-0.188877034359289,"perc_offset"
"522","m72afjrfmn9ycnm","value_alt_offset",3,2,0.5,2.12162780063818,-0.26474622770906,"value_alt_offset"
"523","m8fuvpkggx3r7sw","value_alt_offset",1,1,0.5,1.48148148148151,0.242798353909412,"value_alt_offset"
"524","m8fuvpkggx3r7sw","value_alt_offset",1,2,0.166666666666667,3.6374346609251,0.107222222828798,"value_alt_offset"
"525","m8fuvpkggx3r7sw","value_alt_offset",2,1,0.5,2.79835390946505,0.150739216578801,"value_alt_offset"
"526","m8fuvpkggx3r7sw","value_alt_offset",2,2,0.5,2.59259259259252,0.0523124862430009,"value_alt_offset"
"527","m8fuvpkggx3r7sw","value_alt_offset",3,1,0.5,2.73738689394128,-0.150298904298639,"value_alt_offset"
"528","m8fuvpkggx3r7sw","value_alt_offset",3,2,0.388888888888889,6.51191028859946,-0.165555559969364,"value_alt_offset"
"529","mdtwfshb8x8v70p","value_alt_offset",1,1,0.166666666666667,3.3333333333335,0.00638888853914987,"value_alt_offset"
"530","mdtwfshb8x8v70p","value_alt_offset",1,2,0.5,2.1170553269299,0.158766448204952,"value_alt_offset"
"531","mdtwfshb8x8v70p","value_alt_offset",2,1,0.5,5.55555555555556,-0.140600744024697,"value_alt_offset"
"532","mdtwfshb8x8v70p","value_alt_offset",2,2,0.5,6.34659350709323,-0.0492648849102794,"value_alt_offset"
"533","mdtwfshb8x8v70p","value_alt_offset",3,1,0.5,4.9382716049383,0.0123456790123251,"value_alt_offset"
"534","mdtwfshb8x8v70p","value_alt_offset",3,2,0.5,3.34705075445838,-0.0397805212621049,"value_alt_offset"
"535","mghqo7uxufw84xb","value_alt_offset",1,1,0.5,1.12584463748674,-4.20788847865783e-05,"perc_offset"
"536","mghqo7uxufw84xb","value_alt_offset",1,2,0.5,1.32144490169378,0.000457247370695857,"perc_offset"
"537","mghqo7uxufw84xb","value_alt_offset",2,1,0.5,1.46302223575259,-0.00320073159225298,"value_alt_offset"
"538","mghqo7uxufw84xb","value_alt_offset",2,2,0.5,1.09739368998694,0.000238972817220517,"value_alt_offset"
"539","mghqo7uxufw84xb","value_alt_offset",3,1,0.5,1.39917695473252,0.00411522633744754,"value_alt_offset"
"540","mghqo7uxufw84xb","value_alt_offset",3,2,0.5,1.39917695473253,0.0123456790123424,"value_alt_offset"
"541","mmjryby874fs60o","value_alt_offset",1,1,0.166666666666667,2.1184738273125,0.117222221105147,"value_alt_offset"
"542","mmjryby874fs60o","value_alt_offset",1,2,0.166666666666667,2.32909133775834,0.0394444453253899,"value_alt_offset"
"543","mmjryby874fs60o","value_alt_offset",2,1,0.166666666666667,1.42493489795489,0.0741666660399352,"value_alt_offset"
"544","mmjryby874fs60o","value_alt_offset",2,2,0.166666666666667,4.06164002596156,-0.00833332625661243,"value_alt_offset"
"545","mmjryby874fs60o","value_alt_offset",3,1,0.166666666666667,3.82716049382723,-0.0667646786407236,"value_alt_offset"
"546","mmjryby874fs60o","value_alt_offset",3,2,0.166666666666667,4.63750071566298,-0.0200000007590568,"value_alt_offset"
"547","n56opcxqwcyuk97","value_alt_offset",1,1,0.5,1.97530864197509,-0.0521092651837862,"value_alt_offset"
"548","n56opcxqwcyuk97","value_alt_offset",1,2,0.166666666666667,0.0617283950617287,-0.156000004620494,"value_alt_offset"
"549","n56opcxqwcyuk97","value_alt_offset",2,1,0.5,1.85185185185178,-0.0123456790122436,"value_alt_offset"
"550","n56opcxqwcyuk97","value_alt_offset",2,2,0.5,2.55144032921803,-0.152249575431251,"value_alt_offset"
"551","n56opcxqwcyuk97","value_alt_offset",3,1,0.5,2.354146556244,-0.219525544468579,"value_alt_offset"
"552","n56opcxqwcyuk97","value_alt_offset",3,2,0.5,1.93235831933504,-0.132860200896603,"value_alt_offset"
"553","np2r7s44c0nxgg5","value_alt_offset",1,1,0.5,6.33744855967143,-0.0542757097201682,"value_alt_offset"
"554","np2r7s44c0nxgg5","value_alt_offset",1,2,0.5,4.44444444444442,-0.0646110072505242,"value_alt_offset"
"555","np2r7s44c0nxgg5","value_alt_offset",2,1,0.388888888888889,9.66557211433389,-0.146944443095781,"value_alt_offset"
"556","np2r7s44c0nxgg5","value_alt_offset",2,2,0.5,5.55555555555556,0.0230580158971374,"value_alt_offset"
"557","np2r7s44c0nxgg5","value_alt_offset",3,1,0.5,6.29629629629633,-0.189104000755222,"perc_offset"
"558","np2r7s44c0nxgg5","value_alt_offset",3,2,0.166666666666667,6.54837554293624,-0.391666667892725,"value_alt_offset"
"559","nrv57g0kvh6lz31","value_alt_offset",1,1,0.166666666666667,1.39927071590682,0.0566666725775564,"value_alt_offset"
"560","nrv57g0kvh6lz31","value_alt_offset",1,2,0.5,3.11233043744971,3.32195205028363e-05,"value_alt_offset"
"561","nrv57g0kvh6lz31","value_alt_offset",2,1,0.166666666666667,2.18509771433384,0.0736111111218694,"value_alt_offset"
"562","nrv57g0kvh6lz31","value_alt_offset",2,2,0.166666666666667,5.55555555555621,0.00277777771657051,"value_alt_offset"
"563","nrv57g0kvh6lz31","value_alt_offset",3,1,0.5,1.53115146557528,0.00777320530419678,"value_alt_offset"
"564","nrv57g0kvh6lz31","value_alt_offset",3,2,0.166666666666667,2.77549154092168,0.0162068790338477,"value_alt_offset"
"565","nvk3jd25saegh24","value_alt_offset",1,1,0.5,0.740740740740765,0.00258730505635874,"perc_offset"
"566","nvk3jd25saegh24","value_alt_offset",1,2,0.5,0.877914951989682,0.00103931231639276,"perc_offset"
"567","nvk3jd25saegh24","value_alt_offset",2,1,0.5,0.0617283950617287,0,"perc_offset"
"568","nvk3jd25saegh24","value_alt_offset",2,2,0.5,0.728129327696145,-0.00685871056280585,"perc_offset"
"569","nvk3jd25saegh24","value_alt_offset",3,1,0.5,0.505851072968294,-0.0123456790123898,"perc_offset"
"570","nvk3jd25saegh24","value_alt_offset",3,2,0.5,0.663008687700119,-0.0205761316872671,"value_alt_offset"
"571","oemn8dnelyez9dr","value_alt_offset",1,1,0.5,1.34040625904508,0.218990965557744,"value_alt_offset"
"572","oemn8dnelyez9dr","value_alt_offset",1,2,0.166666666666667,2.3324866925146,0.236111115950814,"value_alt_offset"
"573","oemn8dnelyez9dr","value_alt_offset",2,1,0.5,1.58676127723344,0.249948724328091,"value_alt_offset"
"574","oemn8dnelyez9dr","value_alt_offset",2,2,0.166666666666667,2.83950617285721,-0.264746227712731,"value_alt_offset"
"575","oemn8dnelyez9dr","value_alt_offset",3,1,0.166666666666667,2.69002062632036,-0.0617283950616843,"value_alt_offset"
"576","oemn8dnelyez9dr","value_alt_offset",3,2,0.388888888888889,8.03138095001475,-0.228888885636609,"perc_offset"
"577","oeu4jokoabrwtua","value_alt_offset",1,1,0.166666666666667,1.34979422405647,-0.0203047753625649,"value_alt_offset"
"578","oeu4jokoabrwtua","value_alt_offset",1,2,0.166666666666667,1.19864046764731,0.0624999985480894,"value_alt_offset"
"579","oeu4jokoabrwtua","value_alt_offset",2,1,0.166666666666667,1.36959316831589,0.0283333405907367,"value_alt_offset"
"580","oeu4jokoabrwtua","value_alt_offset",2,2,0.166666666666667,2.72057001448462,-0.125555559407242,"value_alt_offset"
"581","oeu4jokoabrwtua","value_alt_offset",3,1,0.5,1.99359853681431,0.072395383340502,"value_alt_offset"
"582","oeu4jokoabrwtua","value_alt_offset",3,2,0.166666666666667,3.67445469278959,-0.21666666220697,"value_alt_offset"
"583","p0ptwsbjrbx9q9b","value_alt_offset",1,1,0.5,1.97530864197524,-0.0533925684714502,"value_alt_offset"
"584","p0ptwsbjrbx9q9b","value_alt_offset",1,2,0.5,2.09876543215188,-0.0233196159157492,"value_alt_offset"
"585","p0ptwsbjrbx9q9b","value_alt_offset",2,1,0.5,1.83813443072695,-0.0260631001371304,"value_alt_offset"
"586","p0ptwsbjrbx9q9b","value_alt_offset",2,2,0.5,2.38683127572053,-0.0480449397856757,"value_alt_offset"
"587","p0ptwsbjrbx9q9b","value_alt_offset",3,1,0.5,2.22222222222225,-0.209876543209891,"value_alt_offset"
"588","p0ptwsbjrbx9q9b","value_alt_offset",3,2,0.5,2.47393407736079,-0.0480109739369436,"value_alt_offset"
"589","p2sp49zl9919q87","value_alt_offset",1,1,0.166666666666667,0.966333313879019,0.0880555614255774,"value_alt_offset"
"590","p2sp49zl9919q87","value_alt_offset",1,2,0.166666666666667,2.31968468502966,0.0497222231320862,"value_alt_offset"
"591","p2sp49zl9919q87","value_alt_offset",2,1,0.166666666666667,1.94887314026389,-0.00638889287035094,"value_alt_offset"
"592","p2sp49zl9919q87","value_alt_offset",2,2,0.166666666666667,2.38560073935584,-0.127777779780578,"value_alt_offset"
"593","p2sp49zl9919q87","value_alt_offset",3,1,0.166666666666667,2.21307762326427,-0.0500432541656308,"value_alt_offset"
"594","p2sp49zl9919q87","value_alt_offset",3,2,0.166666666666667,2.59259259259261,-0.119646395366953,"value_alt_offset"
"595","p2v49387cgj37sn","value_alt_offset",1,1,0.166666666666667,1.44706821378257,0.00833333313738449,"value_alt_offset"
"596","p2v49387cgj37sn","value_alt_offset",1,2,0.166666666666667,2.55140885179152,0.00694444428548135,"value_alt_offset"
"597","p2v49387cgj37sn","value_alt_offset",2,1,0.166666666666667,1.90697130086191,0.0411111142859557,"value_alt_offset"
"598","p2v49387cgj37sn","value_alt_offset",2,2,0.166666666666667,4.2562987808319,-0.00194444543174377,"value_alt_offset"
"599","p2v49387cgj37sn","value_alt_offset",3,1,0.166666666666667,4.19449985516899,-0.000266253915709114,"value_alt_offset"
"600","p2v49387cgj37sn","value_alt_offset",3,2,0.166666666666667,5.03714628009774,0.00555555543121766,"value_alt_offset"
"601","pjp6ertnjw1vb6j","value_alt_offset",1,1,0.166666666666667,1.31806334044684,0.121388891690181,"value_alt_offset"
"602","pjp6ertnjw1vb6j","value_alt_offset",1,2,0.166666666666667,2.9428600125572,-0.00388889067228959,"value_alt_offset"
"603","pjp6ertnjw1vb6j","value_alt_offset",2,1,0.166666666666667,2.35866556092236,-0.00333333371477373,"value_alt_offset"
"604","pjp6ertnjw1vb6j","value_alt_offset",2,2,0.166666666666667,3.50008443926155,-0.00583333113288176,"value_alt_offset"
"605","pjp6ertnjw1vb6j","value_alt_offset",3,1,0.166666666666667,2.73938217179721,-0.0165834189947258,"value_alt_offset"
"606","pjp6ertnjw1vb6j","value_alt_offset",3,2,0.166666666666667,4.31117974410907,-0.100555555972845,"value_alt_offset"
"607","pojfe0tpsdoned2","value_alt_offset",1,1,0.166666666666667,1.19678736196156,0.104166665968386,"value_alt_offset"
"608","pojfe0tpsdoned2","value_alt_offset",1,2,0.166666666666667,1.35721948097602,0.113055559124817,"value_alt_offset"
"609","pojfe0tpsdoned2","value_alt_offset",2,1,0.166666666666667,2.28454459722702,-0.0336111289147643,"value_alt_offset"
"610","pojfe0tpsdoned2","value_alt_offset",2,2,0.166666666666667,2.81247201065472,0.00972222715871851,"value_alt_offset"
"611","pojfe0tpsdoned2","value_alt_offset",3,1,0.166666666666667,3.27761689428427,-0.0623327852651285,"value_alt_offset"
"612","pojfe0tpsdoned2","value_alt_offset",3,2,0.166666666666667,3.25102880658497,-0.09522909873563,"value_alt_offset"
"613","pv8gfb6dwc0u8md","value_alt_offset",1,1,0.166666666666667,0.481629840489969,0.119444446832031,"value_alt_offset"
"614","pv8gfb6dwc0u8md","value_alt_offset",1,2,0.166666666666667,1.67783359456414,0.0616666662666716,"value_alt_offset"
"615","pv8gfb6dwc0u8md","value_alt_offset",2,1,0.166666666666667,2.31790333887067,-0.0355555468139738,"value_alt_offset"
"616","pv8gfb6dwc0u8md","value_alt_offset",2,2,0.166666666666667,2.83739563651803,0.0183333360048494,"value_alt_offset"
"617","pv8gfb6dwc0u8md","value_alt_offset",3,1,0.166666666666667,3.82428007053597,-0.0258138283440142,"value_alt_offset"
"618","pv8gfb6dwc0u8md","value_alt_offset",3,2,0.166666666666667,1.98412116036843,0.0255512840757206,"value_alt_offset"
"619","q4o2n439h3o4hux","value_alt_offset",1,1,0.166666666666667,2.28046897289841,-0.0216666651308677,"value_alt_offset"
"620","q4o2n439h3o4hux","value_alt_offset",1,2,0.166666666666667,1.41619029053609,0.0819444460036383,"value_alt_offset"
"621","q4o2n439h3o4hux","value_alt_offset",2,1,0.166666666666667,1.91907577453912,-0.017499998560995,"value_alt_offset"
"622","q4o2n439h3o4hux","value_alt_offset",2,2,0.166666666666667,2.11610381556253,0.000277775706385208,"value_alt_offset"
"623","q4o2n439h3o4hux","value_alt_offset",3,1,0.166666666666667,2.83152622575932,-0.124251740335809,"value_alt_offset"
"624","q4o2n439h3o4hux","value_alt_offset",3,2,0.166666666666667,2.98671796627669,-0.133319771037945,"value_alt_offset"
"625","qeaducsgetncgeb","value_alt_offset",1,1,0.5,5,-0.666666666666667,"perc_offset"
"626","qeaducsgetncgeb","value_alt_offset",1,2,0.5,0.731595793330089,-0.00350737578775395,"perc_offset"
"627","qeaducsgetncgeb","value_alt_offset",2,1,0.5,0.555555555555556,-0.120000034381248,"perc_offset"
"628","qeaducsgetncgeb","value_alt_offset",2,2,0.5,0.601082717091784,-0.000391179638562389,"perc_offset"
"629","qeaducsgetncgeb","value_alt_offset",3,1,0.5,0.604311717929977,-0.00320073159915923,"perc_offset"
"630","qeaducsgetncgeb","value_alt_offset",3,2,0.5,0.505851072968294,-0.0123456790123898,"perc_offset"
"631","qreecv8wv03uqw8","value_alt_offset",1,1,0.166666666666667,1.19777316423758,0.111666669693811,"value_alt_offset"
"632","qreecv8wv03uqw8","value_alt_offset",1,2,0.166666666666667,2.3045267490125,0.0325000054398261,"value_alt_offset"
"633","qreecv8wv03uqw8","value_alt_offset",2,1,0.166666666666667,2.50174660999925,-0.066944445413102,"value_alt_offset"
"634","qreecv8wv03uqw8","value_alt_offset",2,2,0.166666666666667,2.86158764566528,-0.0258333317007403,"value_alt_offset"
"635","qreecv8wv03uqw8","value_alt_offset",3,1,0.166666666666667,2.22222222222221,-0.0997304989385003,"value_alt_offset"
"636","qreecv8wv03uqw8","value_alt_offset",3,2,0.166666666666667,3.94449777022505,-0.0700000045686794,"value_alt_offset"
"637","qw7q50m2o58ugvl","value_alt_offset",1,1,0.5,1.85185185185191,0.00960219478735613,"value_alt_offset"
"638","qw7q50m2o58ugvl","value_alt_offset",1,2,0.5,1.97530864197546,0.00927979999069128,"value_alt_offset"
"639","qw7q50m2o58ugvl","value_alt_offset",2,1,0.5,1.56988263984758,0.00346040291810379,"value_alt_offset"
"640","qw7q50m2o58ugvl","value_alt_offset",2,2,0.5,2.22222222222221,-0.0285017527813145,"value_alt_offset"
"641","qw7q50m2o58ugvl","value_alt_offset",3,1,0.5,2.43339649446061,-0.155989093771556,"value_alt_offset"
"642","qw7q50m2o58ugvl","value_alt_offset",3,2,0.5,1.71375771357374,0.0711781740272284,"value_alt_offset"
"643","r018cukle69r1bf","value_alt_offset",1,1,0.166666666666667,1.74935614982407,0.0391666740165617,"value_alt_offset"
"644","r018cukle69r1bf","value_alt_offset",1,2,0.166666666666667,2.14962695223258,0.0327777811438503,"value_alt_offset"
"645","r018cukle69r1bf","value_alt_offset",2,1,0.166666666666667,2.74620087271636,-0.0494444422633518,"value_alt_offset"
"646","r018cukle69r1bf","value_alt_offset",2,2,0.166666666666667,3.51856686385155,-0.0722222207356569,"value_alt_offset"
"647","r018cukle69r1bf","value_alt_offset",3,1,0.5,2.53431707371425,0.0185894996090579,"value_alt_offset"
"648","r018cukle69r1bf","value_alt_offset",3,2,0.462962962962963,4.66382493002325,-0.108333330816688,"value_alt_offset"
"649","re53t0m5rdemzxb","value_alt_offset",1,1,0.5,1.15683584819411,0.0370370370370372,"value_alt_offset"
"650","re53t0m5rdemzxb","value_alt_offset",1,2,0.5,1.48855434616798,0.0834730478105064,"value_alt_offset"
"651","re53t0m5rdemzxb","value_alt_offset",2,1,0.5,1.6323731138554,-0.0617283950617428,"value_alt_offset"
"652","re53t0m5rdemzxb","value_alt_offset",2,2,0.5,1.90672153635129,-0.061728395061976,"value_alt_offset"
"653","re53t0m5rdemzxb","value_alt_offset",3,1,0.5,0.973936899862268,-0.0370370370369932,"value_alt_offset"
"654","re53t0m5rdemzxb","value_alt_offset",3,2,0.5,2.51028806584428,-0.0123456790123895,"value_alt_offset"
"655","regcubm60dchcxr","value_alt_offset",1,1,0.5,0.864197530864216,0.00806674680916575,"perc_offset"
"656","regcubm60dchcxr","value_alt_offset",1,2,0.5,0.923639689076378,0.0168597954905334,"value_alt_offset"
"657","regcubm60dchcxr","value_alt_offset",2,1,0.5,0.93532478350674,-0.0123456557817726,"value_alt_offset"
"658","regcubm60dchcxr","value_alt_offset",2,2,0.5,1.27605886641527,0.0123456790123058,"value_alt_offset"
"659","regcubm60dchcxr","value_alt_offset",3,1,0.5,1.6460905349795,-0.309556470050322,"value_alt_offset"
"660","regcubm60dchcxr","value_alt_offset",3,2,0.5,0.550917649947552,-0.0150891632377048,"perc_offset"
"661","rf8fvjnsk6r07uc","value_alt_offset",1,1,0.166666666666667,2.8512976604314,0.0577777788446632,"value_alt_offset"
"662","rf8fvjnsk6r07uc","value_alt_offset",1,2,0.166666666666667,2.59259259259281,0.00833333248143564,"value_alt_offset"
"663","rf8fvjnsk6r07uc","value_alt_offset",2,1,0.166666666666667,3.71837947631107,-0.0605555531163453,"value_alt_offset"
"664","rf8fvjnsk6r07uc","value_alt_offset",2,2,0.166666666666667,4.49792032466994,-0.0277777771324841,"value_alt_offset"
"665","rf8fvjnsk6r07uc","value_alt_offset",3,1,0.166666666666667,4.21389529297713,-0.121111111225086,"value_alt_offset"
"666","rf8fvjnsk6r07uc","value_alt_offset",3,2,0.5,4.15637860082304,-0.0781893004115176,"value_alt_offset"
"667","rn0an20lmaomk57","value_alt_offset",1,1,0.166666666666667,1.88363865373357,0.0463888888224737,"value_alt_offset"
"668","rn0an20lmaomk57","value_alt_offset",1,2,0.166666666666667,2.6268866023682,0.00749999913745736,"value_alt_offset"
"669","rn0an20lmaomk57","value_alt_offset",2,1,0.166666666666667,4.0187363322439,-0.00166666743098109,"value_alt_offset"
"670","rn0an20lmaomk57","value_alt_offset",2,2,0.166666666666667,3.54273257946699,-0.0513888876950955,"value_alt_offset"
