"","sub","model","rr","pu","rho","offset","bestfit"
"266","cavjhtxfs1z091j","perc_offset",1,2,0.0678955895386318,-1.2544509487844e-06,"perc_offset"
"267","cavjhtxfs1z091j","perc_offset",2,1,0.0185185188053157,0.000903225906109251,"perc_offset"
"268","cavjhtxfs1z091j","perc_offset",2,2,0.0829903978052126,-0.00548696844993135,"value_alt_offset"
"269","cavjhtxfs1z091j","perc_offset",3,1,0.167073108773676,-0.000914494741655281,"value_alt_offset"
"270","cavjhtxfs1z091j","perc_offset",3,2,0.216049382716049,0,"value_alt_offset"
"271","cl4vc26ycu0woo2","perc_offset",1,1,0.166664784990244,0,"value_alt_offset"
"272","cl4vc26ycu0woo2","perc_offset",1,2,0.190895129710086,-1.3938343879083e-07,"value_alt_offset"
"273","cl4vc26ycu0woo2","perc_offset",2,1,0.253086419752955,0,"value_alt_offset"
"274","cl4vc26ycu0woo2","perc_offset",2,2,0.277777777777778,0.230451420446171,"value_alt_offset"
"275","cl4vc26ycu0woo2","perc_offset",3,1,0.0550983081843345,4.18150316150445e-07,"value_alt_offset"
"276","cl4vc26ycu0woo2","perc_offset",3,2,0.11042524005487,0.181069958847737,"value_alt_offset"
"277","djb1vpwld9c7hmk","perc_offset",1,1,0.277777777777778,0.222222175761073,"value_alt_offset"
"278","djb1vpwld9c7hmk","perc_offset",1,2,0.141975308641975,0.299039362370946,"value_alt_offset"
"279","djb1vpwld9c7hmk","perc_offset",2,1,0.19964492765895,0.222222222222222,"value_alt_offset"
"280","djb1vpwld9c7hmk","perc_offset",2,2,0.179012345679012,0.320987654320988,"value_alt_offset"
"281","djb1vpwld9c7hmk","perc_offset",3,1,0.204211756327335,0.222222222222222,"value_alt_offset"
"282","djb1vpwld9c7hmk","perc_offset",3,2,0.166666666666667,0.29629629801708,"value_alt_offset"
"283","ds2ot3x1v6q63xg","perc_offset",1,1,0.388888896632413,0.230452674897119,"value_alt_offset"
"284","ds2ot3x1v6q63xg","perc_offset",1,2,0.318930041152263,0.19754215425607,"value_alt_offset"
"285","ds2ot3x1v6q63xg","perc_offset",2,1,0.290123456790123,0.48559670781893,"value_alt_offset"
"286","ds2ot3x1v6q63xg","perc_offset",2,2,0.228395061728395,0.502057613168724,"value_alt_offset"
"287","ds2ot3x1v6q63xg","perc_offset",3,1,0.479423868312757,0.691358024691358,"value_alt_offset"
"288","ds2ot3x1v6q63xg","perc_offset",3,2,0.548925468678555,0.73891175125743,"perc_offset"
"289","dtua0nm03dd9yb7","perc_offset",1,1,0.0555555787861287,-1.84116721868577e-10,"perc_offset"
"290","dtua0nm03dd9yb7","perc_offset",1,2,0.170798828091924,0,"perc_offset"
"291","dtua0nm03dd9yb7","perc_offset",2,1,0.0557581493837824,0.000914494741655281,"perc_offset"
"292","dtua0nm03dd9yb7","perc_offset",2,2,0.232510288065844,0.318244170096022,"value_alt_offset"
"293","dtua0nm03dd9yb7","perc_offset",3,1,0.0890870291294504,0.148148163635197,"value_alt_offset"
"294","dtua0nm03dd9yb7","perc_offset",3,2,0.203703703703704,0.223136716963878,"value_alt_offset"
"295","duzv7z4jux5olpv","perc_offset",1,1,0.281891122438803,0.222222222222222,"value_alt_offset"
"296","duzv7z4jux5olpv","perc_offset",1,2,0.537037044780561,0.296296296296296,"value_alt_offset"
"297","duzv7z4jux5olpv","perc_offset",2,1,0.763374485596708,0.417009602194787,"value_alt_offset"
"298","duzv7z4jux5olpv","perc_offset",2,2,0.759259259259259,0.392318244170096,"value_alt_offset"
"299","duzv7z4jux5olpv","perc_offset",3,1,0.858024691358025,0.592592592592593,"value_alt_offset"
"300","duzv7z4jux5olpv","perc_offset",3,2,0.969135802469136,0.592592592592593,"value_alt_offset"
"301","dvywvnh6comawyk","perc_offset",1,1,0.302469135802469,0.263374485596708,"value_alt_offset"
"302","dvywvnh6comawyk","perc_offset",1,2,0.523319615913389,0.148148148148139,"value_alt_offset"
"303","dvywvnh6comawyk","perc_offset",2,1,0.475359447143135,0.370370370349126,"value_alt_offset"
"304","dvywvnh6comawyk","perc_offset",2,2,0.291495198902606,0.617283950617284,"perc_offset"
"305","dvywvnh6comawyk","perc_offset",3,1,0.0185185185185234,0.436213991770336,"value_alt_offset"
"306","dvywvnh6comawyk","perc_offset",3,2,0.101280292638317,0.88887759883035,"perc_offset"
"307","fehlcunq37bd57x","perc_offset",1,1,0.166666666666667,0.271605356421921,"value_alt_offset"
"308","fehlcunq37bd57x","perc_offset",1,2,0.0967078189300412,0.367728496672255,"value_alt_offset"
"309","fehlcunq37bd57x","perc_offset",2,1,0.204160951074531,0.559704652004888,"value_alt_offset"
"310","fehlcunq37bd57x","perc_offset",2,2,0.537037037037037,0.222222222222222,"value_alt_offset"
"311","fehlcunq37bd57x","perc_offset",3,1,0.117436358664035,0.17283950617284,"value_alt_offset"
"312","fehlcunq37bd57x","perc_offset",3,2,0.195473251028938,0.198445358939186,"value_alt_offset"
"313","fq39wkqs1solhdu","perc_offset",1,1,0.277320530406951,0.581313824112178,"perc_offset"
"314","fq39wkqs1solhdu","perc_offset",1,2,0.748285322359396,0.37037037037037,"perc_offset"
"315","fq39wkqs1solhdu","perc_offset",2,1,0.165294924554184,0.315500685871056,"value_alt_offset"
"316","fq39wkqs1solhdu","perc_offset",2,2,0.598765432098765,0.617283950617284,"perc_offset"
"317","fq39wkqs1solhdu","perc_offset",3,1,0.162551440329218,0.403292181069959,"value_alt_offset"
"318","fq39wkqs1solhdu","perc_offset",3,2,0.41495198931286,0.829446730681299,"value_alt_offset"
"319","fqnkabfbs65dy5r","perc_offset",1,1,0.327160493827161,0.222222222222222,"value_alt_offset"
"320","fqnkabfbs65dy5r","perc_offset",1,2,0.166666666665486,0.22222222222537,"value_alt_offset"
"321","fqnkabfbs65dy5r","perc_offset",2,1,0.697530864197531,0.394248844180257,"value_alt_offset"
"322","fqnkabfbs65dy5r","perc_offset",2,2,0.944444235369286,0.37037037037037,"value_alt_offset"
"323","fqnkabfbs65dy5r","perc_offset",3,1,0.738683127572016,0.518518518518518,"value_alt_offset"
"324","fqnkabfbs65dy5r","perc_offset",3,2,0.903292181069959,0.460905349794239,"value_alt_offset"
"325","fwexbmobod79xhj","perc_offset",1,1,0.693415637860082,0.444444444444444,"value_alt_offset"
"326","fwexbmobod79xhj","perc_offset",1,2,0.388888888888889,0.444444444444444,"perc_offset"
"327","fwexbmobod79xhj","perc_offset",2,1,0.438271604938272,0.493827160493827,"value_alt_offset"
"328","fwexbmobod79xhj","perc_offset",2,2,0.277930193568054,0.567901234567901,"value_alt_offset"
"329","fwexbmobod79xhj","perc_offset",3,1,0.0144050809352006,0.49937500324258,"perc_offset"
"330","fwexbmobod79xhj","perc_offset",3,2,0.393004184918057,0.534979423868313,"value_alt_offset"
"331","g35rvb9r3l07tgx","perc_offset",1,1,0.154315342625052,-1.3938343879083e-07,"value_alt_offset"
"332","g35rvb9r3l07tgx","perc_offset",1,2,0.462962962962963,0.148148148148148,"value_alt_offset"
"333","g35rvb9r3l07tgx","perc_offset",2,1,0.220164609053498,0.23868312757123,"value_alt_offset"
"334","g35rvb9r3l07tgx","perc_offset",2,2,0.339963420210334,0.271604938271343,"value_alt_offset"
"335","g35rvb9r3l07tgx","perc_offset",3,1,0.606995884773663,0.419753086419753,"value_alt_offset"
"336","g35rvb9r3l07tgx","perc_offset",3,2,0.335238530711782,0.422530440820335,"value_alt_offset"
"337","gg80fe1zyat447z","perc_offset",1,1,0.713991769547325,0.386831275720165,"value_alt_offset"
"338","gg80fe1zyat447z","perc_offset",1,2,0.89917695473251,0.419753086419753,"value_alt_offset"
"339","gg80fe1zyat447z","perc_offset",2,1,0.763374485596708,0.493827160493827,"value_alt_offset"
"340","gg80fe1zyat447z","perc_offset",2,2,0.771604938271605,0.518518518518518,"value_alt_offset"
"341","gg80fe1zyat447z","perc_offset",3,1,0.174897119341564,0.444444444444444,"value_alt_offset"
"342","gg80fe1zyat447z","perc_offset",3,2,0.480795610421699,0.644718792866941,"value_alt_offset"
"343","ggkxy092ul5l6n0","perc_offset",1,1,0.149748513946045,-3.77883989510774e-06,"perc_offset"
"344","ggkxy092ul5l6n0","perc_offset",1,2,0.0679012345679013,0.123456790123457,"perc_offset"
"345","ggkxy092ul5l6n0","perc_offset",2,1,0.0953360768175583,0.0036579789666209,"value_alt_offset"
"346","ggkxy092ul5l6n0","perc_offset",2,2,0.0514346841888375,0.000327411697629731,"value_alt_offset"
"347","ggkxy092ul5l6n0","perc_offset",3,1,0.0185015834307101,0.000474182458636063,"perc_offset"
"348","ggkxy092ul5l6n0","perc_offset",3,2,0.129680643968211,0.0740740740717134,"value_alt_offset"
"349","ghbypuj01msjo4h","perc_offset",1,1,0.796296296296296,0.469135802469136,"value_alt_offset"
"350","ghbypuj01msjo4h","perc_offset",1,2,0.919753086420933,0.51851726406754,"value_alt_offset"
"351","ghbypuj01msjo4h","perc_offset",2,1,0.277777777777778,0.54320987654321,"value_alt_offset"
"352","ghbypuj01msjo4h","perc_offset",2,2,0.280521262002743,0.513031550068587,"value_alt_offset"
"353","ghbypuj01msjo4h","perc_offset",3,1,0.327160493827161,0.444444444444444,"value_alt_offset"
"354","ghbypuj01msjo4h","perc_offset",3,2,0.735025148605395,0.567901234567901,"perc_offset"
"355","gnd1v5zo5x7qjad","perc_offset",1,1,0.450617283950617,0.222222222222222,"value_alt_offset"
"356","gnd1v5zo5x7qjad","perc_offset",1,2,0.38888888879329,0.222222222222222,"value_alt_offset"
"357","gnd1v5zo5x7qjad","perc_offset",2,1,0.388888888888889,0.452674897119341,"value_alt_offset"
"358","gnd1v5zo5x7qjad","perc_offset",2,2,0.648148148148148,0.493827160493827,"value_alt_offset"
"359","gnd1v5zo5x7qjad","perc_offset",3,1,0.805898491083676,0.546867855509831,"value_alt_offset"
"360","gnd1v5zo5x7qjad","perc_offset",3,2,0.895061728395062,0.691356770240409,"value_alt_offset"
"361","gs1p8zvs22f3u03","perc_offset",1,1,0.685185185185185,0.222527053802774,"value_alt_offset"
"362","gs1p8zvs22f3u03","perc_offset",1,2,0.820987654320988,0.296296296296296,"value_alt_offset"
"363","gs1p8zvs22f3u03","perc_offset",2,1,0.69753086419399,0.296296714446612,"value_alt_offset"
"364","gs1p8zvs22f3u03","perc_offset",2,2,0.895061728395062,0.395061310244746,"value_alt_offset"
"365","gs1p8zvs22f3u03","perc_offset",3,1,0.981481481481481,0.370065538789818,"value_alt_offset"
"366","gs1p8zvs22f3u03","perc_offset",3,2,0.746913580246913,0.395061728395062,"value_alt_offset"
"367","gstz99vr89krpfz","perc_offset",1,1,0.611111111111113,0.444444862594764,"value_alt_offset"
"368","gstz99vr89krpfz","perc_offset",1,2,0.364197530832331,0.345679012345679,"value_alt_offset"
"369","gstz99vr89krpfz","perc_offset",2,1,0.240740740740741,0.444444444444444,"value_alt_offset"
"370","gstz99vr89krpfz","perc_offset",2,2,0.463877457704618,0.469135802469136,"value_alt_offset"
"371","gstz99vr89krpfz","perc_offset",3,1,0.602880658436214,0.592592592592593,"value_alt_offset"
"372","gstz99vr89krpfz","perc_offset",3,2,0.228395061728395,0.518518518518518,"value_alt_offset"
"373","h9du65sl07e0gv9","perc_offset",1,1,0.425925925925926,0.0987767221573044,"value_alt_offset"
"374","h9du65sl07e0gv9","perc_offset",1,2,0.240740740740741,0.0850480572438845,"value_alt_offset"
"375","h9du65sl07e0gv9","perc_offset",2,1,0.0596707818930041,0.0411510089235367,"perc_offset"
"376","h9du65sl07e0gv9","perc_offset",2,2,0.277794713152383,0.246913580246914,"perc_offset"
"377","h9du65sl07e0gv9","perc_offset",3,1,0.0185203305032223,0.00625000004600729,"perc_offset"
"378","h9du65sl07e0gv9","perc_offset",3,2,0.203698058674434,0.148148148148148,"perc_offset"
"379","hd4d44n06f6cawh","perc_offset",1,1,0.265482904028857,0.222120609974588,"value_alt_offset"
"380","hd4d44n06f6cawh","perc_offset",1,2,0.425925925925926,0.222210932163683,"value_alt_offset"
"381","hd4d44n06f6cawh","perc_offset",2,1,0.42592028086479,0.444444444446805,"value_alt_offset"
"382","hd4d44n06f6cawh","perc_offset",2,2,0.335390946502058,0.411522633744856,"value_alt_offset"
"383","hd4d44n06f6cawh","perc_offset",3,1,0.660036579789666,0.715948190339515,"value_alt_offset"
"384","hd4d44n06f6cawh","perc_offset",3,2,0.376543209876543,0.715744551135497,"value_alt_offset"
"385","hd9k76vgdu5mql0","perc_offset",1,1,0.376543209876543,0.493827160493827,"value_alt_offset"
"386","hd9k76vgdu5mql0","perc_offset",1,2,0.388888888888889,-0.00826432291424661,"value_alt_offset"
"387","hd9k76vgdu5mql0","perc_offset",2,1,0.0720164609053498,0.288065843621399,"value_alt_offset"
"388","hd9k76vgdu5mql0","perc_offset",2,2,0.44238683127572,0.395061728395062,"value_alt_offset"
"389","hd9k76vgdu5mql0","perc_offset",3,1,0.187242798353909,0.320987654320988,"value_alt_offset"
"390","hd9k76vgdu5mql0","perc_offset",3,2,0.564471880147086,0.633744855967078,"value_alt_offset"
"391","hjgqzm1pq2mo1u7","perc_offset",1,1,0.0916780978509374,0,"perc_offset"
"392","hjgqzm1pq2mo1u7","perc_offset",1,2,0.0560128026397171,4.64611753514532e-08,"perc_offset"
"393","hjgqzm1pq2mo1u7","perc_offset",2,1,0.499983064912192,-0.00548696844993135,"value_alt_offset"
"394","hjgqzm1pq2mo1u7","perc_offset",2,2,0.0679012345360349,0,"value_alt_offset"
"395","hjgqzm1pq2mo1u7","perc_offset",3,1,0.0925925925925926,0.337448559670782,"value_alt_offset"
"396","hjgqzm1pq2mo1u7","perc_offset",3,2,0.635796824106533,0.246913580246914,"value_alt_offset"
"397","hkdemly7qs0y8be","perc_offset",1,1,0.598765432098765,0.320987654320988,"value_alt_offset"
"398","hkdemly7qs0y8be","perc_offset",1,2,0.211934156378601,0.315500685871056,"value_alt_offset"
"399","hkdemly7qs0y8be","perc_offset",2,1,0.397119341563786,0.60082304526749,"value_alt_offset"
"400","hkdemly7qs0y8be","perc_offset",2,2,0.191358024691358,0.576131687242798,"value_alt_offset"
"401","hkdemly7qs0y8be","perc_offset",3,1,0.874485596707819,0.691358024691358,"value_alt_offset"
"402","hkdemly7qs0y8be","perc_offset",3,2,0.907407415150932,0.592592592592593,"value_alt_offset"
"403","hm4cdxlz8t0281v","perc_offset",1,1,0.783950617283951,0.37037037037037,"value_alt_offset"
"404","hm4cdxlz8t0281v","perc_offset",1,2,0.438271604938272,0.345679012345679,"value_alt_offset"
"405","hm4cdxlz8t0281v","perc_offset",2,1,0.783950617283951,0.633744855967078,"value_alt_offset"
"406","hm4cdxlz8t0281v","perc_offset",2,2,0.783950617283951,0.37037037037037,"value_alt_offset"
"407","hm4cdxlz8t0281v","perc_offset",3,1,0.832881730995316,0.674897119342351,"value_alt_offset"
"408","hm4cdxlz8t0281v","perc_offset",3,2,0.709876543209876,0.674897119341564,"value_alt_offset"
"409","hmfoy1dyl3p0oyx","perc_offset",1,1,0.845679012345679,0.617283950617284,"value_alt_offset"
"410","hmfoy1dyl3p0oyx","perc_offset",1,2,0.685185185185185,0.666666666666667,"value_alt_offset"
"411","hmfoy1dyl3p0oyx","perc_offset",2,1,0.293781435756744,0.754458161865569,"value_alt_offset"
"412","hmfoy1dyl3p0oyx","perc_offset",2,2,0.377914951989026,0.839506172839506,"value_alt_offset"
"413","hmfoy1dyl3p0oyx","perc_offset",3,1,0.242112482853224,0.757506477671087,"value_alt_offset"
"414","hmfoy1dyl3p0oyx","perc_offset",3,2,0.405355439267953,0.731595793324188,"value_alt_offset"
"415","hvawyrkxreuq7d8","perc_offset",1,1,0.969135802182338,0.246913580246914,"value_alt_offset"
"416","hvawyrkxreuq7d8","perc_offset",1,2,0.397119341563786,0.377686328303612,"value_alt_offset"
"417","hvawyrkxreuq7d8","perc_offset",2,1,0.816872427983539,0.46822130772748,"value_alt_offset"
"418","hvawyrkxreuq7d8","perc_offset",2,2,0.759259259259259,0.460905349794151,"value_alt_offset"
"419","hvawyrkxreuq7d8","perc_offset",3,1,0.279149519890261,0.565157750342935,"value_alt_offset"
"420","hvawyrkxreuq7d8","perc_offset",3,2,0.450617283950617,0.658436198504721,"value_alt_offset"
"421","jdewbyn3agn01fj","perc_offset",1,1,0.981481481481481,0.386831275720165,"value_alt_offset"
"422","jdewbyn3agn01fj","perc_offset",1,2,0.895061728395062,0.345679012345679,"value_alt_offset"
"423","jdewbyn3agn01fj","perc_offset",2,1,0.833333333333333,0.518620127324585,"value_alt_offset"
"424","jdewbyn3agn01fj","perc_offset",2,2,0.351851849270633,0.362140057078912,"value_alt_offset"
"425","jdewbyn3agn01fj","perc_offset",3,1,0.203703703703704,0.414266117969821,"value_alt_offset"
"426","jdewbyn3agn01fj","perc_offset",3,2,0.981481481481875,0.666666666666667,"value_alt_offset"
"427","je7gumyhw5zyax5","perc_offset",1,1,0.981481481481481,0.271604938271605,"value_alt_offset"
"428","je7gumyhw5zyax5","perc_offset",1,2,0.5,0.222222222222222,"value_alt_offset"
"429","je7gumyhw5zyax5","perc_offset",2,1,0.672839506172839,0.444444444444444,"value_alt_offset"
"430","je7gumyhw5zyax5","perc_offset",2,2,0.623473725211265,0.419753086419753,"value_alt_offset"
"431","je7gumyhw5zyax5","perc_offset",3,1,0.709876543206336,0.666666666666667,"value_alt_offset"
"432","je7gumyhw5zyax5","perc_offset",3,2,0.907407407407407,0.666666666666667,"value_alt_offset"
"433","jk1c41xga9cmsrf","perc_offset",1,1,0.38888888889243,0.223136716963878,"value_alt_offset"
"434","jk1c41xga9cmsrf","perc_offset",1,2,0.537037037037037,0.197530864197531,"value_alt_offset"
"435","jk1c41xga9cmsrf","perc_offset",2,1,0.738683127572016,0.452674897119341,"value_alt_offset"
"436","jk1c41xga9cmsrf","perc_offset",2,2,0.376543209876543,0.477366255144033,"value_alt_offset"
"437","jk1c41xga9cmsrf","perc_offset",3,1,0.495884773662551,0.685871056241427,"value_alt_offset"
"438","jk1c41xga9cmsrf","perc_offset",3,2,0.836076817558299,0.691358024691358,"value_alt_offset"
"439","jvcerddevc3rwm0","perc_offset",1,1,0.5,0.271604938271605,"value_alt_offset"
"440","jvcerddevc3rwm0","perc_offset",1,2,0.944444444444444,0.000914494741655281,"value_alt_offset"
"441","jvcerddevc3rwm0","perc_offset",2,1,0.598765432098765,0.502057613168724,"value_alt_offset"
"442","jvcerddevc3rwm0","perc_offset",2,2,0.33950617283955,0.593507087334248,"value_alt_offset"
"443","jvcerddevc3rwm0","perc_offset",3,1,0.561728395061728,0.864197949014514,"value_alt_offset"
"444","jvcerddevc3rwm0","perc_offset",3,2,0.30612711476909,0.757100035563684,"perc_offset"
"445","k3j8o90rkvw7tal","perc_offset",1,1,0.425925925925926,0.345679012345708,"value_alt_offset"
"446","k3j8o90rkvw7tal","perc_offset",1,2,0.767489711934156,0.395061728395062,"value_alt_offset"
"447","k3j8o90rkvw7tal","perc_offset",2,1,0.619341563786008,0.460905349794239,"value_alt_offset"
"448","k3j8o90rkvw7tal","perc_offset",2,2,0.435528120713306,0.543209876351982,"value_alt_offset"
"449","k3j8o90rkvw7tal","perc_offset",3,1,0.870368488693947,0.543221166601749,"value_alt_offset"
"450","k3j8o90rkvw7tal","perc_offset",3,2,0.430041152263374,0.616369455875629,"value_alt_offset"
"451","k7xa918wsdj832n","perc_offset",1,1,0.318930041152263,0.312757201646091,"value_alt_offset"
"452","k7xa918wsdj832n","perc_offset",1,2,0.487648675958385,0.296297550747245,"value_alt_offset"
"453","k7xa918wsdj832n","perc_offset",2,1,0.895061728395062,0.518518518518518,"value_alt_offset"
"454","k7xa918wsdj832n","perc_offset",2,2,0.631529181978808,0.54320987654321,"value_alt_offset"
"455","k7xa918wsdj832n","perc_offset",3,1,0.820987654320988,0.617283950617284,"value_alt_offset"
"456","k7xa918wsdj832n","perc_offset",3,2,0.981481481481481,0.765398228589815,"value_alt_offset"
"457","kp5boe0z4uwwu7r","perc_offset",1,1,0.598765432098765,0.197530864197531,"value_alt_offset"
"458","kp5boe0z4uwwu7r","perc_offset",1,2,0.278235025148605,0,"value_alt_offset"
"459","kp5boe0z4uwwu7r","perc_offset",2,1,0.475461057765585,0.173144337753392,"perc_offset"
"460","kp5boe0z4uwwu7r","perc_offset",2,2,0.166666666666667,0.246913580246914,"value_alt_offset"
"461","kp5boe0z4uwwu7r","perc_offset",3,1,0.224279835390947,0.310013717421125,"value_alt_offset"
"462","kp5boe0z4uwwu7r","perc_offset",3,2,0.203703703703704,0.345679012345679,"value_alt_offset"
"463","ktwcurcgfv59jnc","perc_offset",1,1,0.137860079723352,0.54320987654321,"value_alt_offset"
"464","ktwcurcgfv59jnc","perc_offset",1,2,0.932098765432099,0.54320987654321,"value_alt_offset"
"465","ktwcurcgfv59jnc","perc_offset",2,1,0.366941851389796,0.592592592592593,"value_alt_offset"
"466","ktwcurcgfv59jnc","perc_offset",2,2,0.3559670781893,0.716963877457704,"value_alt_offset"
"467","ktwcurcgfv59jnc","perc_offset",3,1,0.339506172838326,0.64106081390032,"value_alt_offset"
"468","ktwcurcgfv59jnc","perc_offset",3,2,0.523319615912208,0.699588477366255,"value_alt_offset"
"469","kug2nygmmndpth5","perc_offset",1,1,0.890946502057612,0.567901234567901,"value_alt_offset"
"470","kug2nygmmndpth5","perc_offset",1,2,0.829065691205609,0.427678707514098,"value_alt_offset"
"471","kug2nygmmndpth5","perc_offset",2,1,0.689300411522634,0.517604023776863,"value_alt_offset"
"472","kug2nygmmndpth5","perc_offset",2,2,0.277777777777778,0.444444444444444,"value_alt_offset"
"473","kug2nygmmndpth5","perc_offset",3,1,0.202331961591221,0.502057613168724,"value_alt_offset"
"474","kug2nygmmndpth5","perc_offset",3,2,0.771604938271605,0.493827160493827,"value_alt_offset"
"475","l7kobq2fs7s15go","perc_offset",1,1,0.166666666666667,0.222323832749073,"value_alt_offset"
"476","l7kobq2fs7s15go","perc_offset",1,2,0.240740740740741,0.296296296296296,"value_alt_offset"
"477","l7kobq2fs7s15go","perc_offset",2,1,0.187242798353914,0.268861454046639,"value_alt_offset"
"478","l7kobq2fs7s15go","perc_offset",2,2,0.339506172839506,0.37037037037037,"value_alt_offset"
"479","l7kobq2fs7s15go","perc_offset",3,1,0.770233196159122,0.633744855967078,"value_alt_offset"
"480","l7kobq2fs7s15go","perc_offset",3,2,0.144718792866941,0.34567901234568,"value_alt_offset"
"481","le6z045m543xskj","perc_offset",1,1,0.054234618706498,0,"perc_offset"
"482","le6z045m543xskj","perc_offset",1,2,0.146547782350252,0.00121932632220711,"value_alt_offset"
"483","le6z045m543xskj","perc_offset",2,1,0.0582996670059957,0,"value_alt_offset"
"484","le6z045m543xskj","perc_offset",2,2,0.166615861403241,-0.00284509475181627,"value_alt_offset"
"485","le6z045m543xskj","perc_offset",3,1,0.253086419753086,0.123456790123457,"value_alt_offset"
"486","le6z045m543xskj","perc_offset",3,2,0.203703703703704,0.131687242798354,"value_alt_offset"
"487","lnhuzvcq72odm0l","perc_offset",1,1,0.413122998682361,0.296296296296296,"value_alt_offset"
"488","lnhuzvcq72odm0l","perc_offset",1,2,0.31476400955139,0.246913580246914,"value_alt_offset"
"489","lnhuzvcq72odm0l","perc_offset",2,1,0.578189300411523,0.386831275720165,"value_alt_offset"
"490","lnhuzvcq72odm0l","perc_offset",2,2,0.553497942386831,0.510288065843621,"value_alt_offset"
"491","lnhuzvcq72odm0l","perc_offset",3,1,0.0843622096094149,0.54320987654321,"value_alt_offset"
"492","lnhuzvcq72odm0l","perc_offset",3,2,0.5,0.693187014174668,"value_alt_offset"
"493","lq01y2l4zvsfb6u","perc_offset",1,1,0.660493827160494,0.48559670781893,"value_alt_offset"
"494","lq01y2l4zvsfb6u","perc_offset",1,2,0.462968607992232,0.551440329218107,"value_alt_offset"
"495","lq01y2l4zvsfb6u","perc_offset",2,1,0.858024691358025,0.567901234567901,"value_alt_offset"
"496","lq01y2l4zvsfb6u","perc_offset",2,2,0.166666666666667,0.419651475892902,"value_alt_offset"
"497","lq01y2l4zvsfb6u","perc_offset",3,1,0.969135802458513,0.419753086419753,"value_alt_offset"
"498","lq01y2l4zvsfb6u","perc_offset",3,2,0.5480109739369,0.691358024691358,"value_alt_offset"
"499","lqk83qqxe3xs6ss","perc_offset",1,1,0.524691358024691,0.370370416831517,"value_alt_offset"
"500","lqk83qqxe3xs6ss","perc_offset",1,2,0.475765881602612,0.518518518709716,"value_alt_offset"
"501","lqk83qqxe3xs6ss","perc_offset",2,1,0.12962962962963,0.469135802469136,"value_alt_offset"
"502","lqk83qqxe3xs6ss","perc_offset",2,2,0.484910836762689,0.518518518518518,"value_alt_offset"
"503","lqk83qqxe3xs6ss","perc_offset",3,1,0.726337448559671,0.518518518518518,"value_alt_offset"
"504","lqk83qqxe3xs6ss","perc_offset",3,2,0.206447187928669,0.591678097850937,"value_alt_offset"
"505","lucnd0k3f5h8ez4","perc_offset",1,1,0.611111041419392,0.222222222222222,"value_alt_offset"
"506","lucnd0k3f5h8ez4","perc_offset",1,2,0.352309122453253,0.222256092397839,"value_alt_offset"
"507","lucnd0k3f5h8ez4","perc_offset",2,1,0.450617493025775,0.444444444444445,"value_alt_offset"
"508","lucnd0k3f5h8ez4","perc_offset",2,2,0.487654320987654,0.469135802469136,"value_alt_offset"
"509","lucnd0k3f5h8ez4","perc_offset",3,1,0.421353452217648,0.666666666666579,"value_alt_offset"
"510","lucnd0k3f5h8ez4","perc_offset",3,2,0.373952141441853,0.691358024691358,"value_alt_offset"
"511","m603l2rxt7hfqax","perc_offset",1,1,0.937128486511202,0.00274348422496562,"value_alt_offset"
"512","m603l2rxt7hfqax","perc_offset",1,2,0.561728325370009,0.197226032616892,"value_alt_offset"
"513","m603l2rxt7hfqax","perc_offset",2,1,0.537037037037037,0.444444444465689,"value_alt_offset"
"514","m603l2rxt7hfqax","perc_offset",2,2,0.512345678725548,0.543209855893811,"value_alt_offset"
"515","m603l2rxt7hfqax","perc_offset",3,1,0.660493827160494,0.614540466392318,"value_alt_offset"
"516","m603l2rxt7hfqax","perc_offset",3,2,0.673144337753391,0.817253467459229,"perc_offset"
"517","m72afjrfmn9ycnm","perc_offset",1,1,0.759261140935682,-0.00823045259700161,"perc_offset"
"518","m72afjrfmn9ycnm","perc_offset",1,2,0.104430218970685,-0.00274348422496573,"perc_offset"
"519","m72afjrfmn9ycnm","perc_offset",2,1,0.203703494628546,-0.00812884214804654,"perc_offset"
"520","m72afjrfmn9ycnm","perc_offset",2,2,0.0843621399176955,0,"perc_offset"
"521","m72afjrfmn9ycnm","perc_offset",3,1,0.154320987654321,0,"perc_offset"
"522","m72afjrfmn9ycnm","perc_offset",3,2,0.240740740740741,0.123456790123457,"value_alt_offset"
"523","m8fuvpkggx3r7sw","perc_offset",1,1,0.253086419753086,0.320987654320988,"value_alt_offset"
"524","m8fuvpkggx3r7sw","perc_offset",1,2,0.277772132748508,0.370370510327404,"value_alt_offset"
"525","m8fuvpkggx3r7sw","perc_offset",2,1,0.434156378600823,0.395061728395062,"value_alt_offset"
"526","m8fuvpkggx3r7sw","perc_offset",2,2,0.401234567901235,0.44749277573701,"value_alt_offset"
"527","m8fuvpkggx3r7sw","perc_offset",3,1,0.236625514403292,0.392318244170096,"value_alt_offset"
"528","m8fuvpkggx3r7sw","perc_offset",3,2,0.351851851853032,0.518416907991668,"value_alt_offset"
"529","mdtwfshb8x8v70p","perc_offset",1,1,0.388888888888889,0.148148194609295,"value_alt_offset"
"530","mdtwfshb8x8v70p","perc_offset",1,2,0.759259259259259,0.320987654320988,"value_alt_offset"
"531","mdtwfshb8x8v70p","perc_offset",2,1,0.550754458161866,0.359396433463426,"value_alt_offset"
"532","mdtwfshb8x8v70p","perc_offset",2,2,0.228395061728395,0.444444444444444,"value_alt_offset"
