"","sub","model","rr","pu","rho","omega","lambda","offset","bestfit"
"62","3jrram86yd3uhgb","full_offset",1,2,0.0432098765432099,0.87037037037037,2.17421124828532,-0.0246913580246914,"value_alt_offset"
"63","3jrram86yd3uhgb","full_offset",2,1,0.0679012345679013,0.660493827160494,1.54320987654321,-0.0740740740739867,"value_alt_offset"
"64","3jrram86yd3uhgb","full_offset",2,2,0.0925925925925926,0.944444653519602,3.14814814811274,-0.0740740740740741,"value_alt_offset"
"65","3jrram86yd3uhgb","full_offset",3,1,0.0267489711934157,0.55761316872428,1.37860082304527,0.0658436213991769,"value_alt_offset"
"66","3jrram86yd3uhgb","full_offset",3,2,0.166666666666667,0.944444444444444,1.66666666666667,0,"value_alt_offset"
"67","3t9q259awsqqnjn","full_offset",1,1,0.0130315500685871,0.200960289170457,3.34019204389181,-0.0356652949245445,"value_alt_offset"
"68","3t9q259awsqqnjn","full_offset",1,2,0.129627747953207,0.216049382716049,2.64976733039161,-0.0246912186412526,"value_alt_offset"
"69","3t9q259awsqqnjn","full_offset",2,1,0.0308641975308642,0.129172382258802,2.03246456332876,-0.0164609053497943,"value_alt_offset"
"70","3t9q259awsqqnjn","full_offset",2,2,0.0925925925925926,0.00617283950617287,5.69958847736626,-0.0246913580246914,"value_alt_offset"
"71","3t9q259awsqqnjn","full_offset",3,1,0.0185185185185185,0.143347050754458,3.83401920438958,-0.0823045267489712,"value_alt_offset"
"72","3t9q259awsqqnjn","full_offset",3,2,0.0555555555555556,0.265432098765432,5.37037037037037,-0.0493827158581845,"value_alt_offset"
"73","4g3g9s2nj7eh7g9","full_offset",1,1,0.0925925925925926,0.512345679012346,2.03703703703704,-0.0246913580246914,"value_alt_offset"
"74","4g3g9s2nj7eh7g9","full_offset",1,2,0.0555555555555556,0.820987654320988,1.04938271604938,0,"value_alt_offset"
"75","4g3g9s2nj7eh7g9","full_offset",2,1,0.0281207133058985,0.575445746494838,1.05395518975766,-0.0137174211248285,"value_alt_offset"
"76","4g3g9s2nj7eh7g9","full_offset",2,2,0.0925925925925926,0.565843621399177,1.66661022497789,0,"value_alt_offset"
"77","4g3g9s2nj7eh7g9","full_offset",3,1,0.0308641975308642,0.993827160493827,0.925925925925926,0,"value_alt_offset"
"78","4g3g9s2nj7eh7g9","full_offset",3,2,0.051440329218107,0.314814814814815,3.02469135802469,-0.592592592592593,"value_alt_offset"
"79","4ns4fa2xqw95lgx","full_offset",1,1,0.0679012345679013,0.314814814814815,4.79423868312757,0.0246913580246915,"value_alt_offset"
"80","4ns4fa2xqw95lgx","full_offset",1,2,0.0514572643059154,0.266803840877915,6.87923024094084,0.0109400667242459,"value_alt_offset"
"81","4ns4fa2xqw95lgx","full_offset",2,1,0.0432098765432099,0.228395061728395,6.27572016460905,0.0246913580246915,"value_alt_offset"
"82","4ns4fa2xqw95lgx","full_offset",2,2,0.0267489711934157,0.162551440329218,5.0960219478738,0.0411522633744854,"value_alt_offset"
"83","4ns4fa2xqw95lgx","full_offset",3,1,0.0390946502057613,0.158487019255195,7.38683127572016,-0.0246913582158895,"value_alt_offset"
"84","4ns4fa2xqw95lgx","full_offset",3,2,0.0349794238683128,0.335390946502058,8.04526748971193,-0.00823045267489708,"perc_offset"
"85","4tcxev3874jk89a","full_offset",1,1,0.12962962962963,0.178859929888737,0.555555555555556,0.222222222222222,"value_alt_offset"
"86","4tcxev3874jk89a","full_offset",1,2,0.162551440329218,0.0596707818930041,2.77777777777778,0,"value_alt_offset"
"87","4tcxev3874jk89a","full_offset",2,1,0.0308641975308642,0.0555555555555556,2.20164609053498,-0.123456790123457,"value_alt_offset"
"88","4tcxev3874jk89a","full_offset",2,2,0.0555555555555556,0.290123456790123,3.14814814814815,7.86926079854311e-13,"value_alt_offset"
"89","4tcxev3874jk89a","full_offset",3,1,0.0349794238683128,0.279149519890261,0.541838134430727,0.293552812071331,"value_alt_offset"
"90","4tcxev3874jk89a","full_offset",3,2,0.709876543209876,0.833333333333333,6.11568358481939,-0.296296296296296,"value_alt_offset"
"91","57znvber9kc1tnj","full_offset",1,1,0.0432098765432099,0.5,0.802469135802469,0,"value_alt_offset"
"92","57znvber9kc1tnj","full_offset",1,2,0.0596707818930041,0.512345679012346,1.70781893004115,-0.0493827160493827,"value_alt_offset"
"93","57znvber9kc1tnj","full_offset",2,1,0.0308641975308642,0.796296296296296,1.18655692726226,0,"value_alt_offset"
"94","57znvber9kc1tnj","full_offset",2,2,0.0568764924046131,0.944444444444444,1.2962962962963,0,"value_alt_offset"
"95","57znvber9kc1tnj","full_offset",3,1,0.12962962962963,0.598765432098765,1.33744855967078,-0.37037037037037,"value_alt_offset"
"96","57znvber9kc1tnj","full_offset",3,2,0.117283950617284,0.820987654320988,2.03703703703704,-0.148148148148148,"value_alt_offset"
"97","5cp1qjka53bl73q","full_offset",1,1,0.055555555938083,0.796296296296296,0.185185185078964,0.074074074074074,"perc_offset"
"98","5cp1qjka53bl73q","full_offset",1,2,0.0925925925925926,0.833333333333333,0.925925925925926,0,"perc_offset"
"99","5cp1qjka53bl73q","full_offset",2,1,0.0445816186556928,0.512345679012346,0.555555564159472,0.0246913580246915,"perc_offset"
"100","5cp1qjka53bl73q","full_offset",2,2,0.0185185185185185,0.969135802469136,0.541838134430727,0.074074074074074,"value_alt_offset"
"101","5cp1qjka53bl73q","full_offset",3,1,0.0180612711476909,0.5,1.28257887517147,-0.337448420287343,"perc_offset"
"102","5cp1qjka53bl73q","full_offset",3,2,0.166666666666667,0.61522633744856,2.77772132748508,-0.246913580246914,"perc_offset"
"103","5jwar0bvwr53h40","full_offset",1,1,0.0308641975308642,0.585048010973937,1.54320987654321,0,"value_alt_offset"
"104","5jwar0bvwr53h40","full_offset",1,2,0.117283953198459,0.051440329218107,2.20164609053498,0.0576131687242796,"value_alt_offset"
"105","5jwar0bvwr53h40","full_offset",2,1,0.0555555555555556,0.316186766002456,3.88888888888889,0.0768175582990396,"value_alt_offset"
"106","5jwar0bvwr53h40","full_offset",2,2,0.0555555555555556,0.611111111111111,2.77930193568054,0.0073159579332418,"value_alt_offset"
"107","5jwar0bvwr53h40","full_offset",3,1,0.0308641975308642,0.0596707818930041,6.52263374485597,0.00823045267489708,"value_alt_offset"
"108","5jwar0bvwr53h40","full_offset",3,2,0.0555555555555556,0.87037037037037,2.77777777777778,0.074074074074074,"value_alt_offset"
"109","5o4n9abwu4u5bb5","full_offset",1,1,0.104938271604938,0.948559670781893,0.925925925925926,-0.0246913580246914,"perc_offset"
"110","5o4n9abwu4u5bb5","full_offset",1,2,0.0555555555555556,0.648148148148148,0.555555555555556,-3.26157246680614e-05,"perc_offset"
"111","5o4n9abwu4u5bb5","full_offset",2,1,0.424554183813443,0.388888888888889,3.88888888888889,-0.230452674897207,"value_alt_offset"
"112","5o4n9abwu4u5bb5","full_offset",2,2,0.092135345221765,0.796296296296296,0.92592592592591,0,"value_alt_offset"
"113","5o4n9abwu4u5bb5","full_offset",3,1,0.0555555555555556,0.660951074531322,0.802469135802469,-0.0740740585870253,"perc_offset"
"114","5o4n9abwu4u5bb5","full_offset",3,2,0.0555555555555556,0.833333333333333,1.66615861403241,0,"value_alt_offset"
"115","5pgqs0v0feqyejp","full_offset",1,1,0.0308641975308642,0.687928669410151,1.31001371742113,0.000914494741655281,"value_alt_offset"
"116","5pgqs0v0feqyejp","full_offset",1,2,0.0925925925925926,0.833333333333333,1.41975308641975,0.0658436213991769,"value_alt_offset"
"117","5pgqs0v0feqyejp","full_offset",2,1,0.0925925925925926,0.833333333333333,1.29477213839354,5.16234965886042e-09,"value_alt_offset"
"118","5pgqs0v0feqyejp","full_offset",2,2,0.0925925925925926,0.907407407407407,1.17283950617284,-5.73594394204235e-10,"value_alt_offset"
"119","5pgqs0v0feqyejp","full_offset",3,1,0.018535453606327,0.932098765432099,1.25514403292181,0.0164558875459995,"value_alt_offset"
"120","5pgqs0v0feqyejp","full_offset",3,2,0.0925925925925926,0.648148148148148,1.54320987654321,0,"value_alt_offset"
"121","6be4c2orpqft8ul","full_offset",1,1,0.944444444444444,0.981481481481481,3.88888888888889,0.222222222222222,"perc_offset"
"122","6be4c2orpqft8ul","full_offset",1,2,0.166666666666667,0.166819082456943,1.41975308641975,0.197530864197531,"value_alt_offset"
"123","6be4c2orpqft8ul","full_offset",2,1,0.0596707818930041,0.217421124828532,1.65294924554184,0.230452674897119,"value_alt_offset"
"124","6be4c2orpqft8ul","full_offset",2,2,0.166666666666667,0.273662551440329,2.77777777777778,0,"value_alt_offset"
"125","6be4c2orpqft8ul","full_offset",3,1,0.0390946502057613,0.0582990397805213,2.65432098765432,-0.0987654320987654,"value_alt_offset"
"126","6be4c2orpqft8ul","full_offset",3,2,0.0185185185185185,0.104938271604938,2.40740740708874,-0.0493827160493827,"value_alt_offset"
"127","6wyn194o3vd7jmv","full_offset",1,1,0.00480109739369001,0.611111111111111,0.651577503429356,0,"perc_offset"
"128","6wyn194o3vd7jmv","full_offset",1,2,0.0925925925925926,0.5,0.802469135802469,1.25445094867338e-06,"perc_offset"
"129","6wyn194o3vd7jmv","full_offset",2,1,0.0186709343087944,0.598765432098765,0.925925925925926,-0.0494843265762333,"perc_offset"
"130","6wyn194o3vd7jmv","full_offset",2,2,0.0802469135802469,0.561728395061728,1.66666666666667,-0.123456790123457,"value_alt_offset"
"131","6wyn194o3vd7jmv","full_offset",3,1,0.203703703703704,0.611111111111111,0.555555555555556,-0.0740740740740741,"value_alt_offset"
"132","6wyn194o3vd7jmv","full_offset",3,2,0.104938271604938,0.574074074074074,1.66666666666667,-0.222220967771273,"value_alt_offset"
"133","70kcrqfjf2xhh4m","full_offset",1,1,0.0925925925925926,0.12962962962963,0.944215820759031,0.145099832342631,"value_alt_offset"
"134","70kcrqfjf2xhh4m","full_offset",1,2,0.0349794238683128,0.183127572016461,1.00365797896662,0.12345679184424,"value_alt_offset"
"135","70kcrqfjf2xhh4m","full_offset",2,1,0.0313214449016918,0.279149519890261,2.32510288065844,0.0109739368998627,"value_alt_offset"
"136","70kcrqfjf2xhh4m","full_offset",2,2,0.01440329218107,0.203703703671837,1.95472623803332,0.0411522633744854,"value_alt_offset"
"137","70kcrqfjf2xhh4m","full_offset",3,1,0.0349794238683128,0.228395061728395,2.42112482853224,-0.0493827160493827,"value_alt_offset"
"138","70kcrqfjf2xhh4m","full_offset",3,2,0.0925925925925926,0.0555555555555556,2.65432098765432,0,"value_alt_offset"
"139","7bwng7h1w9q6djl","full_offset",1,1,0.174897119341564,0.203703703703704,0.925925925925926,0.0987654320987654,"value_alt_offset"
"140","7bwng7h1w9q6djl","full_offset",1,2,0.0308641975308642,0.306584362139918,2.03703703703704,0.0164609053497944,"value_alt_offset"
"141","7bwng7h1w9q6djl","full_offset",2,1,0.0596707818930041,0.0925925925925926,2.77777777777778,0,"value_alt_offset"
"142","7bwng7h1w9q6djl","full_offset",2,2,0.0555555555555556,0.216049382716049,3.51851851851852,0,"value_alt_offset"
"143","7bwng7h1w9q6djl","full_offset",3,1,0.0308641975308642,0.310699588477366,2.77777777777778,-0.148148148148148,"value_alt_offset"
"144","7bwng7h1w9q6djl","full_offset",3,2,0.0267489711934157,0.0185185185185185,2.03703703703704,0.0411522633744854,"value_alt_offset"
"145","7pjw0pz87exlgmd","full_offset",1,1,0.0679012345679013,0.133744864570994,1.17283950617284,0.17283950617284,"value_alt_offset"
"146","7pjw0pz87exlgmd","full_offset",1,2,0.0349794238683128,0.173525377229081,1.17283950617284,0.082304526748971,"value_alt_offset"
"147","7pjw0pz87exlgmd","full_offset",2,1,0.00663008687700048,0.106767261088249,1.36031092821216,0.0265203475080018,"value_alt_offset"
"148","7pjw0pz87exlgmd","full_offset",2,2,0.0596707818930041,0.166649731578858,2.76406035665295,0,"value_alt_offset"
"149","7pjw0pz87exlgmd","full_offset",3,1,0.0171467764060357,0.150205761316872,2.03703703703704,0.00826432285051393,"value_alt_offset"
"150","7pjw0pz87exlgmd","full_offset",3,2,0.0171467764060357,0.0185185185185185,3.39506172839506,0.0329218106995885,"value_alt_offset"
"151","85aq8xl8ayntz3l","full_offset",1,1,0.203703703703704,0.146090534979424,1.2962962962963,0.181069958847737,"value_alt_offset"
"152","85aq8xl8ayntz3l","full_offset",1,2,0.0308641975308642,0.314814814814815,3.51851851851852,0,"value_alt_offset"
"153","85aq8xl8ayntz3l","full_offset",2,1,0.01440329218107,0.0171467764060357,3.07041609510745,0.0274348422496571,"value_alt_offset"
"154","85aq8xl8ayntz3l","full_offset",2,2,0.183127572016461,0.203703703703704,4.75308641975309,-0.0493827160501695,"value_alt_offset"
"155","85aq8xl8ayntz3l","full_offset",3,1,0.0637860779221721,0.0807041609509434,8.29675145291554,-0.0246913580246914,"perc_offset"
"156","85aq8xl8ayntz3l","full_offset",3,2,0.141975308641975,0.759259259259259,3.72427983539095,-0.0740740740740741,"value_alt_offset"
"157","8epzoljwn0gbtge","full_offset",1,1,0.0555555555555556,0.364197530864198,0.925925925925926,0.44718792866941,"value_alt_offset"
"158","8epzoljwn0gbtge","full_offset",1,2,0.0925925925925926,0.376543209876543,1.79012345679012,0.345679012345679,"value_alt_offset"
"159","8epzoljwn0gbtge","full_offset",2,1,0.0185185185185185,0.314814814814815,2.16049382716049,-2.90878432451791e-14,"value_alt_offset"
"160","8epzoljwn0gbtge","full_offset",2,2,0.0555555555555556,0.425925925925926,2.42112482853224,0.427069044352995,"value_alt_offset"
"161","8epzoljwn0gbtge","full_offset",3,1,0.0555555555555556,0.061042524005487,2.81893004115183,-0.0740740740740741,"value_alt_offset"
"162","8epzoljwn0gbtge","full_offset",3,2,0.12962962962963,0.390260631001372,5,-0.296296296296296,"value_alt_offset"
"163","8es63ovt8uw2mgg","full_offset",1,1,0.0802469135802469,0.611568288790219,1.17283950617284,0.074074074074074,"perc_offset"
"164","8es63ovt8uw2mgg","full_offset",1,2,0.0555555555555556,0.969135802469136,0.967078189300412,0.148146893697171,"perc_offset"
"165","8es63ovt8uw2mgg","full_offset",2,1,0.00617283950617287,0.722222222222222,0.925925925925926,0,"value_alt_offset"
"166","8es63ovt8uw2mgg","full_offset",2,2,0.0555555555555556,0.648148148148148,1.2962962962963,0.0576131687242796,"value_alt_offset"
"167","8es63ovt8uw2mgg","full_offset",3,1,0.12962962962963,0.734567901234568,0.802977188436722,0.0246913580246915,"value_alt_offset"
"168","8es63ovt8uw2mgg","full_offset",3,2,0.0925925925925926,0.796296296296296,1.33744855967078,-0.148148148148148,"value_alt_offset"
"169","8le0rzndxgpur8r","full_offset",1,1,0.203703703703704,0.0185185185185185,1.2962962962963,0.074074074074074,"value_alt_offset"
"170","8le0rzndxgpur8r","full_offset",1,2,0.00617283950617287,0.656378600823045,3.51851851851852,0,"perc_offset"
"171","8le0rzndxgpur8r","full_offset",2,1,0.0226337448559671,0.845679012345679,1.17283950617284,0.0329218106995885,"value_alt_offset"
"172","8le0rzndxgpur8r","full_offset",2,2,0.796296296296296,0.170781893004115,9.81481481481481,0,"perc_offset"
"173","8le0rzndxgpur8r","full_offset",3,1,0.0226337448559671,0.553497942386831,2.16049382716049,-0.0987654320987654,"value_alt_offset"
"174","8le0rzndxgpur8r","full_offset",3,2,0.166666666666667,0.611111111111111,4.99999999139608,0,"perc_offset"
"175","96deaxjjts0yvax","full_offset",1,1,0.759259259259259,0.5,8.7037037037037,0,"value_alt_offset"
"176","96deaxjjts0yvax","full_offset",1,2,0.611111111111111,0.833333333333333,9.81481481481481,0,"value_alt_offset"
"177","96deaxjjts0yvax","full_offset",2,1,0.833333333333333,0.721764974851394,9.5679012345679,0.0109739368998627,"value_alt_offset"
"178","96deaxjjts0yvax","full_offset",2,2,0.808794391098918,0.689300411522634,9.93827160493827,0.0164609053497944,"value_alt_offset"
"179","96deaxjjts0yvax","full_offset",3,1,0.981481489225006,0.512345679012346,9.77366255144033,0,"perc_offset"
"180","96deaxjjts0yvax","full_offset",3,2,0.944444444444444,0.648148148148148,9.89711934156379,0.0246913580884243,"perc_offset"
"181","9h1m4d4lp6ksfjt","full_offset",1,1,0.166666666666667,0.240740740740741,1.18655692729767,0,"value_alt_offset"
"182","9h1m4d4lp6ksfjt","full_offset",1,2,0.0555555555555556,0.203703703703704,1.70781893004115,-0.024691357451097,"value_alt_offset"
"183","9h1m4d4lp6ksfjt","full_offset",2,1,0.0185185185185185,0.191358024691358,1.17283950617284,0.0246913580246915,"value_alt_offset"
"184","9h1m4d4lp6ksfjt","full_offset",2,2,0.0555555555555556,0.199588477366255,2.03703703703704,-0.0739724635472235,"value_alt_offset"
"185","9h1m4d4lp6ksfjt","full_offset",3,1,0.00617283950617287,0.313443072702332,1.54320987654321,-0.0438957475994514,"value_alt_offset"
"186","9h1m4d4lp6ksfjt","full_offset",3,2,0.0967078189300412,0.265432098765432,1.66666666666667,-0.197530864197531,"value_alt_offset"
"187","9ho9tv1b4jdy3p6","full_offset",1,1,0.0281207133058985,0.0720164609053498,1.52949245541838,0.0411522633744854,"value_alt_offset"
"188","9ho9tv1b4jdy3p6","full_offset",1,2,0.0925925925925926,0.327160493827161,1.29612694541821,0.074074074074074,"value_alt_offset"
"189","9ho9tv1b4jdy3p6","full_offset",2,1,0.0308641975308642,0.179012345679012,3.02469135802469,-0.0246913580246914,"value_alt_offset"
"190","9ho9tv1b4jdy3p6","full_offset",2,2,0.0445816263992171,0.146090534883869,3.51851851851852,-0.0987654320987654,"value_alt_offset"
"191","9ho9tv1b4jdy3p6","full_offset",3,1,0.0555555555555556,0.314814814814815,2.53086419753086,-0.395061728395062,"value_alt_offset"
"192","9ho9tv1b4jdy3p6","full_offset",3,2,0.0555499105262861,0.166666643436094,7.22222222222222,5.16234965886042e-09,"value_alt_offset"
"193","9jfa3uck1pm1a27","full_offset",1,1,0.00617283950617287,0.228395061728395,1.88614540466392,0.0329218106995885,"value_alt_offset"
"194","9jfa3uck1pm1a27","full_offset",1,2,0.0843621399176955,0.257201646090535,2.65432098765432,0.0493827160493825,"value_alt_offset"
"195","9jfa3uck1pm1a27","full_offset",2,1,0.0185185210996933,0.229766803840893,1.65294924554185,0.0411522628008909,"value_alt_offset"
"196","9jfa3uck1pm1a27","full_offset",2,2,0.0432098765432099,0.191358024691358,4.01234567901235,0.0329218106995885,"value_alt_offset"
"197","9jfa3uck1pm1a27","full_offset",3,1,0.0226337448559671,0.0596707818930041,5.24691358024691,0.00823045267489708,"value_alt_offset"
"198","9jfa3uck1pm1a27","full_offset",3,2,0.0432098765432099,0.192780572067266,3.88888888888889,8.74855743404623e-14,"value_alt_offset"
"199","9oe8onshjdy2khe","full_offset",1,1,0.0514384475416839,0.722222222222222,1.13168724279835,-0.00853528425544881,"perc_offset"
"200","9oe8onshjdy2khe","full_offset",1,2,0.0560128029263832,0.783950617283951,1.66666666666667,0.0246917761750076,"value_alt_offset"
"201","9oe8onshjdy2khe","full_offset",2,1,0.117283950617284,0.512345679012346,1.17283950617284,-0.0493827160493827,"value_alt_offset"
"202","9oe8onshjdy2khe","full_offset",2,2,0.0185185185185185,0.685185185185185,1.2962962962963,0.0246913582158896,"value_alt_offset"
"203","9oe8onshjdy2khe","full_offset",3,1,0.0390946502057613,0.524691358024691,1.17283950617284,-0.0246913580246914,"value_alt_offset"
"204","9oe8onshjdy2khe","full_offset",3,2,0.0308641975308642,0.907407407407407,1.2962962962963,0.0493827160493825,"value_alt_offset"
"205","9p57f5mpldrqae2","full_offset",1,1,0.0679012345679013,0.117283950617284,0.925925925925926,0.0987654320987654,"value_alt_offset"
