"","model","sub","iter","ll","AIC","AICc","BIC","k","offsetIN","omegaIN","lambdaIN","rhoIN","offsetOUT","omegaOUT","lambdaOUT","rhoOUT"
"1","full_offset","26",1,116.711747569398,241.423495138795,242.71381771944,247.75757089262,NA,-0.0776086715159064,1,5.1447872421913,0.231023443806733,-0.0493827160493827,0.763374485596708,3.23045267489714,0.121399176954733
"2","full_offset","26",2,116.462928862825,240.925857725649,242.216180306295,247.259933479474,NA,-0.0776086715159064,1,5.1447872421913,0.231023443806733,-0.0493827160470223,0.874485596707819,3.27160493827161,0.180384087791495
"3","full_offset","26",3,116.223452698247,240.446905396494,241.737227977139,246.780981150318,NA,-0.0776086715159064,1,5.1447872421913,0.231023443806733,-0.0740740792364236,0.5,4.30041152263374,0.203703703703704
"4","full_offset","26",4,116.13915020999,240.278300419979,241.568623000625,246.612376173804,NA,-0.0776086715159064,1,5.1447872421913,0.231023443806733,-0.0685871056241427,0.709876543209876,4.40998154075414,0.0802469135802469
"5","full_offset","26",5,116.581659248237,241.163318496475,242.45364107712,247.497394250299,NA,-0.0776086715159064,1,5.1447872421913,0.231023443806733,-0.0492811055225322,0.80909922267947,3.31275720164609,0.104938271604938
"6","full_offset","26",6,116.732104002278,241.464208004555,242.7545305852,247.79828375838,NA,-0.0776086715159064,1,5.1447872421913,0.231023443806733,-0.0521262002743484,0.993877965757252,3.27160493827161,0.166666666666667
"7","full_offset","26",7,116.635265191261,241.270530382522,242.560852963167,247.604606136346,NA,-0.0776086715159064,1,5.1447872421913,0.231023443806733,-0.0411522633744856,0.882766854646141,3.27160493827161,0.174897119341564
"8","full_offset","26",8,116.501581355762,241.003162711524,242.293485292169,247.337238465349,NA,-0.0776086715159064,1,5.1447872421913,0.231023443806733,-0.0493827160493827,0.598763527478566,3.26703246456333,0.0601280292638366
"9","full_offset","26",9,116.19579293743,240.39158587486,241.681908455505,246.725661628685,NA,-0.0776086715159064,1,5.1447872421913,0.231023443806733,-0.065843621399177,0.993827160493827,4.43758573388203,0.141975726792292
"10","full_offset","26",10,116.502665988247,241.005331976495,242.29565455714,247.339407730319,NA,-0.0776086715159064,1,5.1447872421913,0.231023443806733,-0.0493827160493827,0.804526748971193,3.31275720164607,0.191358024691358
"11","full_offset","26",11,116.609096503371,241.218193006741,242.508515587386,247.552268760566,NA,-0.0776086715159064,1,5.1447872421913,0.231023443806733,-0.0493827160493827,0.730452674897119,3.32647462277106,0.0939643347050755
"12","full_offset","26",12,116.538005797971,241.076011595943,242.366334176588,247.410087349767,NA,-0.0776086715159064,1,5.1447872421913,0.231023443806733,-0.0493828554328215,0.812757201646091,3.27160493827161,0.129629629629625
"13","full_offset","26",13,116.254685984852,240.509371969703,241.799694550349,246.843447723528,NA,-0.0776086715159064,1,5.1447872421913,0.231023443806733,-0.0740740740740741,0.644032921810714,4.4238683127572,0.253086419753086
"14","full_offset","26",14,116.471662317647,240.943324635295,242.23364721594,247.277400389119,NA,-0.0776086715159064,1,5.1447872421913,0.231023443806733,-0.0493827160493827,0.61522633744856,3.31275720164609,0.0308641975308642
"15","full_offset","26",15,116.576134410851,241.152268821701,242.442591402346,247.486344575526,NA,-0.0776086715159064,1,5.1447872421913,0.231023443806733,-0.0521262002743484,0.944444444444444,3.31275720164609,0.0843621399176955
"16","full_offset","26",16,116.701016834808,241.402033669616,242.692356250262,247.736109423441,NA,-0.0776086715159064,1,5.1447872421913,0.231023443806733,-0.049077884468831,0.981481481290677,3.31275720164609,0.240435909160189
"17","full_offset","26",17,116.177825220888,240.355650441775,241.64597302242,246.689726195599,NA,-0.0776086715159064,1,5.1447872421913,0.231023443806733,-0.065843621399177,0.801766329945216,4.30041152263374,0.117283950617285
"18","full_offset","26",18,116.22834816832,240.45669633664,241.747018917285,246.790772090464,NA,-0.0776086715159064,1,5.1447872421913,0.231023443806733,-0.0658436213990896,0.613854595336077,4.4238683127572,0.133744855967078
"19","full_offset","26",19,116.254769235435,240.50953847087,241.799861051515,246.843614224695,NA,-0.0776086715159064,1,5.1447872421913,0.231023443806733,-0.0658436213991781,0.742798353909465,4.27297737730128,0.132373113854595
"20","full_offset","26",20,116.609691063762,241.219382127525,242.50970470817,247.553457881349,NA,-0.0776086715159064,1,5.1447872421913,0.231023443806733,-0.0414570949550374,0.833333333333333,3.27160493827161,0.109053497942387
"21","full_offset","26",21,116.102495428935,240.204990857871,241.495313438516,246.539066611695,NA,-0.0776086715159064,1,5.1447872421913,0.231023443806733,-0.065843621399177,0.58641975308642,4.41929583904893,0.0925925925925926
"22","full_offset","26",22,116.464516326775,240.92903265355,242.219355234195,247.263108407374,NA,-0.0776086715159064,1,5.1447872421913,0.231023443806733,-0.0492811055225322,0.52880658436214,3.31275720161068,0.0555555555555556
"23","full_offset","26",23,116.50574169803,241.011483396059,242.301805976705,247.345559149884,NA,-0.0776086715159064,1,5.1447872421913,0.231023443806733,-0.0411522633744856,0.759259259259259,3.31123304374333,0.203703703703704
"24","full_offset","26",24,116.561724076673,241.123448153346,242.413770733991,247.457523907171,NA,-0.0776086715159064,1,5.1447872421913,0.231023443806733,-0.0494843265762333,0.672839506172839,3.27177428914969,0.228395061728395
"25","full_offset","26",25,116.181715213934,240.363430427867,241.653753008512,246.697506181692,NA,-0.0776086715159064,1,5.1447872421913,0.231023443806733,-0.065843621399177,0.697530864197531,4.41015089163237,0.118655692729767
