"","model","sub","iter","ll","AIC","AICc","BIC","k","offsetIN","omegaIN","lambdaIN","rhoIN","offsetOUT","omegaOUT","lambdaOUT","rhoOUT"
"1","full_offset","73",1,119.303164065059,246.606328130119,247.896650710764,252.940403883943,NA,-0.00760867151590641,1,0.944787242191296,0.521023443806733,-0.0741079442496909,0.759259259259259,2.03703703703704,0.277777777777778
"2","full_offset","73",2,119.356057536869,246.712115073737,248.002437654382,253.046190827562,NA,-0.00760867151590641,1,0.944787242191296,0.521023443806733,-0.00274348422496573,0.537037037037037,1.29629629629236,0.154320987654321
"3","full_offset","73",3,118.885479086536,245.770958173072,247.061280753718,252.105033926897,NA,-0.00760867151590641,1,0.944787242191296,0.521023443806733,-0.0740740740740741,0.759259259259259,2.03703703703705,0.203703703703704
"4","full_offset","73",4,119.398030866423,246.796061732846,248.086384313491,253.13013748667,NA,-0.00760867151590641,1,0.944787242191296,0.521023443806733,-0.0246913580246914,0.833333333333333,1.66666666666667,0.162551440329218
"5","full_offset","73",5,118.736702030786,245.473404061572,246.763726642217,251.807479815396,NA,-0.00760867151590641,1,0.944787242191296,0.521023443806733,-0.0740740740740741,0.895067373424331,2.16100187979475,0.0679012345679013
"6","full_offset","73",6,119.140771237206,246.281542474412,247.571865055057,252.615618228237,NA,-0.00760867151590641,1,0.944787242191296,0.521023443806733,-0.0494843265762333,0.611111111111111,2.03703703703704,0.0807041609510745
"7","full_offset","73",7,119.411417656326,246.822835312653,248.113157893298,253.156911066477,NA,-0.00760867151590641,1,0.944787242191296,0.521023443806733,-0.0740742134575129,0.5,2.16049382716049,0.0679012345679013
"8","full_offset","73",8,119.131287392131,246.262574784261,247.552897364906,252.596650538086,NA,-0.00760867151590641,1,0.944787242191296,0.521023443806733,-0.0493827160493816,0.574074074073943,2.03703703703704,0.179012345679012
"9","full_offset","73",9,119.208062172204,246.416124344409,247.706446925054,252.750200098233,NA,-0.00760867151590641,1,0.944787242191296,0.521023443806733,-0.0740740740740741,0.648148148434945,2.03703703703704,0.12962962963317
"10","full_offset","73",10,119.217790561938,246.435581123877,247.725903704522,252.769656877701,NA,-0.00760867151590641,1,0.944787242191296,0.521023443806733,-0.0740740740740741,0.771604938271605,1.79012345679012,0.154320987654321
"11","full_offset","73",11,118.982293431821,245.964586863642,247.254909444287,252.298662617467,NA,-0.00760867151590641,1,0.944787242191296,0.521023443806733,-0.0740740895611228,0.574074074074074,2.03703703703704,0.166819082456943
"12","full_offset","73",12,119.551528123312,247.103056246624,248.393378827269,253.437132000449,NA,-0.00760867151590641,1,0.944787242191296,0.521023443806733,-0.0823045267489712,0.611111111111155,1.91408829954783,0.216049382716049
"13","full_offset","73",13,119.437354293599,246.874708587197,248.165031167842,253.208784341022,NA,-0.00760867151590641,1,0.944787242191296,0.521023443806733,-0.0740740740740741,0.895061728395062,2.16049382716049,0.191358024691358
"14","full_offset","73",14,119.350998511081,246.701997022162,247.992319602807,253.036072775987,NA,-0.00760867151590641,1,0.944787242191296,0.521023443806733,-0.0740740740740741,0.685185185185185,2.16049382716049,0.129477213839354
