"","model","sub","iter","ll","AIC","AICc","BIC","k","offsetIN","omegaIN","lambdaIN","rhoIN","offsetOUT","omegaOUT","lambdaOUT","rhoOUT"
"1","full_offset","30",1,116.535777656384,241.071555312768,242.361877893414,247.405631066593,NA,0.122391328484094,1,8.8447872421913,0.261023443806733,0.0987654320987654,0.310699588477366,9.8559670781893,0.882716049382716
"2","full_offset","30",2,116.296679486073,240.593358972147,241.883681552792,246.927434725971,NA,0.122391328484094,1,8.8447872421913,0.261023443806733,0.0987654320987654,0.0761316872427984,9.93827160493827,0.656378600823045
"3","full_offset","30",3,116.363318904609,240.726637809217,242.016960389862,247.060713563042,NA,0.122391328484094,1,8.8447872421913,0.261023443806733,0.106995884773663,0.133744855967078,9.89711934156379,0.179012345679012
"4","full_offset","30",4,116.445456133037,240.890912266074,242.181234846719,247.224988019898,NA,0.122391328484094,1,8.8447872421913,0.261023443806733,0.0987654320987654,0.0637860082304527,8.33333333333333,0.549382716049383
"5","full_offset","30",5,116.536704736241,241.073409472481,242.363732053126,247.407485226306,NA,0.122391328484094,1,8.8447872421913,0.261023443806733,0.0987654320987654,0.0715592135345222,8.58024691358025,0.936213991769547
"6","full_offset","30",6,116.390430710699,240.780861421398,242.071184002043,247.114937175222,NA,0.122391328484094,1,8.8447872421913,0.261023443806733,0.0987654320987654,0.179012345679012,8.7037037037037,0.846136259716507
"7","full_offset","30",7,116.290560114488,240.581120228975,241.871442809621,246.9151959828,NA,0.122391328484094,1,8.8447872421913,0.261023443806733,0.0987654320987654,0.0308641975308642,9.97942386831276,0.549382716049383
"8","full_offset","30",8,116.421510109604,240.843020219207,242.133342799853,247.177095973032,NA,0.122391328484094,1,8.8447872421913,0.261023443806733,0.0987654320987654,0.10082304526749,8.74485596707819,0.302469135802469
"9","full_offset","30",9,116.36418323584,240.728366471681,242.018689052326,247.062442225505,NA,0.122391328484094,1,8.8447872421913,0.261023443806733,0.0987654320987654,0.15843621399177,8.7037037037037,0.882716049382716
"10","full_offset","30",10,116.232479303012,240.464958606024,241.755281186669,246.799034359849,NA,0.122391328484094,1,8.8447872421913,0.261023443806733,0.0987654320987654,0.159807956104252,8.74485596707819,0.919753086419753
"11","full_offset","30",11,116.432922666026,240.865845332052,242.156167912698,247.199921085877,NA,0.122391328484094,1,8.8447872421913,0.261023443806733,0.0987654320987654,0.203703703703704,8.20987654320987,0.524691358024691
"12","full_offset","30",12,116.228910648194,240.457821296388,241.748143877034,246.791897050213,NA,0.122391328484094,1,8.8447872421913,0.261023443806733,0.101508916323731,0.306584362139918,9.81481481481481,0.87037037037037
"13","full_offset","30",13,116.313108487373,240.626216974745,241.916539555391,246.96029272857,NA,0.122391328484094,1,8.8447872421913,0.261023443806733,0.106995884773663,0.199588477366255,8.86831275720164,0.524691358024691
"14","full_offset","30",14,116.180863075003,240.361726150005,241.65204873065,246.69580190383,NA,0.122391328484094,1,8.8447872421913,0.261023443806733,0.123456790123457,0.993827160493827,7.55144032921811,0.388888888888889
"15","full_offset","30",15,116.498848871071,240.997697742141,242.288020322786,247.331773495966,NA,0.122391328484094,1,8.8447872421913,0.261023443806733,0.0987654320987654,0.203703703703704,8.7037037037037,0.512345679012346
"16","full_offset","30",16,116.292940502953,240.585881005907,241.876203586552,246.919956759731,NA,0.122391328484094,1,8.8447872421913,0.261023443806733,0.106995884773663,0.117283950712883,9.93827160493827,0.166666666666667
"17","full_offset","30",17,116.221631781194,240.443263562388,241.733586143034,246.777339316213,NA,0.122391328484094,1,8.8447872421913,0.261023443806733,0.0987654320987654,0.194101508916324,9.45816186556927,0.919753086419753
"18","full_offset","30",18,116.403374003065,240.80674800613,242.097070586775,247.140823759955,NA,0.122391328484094,1,8.8447872421913,0.261023443806733,0.0987654320987654,0.179012345679012,8.86831275720164,0.207818930041152
"19","full_offset","30",19,116.253784399709,240.507568799418,241.797891380064,246.841644553243,NA,0.122391328484094,1,8.8447872421913,0.261023443806733,0.0987654320987654,0.0884773662551441,9.97942386831276,0.549382716049383
"20","full_offset","30",20,116.282976196931,240.565952393862,241.856274974508,246.900028147687,NA,0.122391328484094,1,8.8447872421913,0.261023443806733,0.101508916323731,0.0532693187014175,9.97942386831276,0.103566529492455
"21","full_offset","30",21,116.32934862839,240.65869725678,241.949019837425,246.992773010604,NA,0.122391328484094,1,8.8447872421913,0.261023443806733,0.106081390032007,0.174897119341564,8.58024691358025,0.393004115226337
