"","model","sub","iter","ll","AIC","AICc","BIC","k","offsetIN","omegaIN","lambdaIN","rhoIN","offsetOUT","omegaOUT","lambdaOUT","rhoOUT"
"1","full_offset","36",1,116.296742919356,240.593485838712,241.883808419357,246.927561592537,NA,-0.0582222236553823,0,5.3389936613097,0.121023443806733,-0.0576131687242798,0.0720164609018091,5.8641975308642,0.117334755880709
"2","full_offset","36",2,116.35320874362,240.70641748724,241.996740067885,247.040493241064,NA,-0.0582222236553823,0,5.3389936613097,0.121023443806733,-0.0494165862249996,0.106310013717421,5.74074074074074,0.117283950617284
"3","full_offset","36",3,116.217013388645,240.43402677729,241.724349357935,246.768102531114,NA,-0.0582222236553823,0,5.3389936613097,0.121023443806733,-0.0576131687242798,0.146090534979424,5.5761316872428,0.0390946502057613
"4","full_offset","36",4,116.358575602809,240.717151205618,242.007473786263,247.051226959442,NA,-0.0582222236553823,0,5.3389936613097,0.121023443806733,-0.0576131687242798,0.314814814814815,5.20578013363666,0.129172382258802
"5","full_offset","36",5,116.711478618905,241.422957237809,242.713279818454,247.757032991633,NA,-0.0582222236553823,0,5.3389936613097,0.121023443806733,-0.0493827160493827,0.175354366712391,5.16460905349751,0.224279835390947
"6","full_offset","36",6,116.519634038692,241.039268077383,242.329590658028,247.373343831208,NA,-0.0582222236553823,0,5.3389936613097,0.121023443806733,-0.065843621399177,0.240740740740741,5.49382716049383,0.277777777682179
"7","full_offset","36",7,116.354952986588,240.709905973176,242.000228553822,247.043981727001,NA,-0.0582222236553823,0,5.3389936613097,0.121023443806733,-0.0493827160493827,0.290123456790123,5.37037037037037,0.125514403292181
"8","full_offset","36",8,116.256698528592,240.513397057184,241.803719637829,246.847472811008,NA,-0.0582222236553823,0,5.3389936613097,0.121023443806733,-0.0603566529492455,0.241197988111568,5.37037037037037,0.115912208504801
"9","full_offset","36",9,116.455318400198,240.910636800395,242.20095938104,247.24471255422,NA,-0.0582222236553823,0,5.3389936613097,0.121023443806733,-0.0575792991222573,0.220164609053498,5.61728395061728,0.162551440329218
"10","full_offset","36",10,116.228541644247,240.457083288493,241.747405869138,246.791159042318,NA,-0.0582222236553823,0,5.3389936613097,0.121023443806733,-0.0576131687242798,0.265432098765432,5.12362614100154,0.0432098765432099
"11","full_offset","36",11,116.371092536799,240.742185073598,242.032507654243,247.076260827422,NA,-0.0582222236553823,0,5.3389936613097,0.121023443806733,-0.065843621399177,0.0308641975308642,5.37037037037052,0.240740740740741
"12","full_offset","36",12,116.286018263746,240.572036527492,241.862359108137,246.906112281316,NA,-0.0582222236553823,0,5.3389936613097,0.121023443806733,-0.0493827160493827,0.277777777777778,5.72702331961591,0.0679012345679013
"13","full_offset","36",13,116.465336454778,240.930672909556,242.220995490201,247.26474866338,NA,-0.0582222236553823,0,5.3389936613097,0.121023443806733,-0.0576131687242798,0.165294924554184,6.72839506172839,0.0185185185185185
"14","full_offset","36",14,116.198124901365,240.39624980273,241.686572383375,246.730325556554,NA,-0.0582222236553823,0,5.3389936613097,0.121023443806733,-0.0576131687242798,0.294238683127572,5.45267489711934,0.0473251028806585
"15","full_offset","36",15,116.33723759662,240.67447519324,241.964797773886,247.008550947065,NA,-0.0582222236553823,0,5.3389936613097,0.121023443806733,-0.0576131687242798,0.327160493827161,5.20576131687243,0.0720164609053498
"16","full_offset","36",16,116.495091486253,240.990182972506,242.280505553151,247.32425872633,NA,-0.0582222236553823,0,5.3389936613097,0.121023443806733,-0.0585276634659351,0.438271604938272,5.61730276738152,0.12962962962963
"17","full_offset","36",17,116.411611667002,240.823223334005,242.11354591465,247.157299087829,NA,-0.0582222236553823,0,5.3389936613097,0.121023443806733,-0.0521262002743484,0.335390946502058,5.49382716049383,0.240740740740741
"18","full_offset","36",18,116.342076435293,240.684152870585,241.974475451231,247.01822862441,NA,-0.0582222236553823,0,5.3389936613097,0.121023443806733,-0.0493827160493827,0.401234567901235,6.11111111111111,0.228395061728395
"19","full_offset","36",19,116.22992302269,240.459846045379,241.750168626025,246.793921799204,NA,-0.0582222236553823,0,5.3389936613097,0.121023443806733,-0.0575792985486629,0.0431590712797846,5.3840877914952,0.0272062185642433
