"","model","sub","iter","ll","AIC","AICc","BIC","k","offsetIN","omegaIN","lambdaIN","rhoIN","offsetOUT","omegaOUT","lambdaOUT","rhoOUT"
"1","full_offset","77",1,121.888985214403,251.777970428806,253.068293009451,258.112046182631,NA,-0.128222223655382,0,2.5389936613097,0.301023443806733,-0.123456790123457,0.166666666666667,2.77777777777778,0.0925925925925926
"2","full_offset","77",2,121.469338580562,250.938677161125,252.22899974177,257.272752914949,NA,-0.128222223655382,0,2.5389936613097,0.301023443806733,-0.0740740740740741,0.12962962962963,2.77777777777778,0.092135345221765
"3","full_offset","77",3,121.180420355232,250.360840710464,251.651163291109,256.694916464288,NA,-0.128222223655382,0,2.5389936613097,0.301023443806733,-0.0987654320987654,0.172153635116598,2.77777777777778,0.0596707818930041
"4","full_offset","77",4,122.021588341716,252.043176683432,253.333499264077,258.377252437256,NA,-0.128222223655382,0,2.5389936613097,0.301023443806733,-0.0987654320987654,0.302469205494189,2.77777777777778,0.0555555555555556
"5","full_offset","77",5,121.315335761517,250.630671523034,251.920994103679,256.964747276858,NA,-0.128222223655382,0,2.5389936613097,0.301023443806733,-0.0987654320987654,0.0185185185185185,2.77777777777778,0.0432098765432099
"6","full_offset","77",6,121.592043559905,251.184087119809,252.474409700454,257.518162873634,NA,-0.128222223655382,0,2.5389936613097,0.301023443806733,-0.0987654320987654,0.0486968449931413,2.65432098765432,0.0445816186556928
"7","full_offset","77",7,122.03347336753,252.066946735059,253.357269315705,258.401022488884,NA,-0.128222223655382,0,2.5389936613097,0.301023443806733,-0.0740740740740741,0.130995726712843,2.77777777777778,0.0555555555555556
"8","full_offset","77",8,122.31024619473,252.62049238946,253.910814970105,258.954568143285,NA,-0.128222223655382,0,2.5389936613097,0.301023443806733,-0.0823045267489712,0.117283950617284,2.40740740740741,0.0555555555555556
"9","full_offset","77",9,121.224015549734,250.448031099468,251.738353680113,256.782106853292,NA,-0.128222223655382,0,2.5389936613097,0.301023443806733,-0.0987654320987654,0.203771444054937,2.77777777777778,0.0130315500685871
"10","full_offset","77",10,121.586083142585,251.172166285169,252.462488865815,257.506242038994,NA,-0.128222223655382,0,2.5389936613097,0.301023443806733,-0.106995884773663,0.253086419753086,2.65432098765432,0.0761316872427984
"11","full_offset","77",11,123.001309786204,254.002619572408,255.292942153053,260.336695326232,NA,-0.128222223655382,0,2.5389936613097,0.301023443806733,-0.0740740740740741,0.125514403292181,2.77777777777778,0.0939643347050755
"12","full_offset","77",12,121.878659155272,251.757318310544,253.047640891189,258.091394064368,NA,-0.128222223655382,0,2.5389936613097,0.301023443806733,-0.0740740740740741,0.203703703703704,2.65432098765432,0.0925925925925926
"13","full_offset","77",13,121.794707443654,251.589414887308,252.879737467953,257.923490641133,NA,-0.128222223655382,0,2.5389936613097,0.301023443806733,-0.0987654320987654,0.216049382716049,2.65449033853241,0.0185185185185185
"14","full_offset","77",14,122.338213554737,252.676427109473,253.966749690118,259.010502863298,NA,-0.128222223655382,0,2.5389936613097,0.301023443806733,-0.0987654320987654,0.0541838134430727,2.65432098765432,0.0528120721909815
"15","full_offset","77",15,121.452066708205,250.904133416409,252.194455997054,257.238209170234,NA,-0.128222223655382,0,2.5389936613097,0.301023443806733,-0.0987654320987654,0.240740740740741,2.87837219935985,0.051440329218107
"16","full_offset","77",16,122.044429798975,252.08885959795,253.379182178595,258.422935351774,NA,-0.128222223655382,0,2.5389936613097,0.301023443806733,-0.0987654320987654,0.161179698216735,2.77777777777647,0.0555555555555556
"17","full_offset","77",17,121.334584953473,250.669169906946,251.959492487591,257.003245660771,NA,-0.128222223655382,0,2.5389936613097,0.301023443806733,-0.0987654320987654,0.166666666666667,2.77777777777778,0.104938271604938
"18","full_offset","77",18,121.625816098904,251.251632197807,252.541954778453,257.585707951632,NA,-0.128222223655382,0,2.5389936613097,0.301023443806733,-0.0987654320987654,0.121399184698257,2.77777777777778,0.0802469135802469
