"","model","sub","iter","ll","AIC","AICc","BIC","k","offsetIN","omegaIN","lambdaIN","rhoIN","offsetOUT","omegaOUT","lambdaOUT","rhoOUT"
"1","full_offset","45",1,115.993260499448,239.986520998896,241.276843579541,246.32059675272,NA,-0.0682222236553823,0,1.4389936613097,0.0510234438067332,-0.0687418677023172,0.290123456790123,1.43636292039268,0.0020557082617282
"2","full_offset","45",2,115.993260763814,239.986521527628,241.276844108273,246.320597281453,NA,-0.0682222236553823,0,1.4389936613097,0.0510234438067332,-0.0687564565022271,0.166615861403241,1.4365188233501,0.00478416230588158
"3","full_offset","45",3,115.994944736588,239.989889473176,241.280212053822,246.323965227001,NA,-0.0682222236553823,0,1.4389936613097,0.0510234438067332,-0.065843621399177,0.227023319615912,1.43347050754458,0.00754458161865572
"4","full_offset","45",4,115.9932609589,239.9865219178,241.276844498445,246.320597671624,NA,-0.0682222236553823,0,1.4389936613097,0.0510234438067332,-0.0687903266778439,0.203703703703704,1.4365188233501,0.0048519026571153
"5","full_offset","45",5,115.993268053497,239.986536106995,241.27685868764,246.320611860819,NA,-0.0682222236553823,0,1.4389936613097,0.0510234438067332,-0.0685532354485259,0.277930193568054,1.43567206895968,0.0186709343087944
"6","full_offset","45",6,115.993364328102,239.986728656204,241.277051236849,246.320804410029,NA,-0.0682222236553823,0,1.4389936613097,0.0510234438067332,-0.069501600365798,0.166209419295839,1.43804298125286,0.00480109739369001
"7","full_offset","45",7,117.456905341721,242.913810683443,244.204133264088,249.247886437267,NA,-0.0682222236553823,0,1.4389936613097,0.0510234438067332,-0.0676726108824874,0.167123914037494,1.43804298125286,0.0198902606310014
"8","full_offset","45",8,116.327863353404,240.655726706808,241.946049287454,246.989802460633,NA,-0.0682222236553823,0,1.4389936613097,0.0510234438067332,-0.065843621399177,0.155692729766804,1.43347050754458,0.00480109739369001
"9","full_offset","45",9,115.993260603917,239.986521207833,241.276843788478,246.320596961658,NA,-0.0682222236553823,0,1.4389936613097,0.0510234438067332,-0.0687280222807215,0.166666736358386,1.43626375165718,0.00205761316872431
"10","full_offset","45",10,115.993261629783,239.986523259566,241.276845840212,246.320599013391,NA,-0.0682222236553823,0,1.4389936613097,0.0510234438067332,-0.0687903266778439,0.055572490643364,1.43668817422818,0.0061897745939813
"11","full_offset","45",11,115.993277690833,239.986555381666,241.276877962311,246.320631135491,NA,-0.0682222236553823,0,1.4389936613097,0.0510234438067332,-0.0684328081574437,0.0555386204677472,1.43568461346917,0.00617283950617287
"12","full_offset","45",12,115.993264562114,239.986529124227,241.276851704872,246.320604878052,NA,-0.0682222236553823,0,1.4389936613097,0.0510234438067332,-0.0686379108866565,0.0555555555555556,1.4357567443985,0.00204067808091588
"13","full_offset","45",13,116.809164941233,241.618329882467,242.908652463112,247.952405636291,NA,-0.0682222236553823,0,1.4389936613097,0.0510234438067332,-0.0687489297965345,0.273775452025719,1.43640592276471,0.0130428401271261
"14","full_offset","45",14,117.133468419447,242.266936838894,243.557259419539,248.601012592718,NA,-0.0682222236553823,0,1.4389936613097,0.0510234438067332,-0.0700096530000508,0.240588324950465,1.44041389354604,0.0148436044640892
"15","full_offset","45",15,115.997763742221,239.995527484442,241.285850065087,246.329603238267,NA,-0.0682222236553823,0,1.4389936613097,0.0510234438067332,-0.0667581161408323,0.199588477366255,1.43499466544734,0.0185185185185185
"16","full_offset","45",16,115.993260603357,239.986521206714,241.276843787359,246.320596960539,NA,-0.0682222236553823,0,1.4389936613097,0.0510234438067332,-0.0687265510110903,0.0925925900114178,1.43626475831535,0.00480109739369001
