"","sub","model","ou","pu","iter","rho","omega","lambda","offset","ll","AIC","AICc","BIC","k"
"1","oemn8dnelyez9dr","value_sig",3,2,1,NA,0.388888888888889,6.41975308641384,-0.227694679300484,126.559307873715,261.118615747429,262.408938328075,267.452691501254,2.64972682266129
"2","oemn8dnelyez9dr","value_sig",3,2,2,NA,0.388888888888889,6.41975308641384,-0.227694679300484,126.559307873715,261.118615747429,262.408938328075,267.452691501254,2.64972682266129
"3","oemn8dnelyez9dr","value_sig",3,2,3,NA,0.388888888888889,6.41975308641384,-0.227694679300484,126.559307873715,261.118615747429,262.408938328075,267.452691501254,2.64972682266129
"4","oemn8dnelyez9dr","value_sig",3,2,4,NA,0.388888888888889,6.41975308641384,-0.227694679300484,126.559307873715,261.118615747429,262.408938328075,267.452691501254,2.64972682266129
"5","oemn8dnelyez9dr","value_sig",3,2,5,NA,0.388888888888889,6.41975308641384,-0.227694679300484,126.559307873715,261.118615747429,262.408938328075,267.452691501254,2.64972682266129
"6","oemn8dnelyez9dr","value_sig",3,2,6,NA,0.388888888888889,6.41975308641384,-0.227694679300484,126.559307873715,261.118615747429,262.408938328075,267.452691501254,2.64972682266129
"7","oemn8dnelyez9dr","value_sig",3,2,7,NA,0.388888888888889,6.41975308641384,-0.227694679300484,126.559307873715,261.118615747429,262.408938328075,267.452691501254,2.64972682266129
"8","oemn8dnelyez9dr","value_sig",3,2,8,NA,0.388888888888889,6.41975308641384,-0.227694679300484,126.559307873715,261.118615747429,262.408938328075,267.452691501254,2.64972682266129
"9","oemn8dnelyez9dr","value_sig",3,2,9,NA,0.388888888888889,6.41975308641384,-0.227694679300484,126.559307873715,261.118615747429,262.408938328075,267.452691501254,2.64972682266129
"10","oemn8dnelyez9dr","value_sig",3,2,10,NA,0.388888888888889,6.41975308641384,-0.227694679300484,126.559307873715,261.118615747429,262.408938328075,267.452691501254,2.64972682266129
"11","oemn8dnelyez9dr","value_sig",3,2,11,NA,0.388888888888889,6.41975308641384,-0.227694679300484,126.559307873715,261.118615747429,262.408938328075,267.452691501254,2.64972682266129
"12","oemn8dnelyez9dr","value_sig",3,2,12,NA,0.388888888888889,6.41975308641384,-0.227694679300484,126.559307873715,261.118615747429,262.408938328075,267.452691501254,2.64972682266129
"13","oemn8dnelyez9dr","value_sig",3,2,13,NA,0.388888888888889,6.41975308641384,-0.227694679300484,126.559307873715,261.118615747429,262.408938328075,267.452691501254,2.64972682266129
"14","oemn8dnelyez9dr","value_sig",3,2,14,NA,0.388888888888889,6.41975308641384,-0.227694679300484,126.559307873715,261.118615747429,262.408938328075,267.452691501254,2.64972682266129
"15","oemn8dnelyez9dr","value_sig",3,2,15,NA,0.388888888888889,6.41975308641384,-0.227694679300484,126.559307873715,261.118615747429,262.408938328075,267.452691501254,2.64972682266129
"16","oemn8dnelyez9dr","value_sig",3,2,16,NA,0.388888888888889,6.41975308641384,-0.227694679300484,126.559307873715,261.118615747429,262.408938328075,267.452691501254,2.64972682266129
"17","oemn8dnelyez9dr","value_sig",3,2,17,NA,0.388888888888889,6.41975308641384,-0.227694679300484,126.559307873715,261.118615747429,262.408938328075,267.452691501254,2.64972682266129
"18","oemn8dnelyez9dr","value_sig",3,2,18,NA,0.388888888888889,6.41975308641384,-0.227694679300484,126.559307873715,261.118615747429,262.408938328075,267.452691501254,2.64972682266129
"19","oemn8dnelyez9dr","value_sig",3,2,19,NA,0.388888888888889,6.41975308641384,-0.227694679300484,126.559307873715,261.118615747429,262.408938328075,267.452691501254,2.64972682266129
"20","oemn8dnelyez9dr","value_sig",3,2,20,NA,0.388888888888889,6.41975308641384,-0.227694679300484,126.559307873715,261.118615747429,262.408938328075,267.452691501254,2.64972682266129
"21","oemn8dnelyez9dr","value_sig",3,2,21,NA,0.388888888888889,6.41975308641384,-0.227694679300484,126.559307873715,261.118615747429,262.408938328075,267.452691501254,2.64972682266129
"22","oemn8dnelyez9dr","value_sig",3,2,22,NA,0.388888888888889,6.41975308641384,-0.227694679300484,126.559307873715,261.118615747429,262.408938328075,267.452691501254,2.64972682266129
"23","oemn8dnelyez9dr","value_sig",3,2,23,NA,0.388888888888889,6.41975308641384,-0.227694679300484,126.559307873715,261.118615747429,262.408938328075,267.452691501254,2.64972682266129
"24","oemn8dnelyez9dr","value_sig",3,2,24,NA,0.388888888888889,6.41975308641384,-0.227694679300484,126.559307873715,261.118615747429,262.408938328075,267.452691501254,2.64972682266129
"25","oemn8dnelyez9dr","value_sig",3,2,25,NA,0.388888888888889,6.41975308641384,-0.227694679300484,126.559307873715,261.118615747429,262.408938328075,267.452691501254,2.64972682266129
"26","oemn8dnelyez9dr","value_sig",3,2,26,NA,0.388888888888889,6.41975308641384,-0.227694679300484,126.559307873715,261.118615747429,262.408938328075,267.452691501254,2.64972682266129
"27","oemn8dnelyez9dr","value_sig",3,2,27,NA,0.388888888888889,6.41975308641384,-0.227694679300484,126.559307873715,261.118615747429,262.408938328075,267.452691501254,2.64972682266129
"28","oemn8dnelyez9dr","value_sig",3,2,28,NA,0.388888888888889,6.41975308641384,-0.227694679300484,126.559307873715,261.118615747429,262.408938328075,267.452691501254,2.64972682266129
"29","oemn8dnelyez9dr","value_sig",3,2,29,NA,0.388888888888889,6.41975308641384,-0.227694679300484,126.559307873715,261.118615747429,262.408938328075,267.452691501254,2.64972682266129
"30","oemn8dnelyez9dr","value_sig",3,2,30,NA,0.388888888888889,6.41975308641384,-0.227694679300484,126.559307873715,261.118615747429,262.408938328075,267.452691501254,2.64972682266129
