"","sub","pu","ou","full_offset","perc_offset","value_alt_offset","bestfit","rr"
"246","bdov3ye1qvundbp",2,3,290.560236772802,377.290663306243,290.548513014814,"value_alt_offset",3
"247","brsvshywlogvxcq",1,1,251.832497101642,239.149224874197,248.8526490058,"perc_offset",1
"248","brsvshywlogvxcq",2,1,248.748769858926,248.181701783116,245.612980949296,"value_alt_offset",1
"249","brsvshywlogvxcq",1,2,263.676311807227,241.966882864447,245.369617872428,"perc_offset",2
"250","brsvshywlogvxcq",2,2,249.008082796894,246.529966401115,246.659419669576,"perc_offset",2
"251","brsvshywlogvxcq",1,3,271.439752709247,272.305645366358,265.302396634855,"value_alt_offset",3
"252","brsvshywlogvxcq",2,3,274.084884289114,283.71961262484,273.158752345783,"value_alt_offset",3
"253","bx1xq7e3jhb986v",1,1,251.386148983968,287.729960535429,248.021787062748,"value_alt_offset",1
"254","bx1xq7e3jhb986v",2,1,257.497043542584,268.606737267719,255.83307472927,"value_alt_offset",1
"255","bx1xq7e3jhb986v",1,2,259.234330587926,299.916436596509,256.623066447889,"value_alt_offset",2
"256","bx1xq7e3jhb986v",2,2,256.551814815195,281.247665912447,254.599765185325,"value_alt_offset",2
"257","bx1xq7e3jhb986v",1,3,254.589946107719,314.515865259881,252.496552616877,"value_alt_offset",3
"258","bx1xq7e3jhb986v",2,3,253.778733907606,275.698216264558,252.666253441687,"value_alt_offset",3
"259","c2se350v0tr4hzv",1,1,246.853123792944,274.60564446586,243.288769141756,"value_alt_offset",1
"260","c2se350v0tr4hzv",2,1,247.695220339158,262.027368464931,244.190718551253,"value_alt_offset",1
"261","c2se350v0tr4hzv",1,2,247.448344972337,265.58225954864,243.871430154921,"value_alt_offset",2
"262","c2se350v0tr4hzv",2,2,248.906847882534,283.242050217063,245.435163920474,"value_alt_offset",2
"263","c2se350v0tr4hzv",1,3,249.31246303917,256.519290280813,245.891254193263,"value_alt_offset",3
"264","c2se350v0tr4hzv",2,3,258.109933488152,290.873694805814,255.283984962552,"value_alt_offset",3
