"","sub","pu","ou","full_offset","perc_offset","value_alt_offset","bestfit","rr"
"265","cavjhtxfs1z091j",1,1,247.815749574752,241.588092130982,244.554655157084,"perc_offset",1
"266","cavjhtxfs1z091j",2,1,249.827522073924,246.946492354407,247.316554751786,"perc_offset",1
"267","cavjhtxfs1z091j",1,2,266.379157651357,245.345471284903,247.604120261799,"perc_offset",2
"268","cavjhtxfs1z091j",2,2,259.275521403302,254.636325452019,260.513986583607,"perc_offset",2
"269","cavjhtxfs1z091j",1,3,298.901343254745,310.534344737534,299.504942268025,"full_offset",3
"270","cavjhtxfs1z091j",2,3,289.357290346945,286.095141340084,285.376788395533,"value_alt_offset",3
"271","cl4vc26ycu0woo2",1,1,249.520086071608,249.130854242932,246.110381522297,"value_alt_offset",1
"272","cl4vc26ycu0woo2",2,1,250.265751879586,251.653043527136,246.78479864213,"value_alt_offset",1
"273","cl4vc26ycu0woo2",1,2,255.247755684874,264.767996939489,253.652463498676,"value_alt_offset",2
"274","cl4vc26ycu0woo2",2,2,278.215906561597,301.020234672639,277.981433643247,"value_alt_offset",2
"275","cl4vc26ycu0woo2",1,3,272.136520513345,258.475763793369,268.610963350276,"perc_offset",3
"276","cl4vc26ycu0woo2",2,3,281.047374573706,331.631935992192,295.133481896544,"full_offset",3
"277","djb1vpwld9c7hmk",1,1,321.540718887775,320.277354921803,317.717450101188,"value_alt_offset",1
"278","djb1vpwld9c7hmk",2,1,327.380908193252,333.840581393382,326.313957475324,"value_alt_offset",1
"279","djb1vpwld9c7hmk",1,2,308.17999351032,345.117692236182,308.955437724975,"full_offset",2
"280","djb1vpwld9c7hmk",2,2,314.147049949121,324.250486105459,315.842497770457,"full_offset",2
"281","djb1vpwld9c7hmk",1,3,294.158881573242,327.913818234752,298.37783547508,"full_offset",3
"282","djb1vpwld9c7hmk",2,3,287.219696777114,314.441305157118,285.618404453918,"value_alt_offset",3
"283","ds2ot3x1v6q63xg",1,1,246.597817583993,253.956885184059,243.039955585653,"value_alt_offset",1
"284","ds2ot3x1v6q63xg",2,1,247.517277620417,256.876186557818,244.134128066121,"value_alt_offset",1
"285","ds2ot3x1v6q63xg",1,2,247.177891763588,246.6175629471,243.704102301005,"value_alt_offset",2
"286","ds2ot3x1v6q63xg",2,2,246.721968168302,245.888773331982,243.243422376139,"value_alt_offset",2
"287","ds2ot3x1v6q63xg",1,3,246.868028967925,240.738332218275,243.303080704341,"perc_offset",3
"288","ds2ot3x1v6q63xg",2,3,246.69417728558,241.517757176322,243.263134803143,"perc_offset",3
"289","dtua0nm03dd9yb7",1,1,250.144129690652,247.224141758907,246.536741525613,"value_alt_offset",1
"290","dtua0nm03dd9yb7",2,1,248.621294108188,243.924896091213,245.430750362314,"perc_offset",1
"291","dtua0nm03dd9yb7",1,2,249.053095832612,243.880605746272,245.470416100132,"perc_offset",2
"292","dtua0nm03dd9yb7",2,2,275.043780239568,282.043255999326,273.821405120453,"value_alt_offset",2
"293","dtua0nm03dd9yb7",1,3,284.558050515464,284.482624931415,280.774511321002,"value_alt_offset",3
"294","dtua0nm03dd9yb7",2,3,273.430590079551,285.276399469546,272.231977876489,"value_alt_offset",3
"295","duzv7z4jux5olpv",1,1,248.099131611367,277.052843975243,244.569006665113,"value_alt_offset",1
"296","duzv7z4jux5olpv",2,1,253.477833023926,280.136383974033,250.394812595779,"value_alt_offset",1
"297","duzv7z4jux5olpv",1,2,253.341499065558,292.709431832143,250.059222513048,"value_alt_offset",2
"298","duzv7z4jux5olpv",2,2,248.461291245794,290.879709551494,244.90747044903,"value_alt_offset",2
"299","duzv7z4jux5olpv",1,3,251.681569292311,301.52695947054,249.443712133005,"value_alt_offset",3
"300","duzv7z4jux5olpv",2,3,249.049373520912,267.570325893328,245.651552491699,"value_alt_offset",3
"301","dvywvnh6comawyk",1,1,259.384147217794,271.251566894002,256.767715385601,"value_alt_offset",1
"302","dvywvnh6comawyk",2,1,246.720233860364,240.630990302365,243.150859460362,"perc_offset",1
"303","dvywvnh6comawyk",1,2,250.057589851123,257.459423498934,246.767102175034,"value_alt_offset",2
"304","dvywvnh6comawyk",2,2,248.341480283913,247.111630184103,245.098461776756,"value_alt_offset",2
"305","dvywvnh6comawyk",1,3,259.516522798974,262.834340764402,257.166239823348,"value_alt_offset",3
"306","dvywvnh6comawyk",2,3,247.552821139575,240.367313420449,244.567832901973,"perc_offset",3
"307","fehlcunq37bd57x",1,1,286.949810451099,355.884005093002,286.209260189973,"value_alt_offset",1
"308","fehlcunq37bd57x",2,1,283.657211361639,337.390255001557,286.00326542456,"full_offset",1
"309","fehlcunq37bd57x",1,2,291.290154378567,313.252271995515,287.404562692929,"value_alt_offset",2
"310","fehlcunq37bd57x",2,2,327.508101050796,362.498229208908,339.548500049127,"full_offset",2
"311","fehlcunq37bd57x",1,3,281.678932583114,308.808613990396,293.117271847291,"full_offset",3
"312","fehlcunq37bd57x",2,3,269.461689274658,346.631046200959,268.255189583992,"value_alt_offset",3
"313","fq39wkqs1solhdu",1,1,290.042552432976,285.904398041885,292.275577562933,"perc_offset",1
"314","fq39wkqs1solhdu",2,1,347.603088983064,334.307160150922,351.012527151594,"perc_offset",1
"315","fq39wkqs1solhdu",1,2,293.511320223394,306.277983065236,293.887016086154,"full_offset",2
"316","fq39wkqs1solhdu",2,2,317.653947228887,308.833548188524,321.291455167156,"perc_offset",2
"317","fq39wkqs1solhdu",1,3,291.74060765455,294.439739376438,278.963737235095,"value_alt_offset",3
"318","fq39wkqs1solhdu",2,3,256.352963639135,259.442685203948,254.347142880055,"value_alt_offset",3
"319","fqnkabfbs65dy5r",1,1,253.083006204253,271.299257495717,249.948313222151,"value_alt_offset",1
"320","fqnkabfbs65dy5r",2,1,249.309159027898,274.844638236364,245.722126946186,"value_alt_offset",1
"321","fqnkabfbs65dy5r",1,2,249.500399712273,308.90263278106,246.256800865707,"value_alt_offset",2
"322","fqnkabfbs65dy5r",2,2,248.441229460063,326.078057273175,244.97176554054,"value_alt_offset",2
"323","fqnkabfbs65dy5r",1,3,256.685294554466,321.613343909264,253.771254229188,"value_alt_offset",3
"324","fqnkabfbs65dy5r",2,3,259.093521129067,317.321465570901,256.447028445236,"value_alt_offset",3
"325","fwexbmobod79xhj",1,1,251.839606539232,256.798669808363,249.152976030828,"value_alt_offset",1
"326","fwexbmobod79xhj",2,1,252.181489629521,254.617547594958,250.978559115136,"value_alt_offset",1
"327","fwexbmobod79xhj",1,2,246.417549924505,245.048852259521,242.889585740005,"value_alt_offset",2
"328","fwexbmobod79xhj",2,2,252.297282496211,249.521991051027,248.892968509092,"value_alt_offset",2
"329","fwexbmobod79xhj",1,3,254.256592958503,242.068985182711,245.652568762264,"perc_offset",3
"330","fwexbmobod79xhj",2,3,257.851314123423,260.760663278498,254.984174237659,"value_alt_offset",3
"331","g35rvb9r3l07tgx",1,1,249.966175524667,253.023216392942,246.448477181374,"value_alt_offset",1
"332","g35rvb9r3l07tgx",2,1,249.394647484394,246.976348188444,245.984671386762,"value_alt_offset",1
"333","g35rvb9r3l07tgx",1,2,251.606900285619,275.862980979381,248.088447786155,"value_alt_offset",2
"334","g35rvb9r3l07tgx",2,2,253.499999430489,255.87450776244,250.893207311582,"value_alt_offset",2
"335","g35rvb9r3l07tgx",1,3,264.726495518326,269.469996054339,262.769559129119,"value_alt_offset",3
"336","g35rvb9r3l07tgx",2,3,256.922785730067,280.664643278173,254.537729154929,"value_alt_offset",3
"337","gg80fe1zyat447z",1,1,277.810426182606,297.551149730925,274.88135930787,"value_alt_offset",1
"338","gg80fe1zyat447z",2,1,268.875166871229,288.501352275796,267.940620324154,"value_alt_offset",1
"339","gg80fe1zyat447z",1,2,253.764602632769,287.312949218483,250.195610632228,"value_alt_offset",2
"340","gg80fe1zyat447z",2,2,247.564450117199,276.10515662746,244.191171244159,"value_alt_offset",2
"341","gg80fe1zyat447z",1,3,256.776771148128,282.464562846286,256.951685186702,"full_offset",3
"342","gg80fe1zyat447z",2,3,257.740916505912,266.89737232703,255.620033698101,"value_alt_offset",3
"343","ggkxy092ul5l6n0",1,1,252.63738979352,240.709475539583,250.413847525781,"perc_offset",1
"344","ggkxy092ul5l6n0",2,1,295.377915394909,293.373250841965,293.582906457102,"perc_offset",1
"345","ggkxy092ul5l6n0",1,2,266.854821815145,276.285834783519,263.793305774198,"value_alt_offset",2
"346","ggkxy092ul5l6n0",2,2,256.823028388205,263.579510378719,254.762899184213,"value_alt_offset",2
"347","ggkxy092ul5l6n0",1,3,273.183445229111,241.16481361954,257.953458796242,"perc_offset",3
"348","ggkxy092ul5l6n0",2,3,273.758688373226,293.015733011615,269.982688840335,"value_alt_offset",3
"349","ghbypuj01msjo4h",1,1,274.847036237674,309.735918506953,274.938536089099,"full_offset",1
"350","ghbypuj01msjo4h",2,1,280.388079087569,292.392937228544,280.107433637487,"value_alt_offset",1
"351","ghbypuj01msjo4h",1,2,290.330405884932,286.910951650443,288.261005560787,"perc_offset",2
"352","ghbypuj01msjo4h",2,2,273.039864666686,302.538646217586,270.805471483873,"value_alt_offset",2
"353","ghbypuj01msjo4h",1,3,285.577983106422,298.881976715555,285.298986836109,"value_alt_offset",3
"354","ghbypuj01msjo4h",2,3,293.415661614551,289.117404472809,296.30767873403,"perc_offset",3
"355","gnd1v5zo5x7qjad",1,1,246.951740544753,264.496965588543,243.415189232354,"value_alt_offset",1
"356","gnd1v5zo5x7qjad",2,1,249.14111099567,259.870174135643,245.612733045177,"value_alt_offset",1
"357","gnd1v5zo5x7qjad",1,2,248.334267764055,265.356614342922,244.844021307923,"value_alt_offset",2
"358","gnd1v5zo5x7qjad",2,2,247.337709341092,259.678877183586,243.902028674772,"value_alt_offset",2
"359","gnd1v5zo5x7qjad",1,3,247.260333684271,267.96129662328,243.808270379076,"value_alt_offset",3
"360","gnd1v5zo5x7qjad",2,3,247.766926089968,259.63569214477,244.178250908614,"value_alt_offset",3
"361","gs1p8zvs22f3u03",1,1,251.411194090523,290.914981188969,248.30262206551,"value_alt_offset",1
"362","gs1p8zvs22f3u03",2,1,266.818797623716,300.361479813872,263.514804738203,"value_alt_offset",1
"363","gs1p8zvs22f3u03",1,2,268.37773371367,306.995376286597,265.670113494264,"value_alt_offset",2
"364","gs1p8zvs22f3u03",2,2,255.242092007762,313.938552020271,251.771470538034,"value_alt_offset",2
"365","gs1p8zvs22f3u03",1,3,251.976586409966,341.127706382568,249.773720836842,"value_alt_offset",3
"366","gs1p8zvs22f3u03",2,3,251.181724715581,305.834372060688,247.617003467406,"value_alt_offset",3
"367","gstz99vr89krpfz",1,1,271.525389791893,297.884527683781,268.784620743168,"value_alt_offset",1
"368","gstz99vr89krpfz",2,1,249.888636488709,267.848764234748,246.298401924829,"value_alt_offset",1
"369","gstz99vr89krpfz",1,2,249.341844483781,282.662758760561,246.006065494967,"value_alt_offset",2
"370","gstz99vr89krpfz",2,2,251.083312527307,268.789896829073,247.378588726036,"value_alt_offset",2
"371","gstz99vr89krpfz",1,3,249.978612991923,257.077478616143,246.832031306974,"value_alt_offset",3
"372","gstz99vr89krpfz",2,3,253.926003228597,263.418062097348,250.51577203022,"value_alt_offset",3
"373","h9du65sl07e0gv9",1,1,277.9859870283,283.814686154244,275.393800493198,"value_alt_offset",1
"374","h9du65sl07e0gv9",2,1,304.103262517307,315.776482450039,320.466892498972,"full_offset",1
"375","h9du65sl07e0gv9",1,2,293.567913701505,286.654998865124,289.703287462842,"perc_offset",2
"376","h9du65sl07e0gv9",2,2,306.70582712957,321.669345687365,314.827187720281,"full_offset",2
"377","h9du65sl07e0gv9",1,3,257.880647368903,239.61509347551,243.188204453915,"perc_offset",3
"378","h9du65sl07e0gv9",2,3,290.973092428476,289.011344112886,292.619196517423,"perc_offset",3
"379","hd4d44n06f6cawh",1,1,247.9377346467,262.466074159137,244.457704691422,"value_alt_offset",1
"380","hd4d44n06f6cawh",2,1,250.839694760214,287.196715067622,247.80954574373,"value_alt_offset",1
"381","hd4d44n06f6cawh",1,2,248.025794032176,271.3742800446,244.477761459573,"value_alt_offset",2
"382","hd4d44n06f6cawh",2,2,248.956053497376,261.702244283206,245.365961385367,"value_alt_offset",2
"383","hd4d44n06f6cawh",1,3,251.893178809477,255.834817718391,249.378901886723,"value_alt_offset",3
"384","hd4d44n06f6cawh",2,3,248.565661713993,247.793162009068,245.169046969109,"value_alt_offset",3
"385","hd9k76vgdu5mql0",1,1,255.775286438513,300.629261991977,252.483880932348,"value_alt_offset",1
"386","hd9k76vgdu5mql0",2,1,251.390352826546,263.306835539734,248.649652756996,"value_alt_offset",1
"387","hd9k76vgdu5mql0",1,2,274.268077887368,298.330255686186,275.560854764718,"full_offset",2
"388","hd9k76vgdu5mql0",2,2,262.87916105907,275.716330914726,261.554940260955,"value_alt_offset",2
"389","hd9k76vgdu5mql0",1,3,267.52600220076,292.478349328214,266.316111968759,"value_alt_offset",3
"390","hd9k76vgdu5mql0",2,3,259.652723712013,290.978019202871,258.495140163317,"value_alt_offset",3
"391","hjgqzm1pq2mo1u7",1,1,247.230173018293,241.62466803365,243.754093499046,"perc_offset",1
"392","hjgqzm1pq2mo1u7",2,1,246.881827840107,240.971310027644,243.43001921961,"perc_offset",1
"393","hjgqzm1pq2mo1u7",1,2,271.001804956736,283.436696213727,275.340571562039,"full_offset",2
"394","hjgqzm1pq2mo1u7",2,2,273.271438655744,311.931099057552,272.701909899747,"value_alt_offset",2
"395","hjgqzm1pq2mo1u7",1,3,316.617143193058,363.088047745119,319.710579685438,"full_offset",3
"396","hjgqzm1pq2mo1u7",2,3,299.755131247151,397.914310351859,316.185310938865,"full_offset",3
"397","hkdemly7qs0y8be",1,1,251.426451764685,264.032642018679,248.555148678061,"value_alt_offset",1
"398","hkdemly7qs0y8be",2,1,246.832707235226,254.728958713588,243.308752241715,"value_alt_offset",1
"399","hkdemly7qs0y8be",1,2,247.373033090649,248.249312433077,243.867111188933,"value_alt_offset",2
"400","hkdemly7qs0y8be",2,2,248.124120320377,250.125387165509,244.959050311251,"value_alt_offset",2
"401","hkdemly7qs0y8be",1,3,247.422550017638,261.981186843839,243.942510823711,"value_alt_offset",3
"402","hkdemly7qs0y8be",2,3,252.850185434406,274.786069773023,249.349321600081,"value_alt_offset",3
"403","hm4cdxlz8t0281v",1,1,257.758825980678,295.547433677403,254.455128217172,"value_alt_offset",1
"404","hm4cdxlz8t0281v",2,1,251.156287155605,291.698153756144,247.775218938833,"value_alt_offset",1
"405","hm4cdxlz8t0281v",1,2,250.412530333561,273.069911511242,248.025644819653,"value_alt_offset",2
"406","hm4cdxlz8t0281v",2,2,254.353752067374,285.975735560857,251.166854354747,"value_alt_offset",2
"407","hm4cdxlz8t0281v",1,3,252.381652896549,302.756461987853,248.863532243374,"value_alt_offset",3
"408","hm4cdxlz8t0281v",2,3,248.701517457593,255.96946579443,244.968768750619,"value_alt_offset",3
"409","hmfoy1dyl3p0oyx",1,1,251.955774839908,331.840814985555,248.563645543397,"value_alt_offset",1
"410","hmfoy1dyl3p0oyx",2,1,250.574375669984,335.110608576487,248.097011341359,"value_alt_offset",1
"411","hmfoy1dyl3p0oyx",1,2,254.906557181474,336.616896072631,253.867748941908,"value_alt_offset",2
"412","hmfoy1dyl3p0oyx",2,2,250.444635592045,284.048280861957,249.550962957355,"value_alt_offset",2
"413","hmfoy1dyl3p0oyx",1,3,250.279464174166,330.638102626191,248.244504332731,"value_alt_offset",3
"414","hmfoy1dyl3p0oyx",2,3,249.593026090486,325.248152231364,246.064330080241,"value_alt_offset",3
"415","hvawyrkxreuq7d8",1,1,259.187399448855,322.523487091127,256.455735710347,"value_alt_offset",1
"416","hvawyrkxreuq7d8",2,1,255.356938745869,265.06895408627,253.333538604654,"value_alt_offset",1
"417","hvawyrkxreuq7d8",1,2,249.372918022257,297.390177324738,245.989108390237,"value_alt_offset",2
"418","hvawyrkxreuq7d8",2,2,275.81843009416,334.158784144052,278.641389740578,"full_offset",2
"419","hvawyrkxreuq7d8",1,3,249.943934447097,248.876515449186,246.583828095639,"value_alt_offset",3
"420","hvawyrkxreuq7d8",2,3,247.55656593719,243.650202239858,244.232911893693,"perc_offset",3
"421","jdewbyn3agn01fj",1,1,278.91962000006,277.562011361361,276.870750413562,"value_alt_offset",1
"422","jdewbyn3agn01fj",2,1,257.860895937139,309.822758130193,254.671055812769,"value_alt_offset",1
"423","jdewbyn3agn01fj",1,2,249.332344345109,305.417792941737,245.950493632303,"value_alt_offset",2
"424","jdewbyn3agn01fj",2,2,263.166642278658,270.319494796086,262.413220749856,"value_alt_offset",2
"425","jdewbyn3agn01fj",1,3,275.084277371072,333.694781746459,273.794897372841,"value_alt_offset",3
"426","jdewbyn3agn01fj",2,3,257.195875618635,297.906647684585,253.9699044729,"value_alt_offset",3
"427","je7gumyhw5zyax5",1,1,264.563917494005,306.422847876732,261.625118080499,"value_alt_offset",1
"428","je7gumyhw5zyax5",2,1,252.079293625823,272.407899298779,249.092316639988,"value_alt_offset",1
"429","je7gumyhw5zyax5",1,2,256.540374116598,296.184434170854,252.799214503778,"value_alt_offset",2
"430","je7gumyhw5zyax5",2,2,249.323378204709,285.983301189832,246.026821695605,"value_alt_offset",2
"431","je7gumyhw5zyax5",1,3,249.831801350045,282.287439565198,246.631133923589,"value_alt_offset",3
"432","je7gumyhw5zyax5",2,3,253.664201736945,300.719764647402,250.057703152971,"value_alt_offset",3
"433","jk1c41xga9cmsrf",1,1,246.992395806653,251.533275778754,243.486463842427,"value_alt_offset",1
"434","jk1c41xga9cmsrf",2,1,247.643147967739,264.944486276904,244.144887397121,"value_alt_offset",1
"435","jk1c41xga9cmsrf",1,2,250.269356450123,280.857605408534,247.297265496317,"value_alt_offset",2
"436","jk1c41xga9cmsrf",2,2,247.720499908312,261.450384104074,244.415428753977,"value_alt_offset",2
"437","jk1c41xga9cmsrf",1,3,247.626948152992,256.582976782206,244.057600543662,"value_alt_offset",3
"438","jk1c41xga9cmsrf",2,3,248.151921294247,260.917750715959,244.899135947411,"value_alt_offset",3
"439","jvcerddevc3rwm0",1,1,247.265857393658,256.156207321125,243.673439679487,"value_alt_offset",1
"440","jvcerddevc3rwm0",2,1,246.623049047668,247.140934845028,243.057781391073,"value_alt_offset",1
"441","jvcerddevc3rwm0",1,2,246.664598507567,251.588761481941,243.08154504271,"value_alt_offset",2
"442","jvcerddevc3rwm0",2,2,252.384739264414,262.776676351552,249.809419157374,"value_alt_offset",2
"443","jvcerddevc3rwm0",1,3,249.292055880469,247.854573236711,246.05539578049,"value_alt_offset",3
"444","jvcerddevc3rwm0",2,3,246.554569555832,242.075206120643,242.994865875643,"perc_offset",3
"445","k3j8o90rkvw7tal",1,1,253.314858417249,284.227051044618,250.916128660719,"value_alt_offset",1
"446","k3j8o90rkvw7tal",2,1,253.06851512464,288.819685347288,250.632743561115,"value_alt_offset",1
"447","k3j8o90rkvw7tal",1,2,258.487953365132,271.796855892503,255.689197963325,"value_alt_offset",2
"448","k3j8o90rkvw7tal",2,2,257.602582326104,276.095185489955,254.897422238039,"value_alt_offset",2
"449","k3j8o90rkvw7tal",1,3,253.886581960958,290.315560424374,252.029067018212,"value_alt_offset",3
"450","k3j8o90rkvw7tal",2,3,253.6484532631,264.151269320583,251.303147727682,"value_alt_offset",3
"451","k7xa918wsdj832n",1,1,248.305556607339,274.095626568062,244.896418076251,"value_alt_offset",1
"452","k7xa918wsdj832n",2,1,248.347619891474,273.033656265027,245.16605393844,"value_alt_offset",1
"453","k7xa918wsdj832n",1,2,293.152539780623,327.583780186744,290.247548305215,"value_alt_offset",2
"454","k7xa918wsdj832n",2,2,249.22334736371,266.653629353201,245.728851940898,"value_alt_offset",2
"455","k7xa918wsdj832n",1,3,256.604842709682,301.472069911661,255.828767987028,"value_alt_offset",3
"456","k7xa918wsdj832n",2,3,250.246677286057,257.771534026765,246.994650075173,"value_alt_offset",3
"457","kp5boe0z4uwwu7r",1,1,249.055092408518,263.930970488544,245.993300359152,"value_alt_offset",1
"458","kp5boe0z4uwwu7r",2,1,249.693797092562,259.051962842601,246.64782618162,"value_alt_offset",1
"459","kp5boe0z4uwwu7r",1,2,249.796239716268,257.168469695675,246.631168855224,"value_alt_offset",2
"460","kp5boe0z4uwwu7r",2,2,250.532339806368,257.046715534575,247.538072736292,"value_alt_offset",2
"461","kp5boe0z4uwwu7r",1,3,269.629122641128,282.589580616332,267.755341826381,"value_alt_offset",3
"462","kp5boe0z4uwwu7r",2,3,255.672577268168,266.472127635262,252.638398314477,"value_alt_offset",3
"463","ktwcurcgfv59jnc",1,1,267.203659973764,331.854630723194,264.101909266525,"value_alt_offset",1
"464","ktwcurcgfv59jnc",2,1,256.404640847665,345.763673609149,252.805082386576,"value_alt_offset",1
"465","ktwcurcgfv59jnc",1,2,281.563611959169,350.801313048965,288.119830038571,"full_offset",2
"466","ktwcurcgfv59jnc",2,2,254.763323808501,297.045139485516,251.177949081045,"value_alt_offset",2
"467","ktwcurcgfv59jnc",1,3,258.930920124489,333.760134066354,255.65811874856,"value_alt_offset",3
"468","ktwcurcgfv59jnc",2,3,252.205230912532,306.820595646967,248.929817447824,"value_alt_offset",3
"469","kug2nygmmndpth5",1,1,253.571052952592,309.415017672978,251.382165320318,"value_alt_offset",1
"470","kug2nygmmndpth5",2,1,254.661613730299,299.95422331876,252.034462288328,"value_alt_offset",1
"471","kug2nygmmndpth5",1,2,267.018916577882,321.803465797414,266.398785295095,"value_alt_offset",2
"472","kug2nygmmndpth5",2,2,252.813162110943,286.507338704756,250.534120262103,"value_alt_offset",2
"473","kug2nygmmndpth5",1,3,279.276744894618,315.989294406006,276.264331712487,"value_alt_offset",3
"474","kug2nygmmndpth5",2,3,264.614910425937,344.589178495634,262.24679312527,"value_alt_offset",3
"475","l7kobq2fs7s15go",1,1,253.426709597724,274.216806954682,250.047686422122,"value_alt_offset",1
"476","l7kobq2fs7s15go",2,1,253.450828893136,261.191590173481,249.899884337706,"value_alt_offset",1
"477","l7kobq2fs7s15go",1,2,251.16407756626,264.000492795566,248.183068980591,"value_alt_offset",2
"478","l7kobq2fs7s15go",2,2,251.985060426158,261.974048327627,248.454044066405,"value_alt_offset",2
"479","l7kobq2fs7s15go",1,3,255.506718279663,334.495869259243,252.53267094084,"value_alt_offset",3
"480","l7kobq2fs7s15go",2,3,267.369611001612,270.033635764852,267.245123034812,"value_alt_offset",3
"481","le6z045m543xskj",1,1,252.096981651957,242.276624755664,251.730250093365,"perc_offset",1
"482","le6z045m543xskj",2,1,248.88705062952,253.429827439774,246.153924180126,"value_alt_offset",1
"483","le6z045m543xskj",1,2,256.955289327087,262.654395266668,254.740997750381,"value_alt_offset",2
"484","le6z045m543xskj",2,2,258.486686730574,257.143513679804,254.841557245317,"value_alt_offset",2
"485","le6z045m543xskj",1,3,281.11412412067,347.109458086774,280.298571091777,"value_alt_offset",3
"486","le6z045m543xskj",2,3,278.358661365629,307.202554739528,293.549597740792,"full_offset",3
"487","lnhuzvcq72odm0l",1,1,247.466973775159,253.799106758795,244.029640295842,"value_alt_offset",1
"488","lnhuzvcq72odm0l",2,1,247.710943356498,259.525184180359,244.200284730632,"value_alt_offset",1
"489","lnhuzvcq72odm0l",1,2,248.202055968994,256.007334809222,244.913280219892,"value_alt_offset",2
"490","lnhuzvcq72odm0l",2,2,248.18377670186,249.782817293597,244.864762161293,"value_alt_offset",2
"491","lnhuzvcq72odm0l",1,3,290.78104892958,313.344899086099,292.801663703261,"full_offset",3
"492","lnhuzvcq72odm0l",2,3,253.19181973627,249.973464810599,250.843913475498,"perc_offset",3
"493","lq01y2l4zvsfb6u",1,1,276.477733730224,357.269114238603,275.3817066363,"value_alt_offset",1
"494","lq01y2l4zvsfb6u",2,1,257.169327484763,310.813184458386,254.802830593829,"value_alt_offset",1
"495","lq01y2l4zvsfb6u",1,2,264.866607533081,374.966699497511,268.882202533061,"full_offset",2
"496","lq01y2l4zvsfb6u",2,2,300.555561610491,325.694142834366,296.391010501317,"value_alt_offset",2
"497","lq01y2l4zvsfb6u",1,3,266.393759509677,349.162071453914,264.450803857471,"value_alt_offset",3
"498","lq01y2l4zvsfb6u",2,3,266.859140783725,270.901872592186,263.873082513082,"value_alt_offset",3
"499","lqk83qqxe3xs6ss",1,1,255.38461518353,261.059411709824,252.926883223604,"value_alt_offset",1
"500","lqk83qqxe3xs6ss",2,1,255.68710206416,260.823916837227,252.685783950298,"value_alt_offset",1
"501","lqk83qqxe3xs6ss",1,2,267.8625502124,278.849978237954,254.477491579209,"value_alt_offset",2
"502","lqk83qqxe3xs6ss",2,2,254.811882406903,266.560670599546,251.743745489396,"value_alt_offset",2
"503","lqk83qqxe3xs6ss",1,3,259.9693205667,294.823817140567,256.384672201467,"value_alt_offset",3
"504","lqk83qqxe3xs6ss",2,3,259.427381390982,276.503525848172,255.932990188839,"value_alt_offset",3
"505","lucnd0k3f5h8ez4",1,1,247.311872197409,279.920246180407,243.768193189974,"value_alt_offset",1
"506","lucnd0k3f5h8ez4",2,1,247.451603714565,264.413298043951,244.042286898366,"value_alt_offset",1
"507","lucnd0k3f5h8ez4",1,2,247.252338349805,256.507874902599,243.91473017817,"value_alt_offset",2
"508","lucnd0k3f5h8ez4",2,2,247.068847733743,244.261197638981,243.521217133315,"value_alt_offset",2
"509","lucnd0k3f5h8ez4",1,3,249.920534585797,253.471564826984,246.517449607904,"value_alt_offset",3
"510","lucnd0k3f5h8ez4",2,3,247.796719634678,249.889980715509,244.284522470421,"value_alt_offset",3
"511","m603l2rxt7hfqax",1,1,246.66279350102,251.042714892802,243.155614875731,"value_alt_offset",1
"512","m603l2rxt7hfqax",2,1,247.325424935196,263.398876082748,243.817594130477,"value_alt_offset",1
"513","m603l2rxt7hfqax",1,2,253.482569887029,285.191721322201,250.884791616546,"value_alt_offset",2
"514","m603l2rxt7hfqax",2,2,250.518367170671,283.869210671012,247.522677495935,"value_alt_offset",2
"515","m603l2rxt7hfqax",1,3,251.931516978515,286.998797385357,248.984750446224,"value_alt_offset",3
"516","m603l2rxt7hfqax",2,3,247.84970740047,243.702664616089,244.49932264878,"perc_offset",3
"517","m72afjrfmn9ycnm",1,1,251.253322309318,248.276622773567,247.609778477736,"value_alt_offset",1
"518","m72afjrfmn9ycnm",2,1,252.29068631713,244.944400733995,252.484621154745,"perc_offset",1
"519","m72afjrfmn9ycnm",1,2,271.004182173825,260.715406324297,267.396626035928,"perc_offset",2
"520","m72afjrfmn9ycnm",2,2,269.58908503404,256.901933898067,258.451857248718,"perc_offset",2
"521","m72afjrfmn9ycnm",1,3,280.575353174424,290.785814775999,280.07519884871,"value_alt_offset",3
"522","m72afjrfmn9ycnm",2,3,292.506408973467,305.049339879173,296.929181433831,"full_offset",3
"523","m8fuvpkggx3r7sw",1,1,273.179956503096,280.349849569793,260.490319615451,"value_alt_offset",1
"524","m8fuvpkggx3r7sw",2,1,251.43785484285,265.811485447293,248.843117307736,"value_alt_offset",1
"525","m8fuvpkggx3r7sw",1,2,265.258786770076,263.969706461003,259.45917413699,"value_alt_offset",2
"526","m8fuvpkggx3r7sw",2,2,255.725020957525,266.186538091828,252.657920745679,"value_alt_offset",2
"527","m8fuvpkggx3r7sw",1,3,259.114853466403,275.569841397336,256.671084973866,"value_alt_offset",3
"528","m8fuvpkggx3r7sw",2,3,258.528078321771,257.313478967291,255.919372808066,"value_alt_offset",3
"529","mdtwfshb8x8v70p",1,1,247.954639975841,260.902656045639,244.374981410478,"value_alt_offset",1
"530","mdtwfshb8x8v70p",2,1,257.203944007073,265.585175685692,251.35246533165,"value_alt_offset",1
"531","mdtwfshb8x8v70p",1,2,254.674673139745,257.776759092737,251.815475980906,"value_alt_offset",2
"532","mdtwfshb8x8v70p",2,2,248.631438035308,257.597337272626,244.791256967254,"value_alt_offset",2
