"","sub","model","ou","pu","iter","rho","omega","lambda","offset","ll","AIC","AICc","BIC","k"
"1","fwexbmobod79xhj","value_sig",2,2,1,NA,0.5,3.82716049382723,0.00411522633743444,118.986648128262,245.973296256524,247.263618837169,252.307372010349,2.55144032921837
"2","fwexbmobod79xhj","value_sig",2,2,2,NA,0.5,3.82716049382723,0.00411522633743444,118.986648128262,245.973296256524,247.263618837169,252.307372010349,2.55144032921837
"3","fwexbmobod79xhj","value_sig",2,2,3,NA,0.5,3.82716049382723,0.00411522633743444,118.986648128262,245.973296256524,247.263618837169,252.307372010349,2.55144032921837
"4","fwexbmobod79xhj","value_sig",2,2,4,NA,0.5,3.82716049382723,0.00411522633743444,118.986648128262,245.973296256524,247.263618837169,252.307372010349,2.55144032921837
"5","fwexbmobod79xhj","value_sig",2,2,5,NA,0.5,3.82716049382723,0.00411522633743444,118.986648128262,245.973296256524,247.263618837169,252.307372010349,2.55144032921837
"6","fwexbmobod79xhj","value_sig",2,2,6,NA,0.5,3.82716049382723,0.00411522633743444,118.986648128262,245.973296256524,247.263618837169,252.307372010349,2.55144032921837
"7","fwexbmobod79xhj","value_sig",2,2,7,NA,0.5,3.82716049382723,0.00411522633743444,118.986648128262,245.973296256524,247.263618837169,252.307372010349,2.55144032921837
"8","fwexbmobod79xhj","value_sig",2,2,8,NA,0.5,3.82716049382723,0.00411522633743444,118.986648128262,245.973296256524,247.263618837169,252.307372010349,2.55144032921837
"9","fwexbmobod79xhj","value_sig",2,2,9,NA,0.5,3.82716049382723,0.00411522633743444,118.986648128262,245.973296256524,247.263618837169,252.307372010349,2.55144032921837
"10","fwexbmobod79xhj","value_sig",2,2,10,NA,0.5,3.82716049382723,0.00411522633743444,118.986648128262,245.973296256524,247.263618837169,252.307372010349,2.55144032921837
"11","fwexbmobod79xhj","value_sig",2,2,11,NA,0.5,3.82716049382723,0.00411522633743444,118.986648128262,245.973296256524,247.263618837169,252.307372010349,2.55144032921837
"12","fwexbmobod79xhj","value_sig",2,2,12,NA,0.5,3.82716049382723,0.00411522633743444,118.986648128262,245.973296256524,247.263618837169,252.307372010349,2.55144032921837
"13","fwexbmobod79xhj","value_sig",2,2,13,NA,0.5,3.82716049382723,0.00411522633743444,118.986648128262,245.973296256524,247.263618837169,252.307372010349,2.55144032921837
"14","fwexbmobod79xhj","value_sig",2,2,14,NA,0.5,3.82716049382723,0.00411522633743444,118.986648128262,245.973296256524,247.263618837169,252.307372010349,2.55144032921837
"15","fwexbmobod79xhj","value_sig",2,2,15,NA,0.5,3.82716049382723,0.00411522633743444,118.986648128262,245.973296256524,247.263618837169,252.307372010349,2.55144032921837
"16","fwexbmobod79xhj","value_sig",2,2,16,NA,0.5,3.82716049382723,0.00411522633743444,118.986648128262,245.973296256524,247.263618837169,252.307372010349,2.55144032921837
"17","fwexbmobod79xhj","value_sig",2,2,17,NA,0.5,3.82716049382723,0.00411522633743444,118.986648128262,245.973296256524,247.263618837169,252.307372010349,2.55144032921837
"18","fwexbmobod79xhj","value_sig",2,2,18,NA,0.5,3.82716049382723,0.00411522633743444,118.986648128262,245.973296256524,247.263618837169,252.307372010349,2.55144032921837
"19","fwexbmobod79xhj","value_sig",2,2,19,NA,0.5,3.82716049382723,0.00411522633743444,118.986648128262,245.973296256524,247.263618837169,252.307372010349,2.55144032921837
