"","sub","model","ou","pu","iter","rho","omega","lambda","offset","ll","AIC","AICc","BIC","k"
"1","ryf84f70g5thl4l","value_sig",3,1,1,NA,0.5,1.2079847098369,0.100137174210855,134.657701424933,277.315402849866,278.605725430511,283.649478603691,6.554539438359
"2","ryf84f70g5thl4l","value_sig",3,1,2,NA,0.5,1.2079847098369,0.100137174210855,134.657701424933,277.315402849866,278.605725430511,283.649478603691,6.554539438359
"3","ryf84f70g5thl4l","value_sig",3,1,3,NA,0.5,1.2079847098369,0.100137174210855,134.657701424933,277.315402849866,278.605725430511,283.649478603691,6.554539438359
"4","ryf84f70g5thl4l","value_sig",3,1,4,NA,0.5,1.2079847098369,0.100137174210855,134.657701424933,277.315402849866,278.605725430511,283.649478603691,6.554539438359
"5","ryf84f70g5thl4l","value_sig",3,1,5,NA,0.5,1.2079847098369,0.100137174210855,134.657701424933,277.315402849866,278.605725430511,283.649478603691,6.554539438359
"6","ryf84f70g5thl4l","value_sig",3,1,6,NA,0.5,1.2079847098369,0.100137174210855,134.657701424933,277.315402849866,278.605725430511,283.649478603691,6.554539438359
"7","ryf84f70g5thl4l","value_sig",3,1,7,NA,0.5,1.2079847098369,0.100137174210855,134.657701424933,277.315402849866,278.605725430511,283.649478603691,6.554539438359
"8","ryf84f70g5thl4l","value_sig",3,1,8,NA,0.5,1.2079847098369,0.100137174210855,134.657701424933,277.315402849866,278.605725430511,283.649478603691,6.554539438359
"9","ryf84f70g5thl4l","value_sig",3,1,9,NA,0.5,1.2079847098369,0.100137174210855,134.657701424933,277.315402849866,278.605725430511,283.649478603691,6.554539438359
"10","ryf84f70g5thl4l","value_sig",3,1,10,NA,0.5,1.2079847098369,0.100137174210855,134.657701424933,277.315402849866,278.605725430511,283.649478603691,6.554539438359
"11","ryf84f70g5thl4l","value_sig",3,1,11,NA,0.5,1.2079847098369,0.100137174210855,134.657701424933,277.315402849866,278.605725430511,283.649478603691,6.554539438359
"12","ryf84f70g5thl4l","value_sig",3,1,12,NA,0.5,1.2079847098369,0.100137174210855,134.657701424933,277.315402849866,278.605725430511,283.649478603691,6.554539438359
"13","ryf84f70g5thl4l","value_sig",3,1,13,NA,0.5,1.2079847098369,0.100137174210855,134.657701424933,277.315402849866,278.605725430511,283.649478603691,6.554539438359
"14","ryf84f70g5thl4l","value_sig",3,1,14,NA,0.5,1.2079847098369,0.100137174210855,134.657701424933,277.315402849866,278.605725430511,283.649478603691,6.554539438359
"15","ryf84f70g5thl4l","value_sig",3,1,15,NA,0.5,1.2079847098369,0.100137174210855,134.657701424933,277.315402849866,278.605725430511,283.649478603691,6.554539438359
"16","ryf84f70g5thl4l","value_sig",3,1,16,NA,0.5,1.2079847098369,0.100137174210855,134.657701424933,277.315402849866,278.605725430511,283.649478603691,6.554539438359
"17","ryf84f70g5thl4l","value_sig",3,1,17,NA,0.5,1.2079847098369,0.100137174210855,134.657701424933,277.315402849866,278.605725430511,283.649478603691,6.554539438359
"18","ryf84f70g5thl4l","value_sig",3,1,18,NA,0.5,1.2079847098369,0.100137174210855,134.657701424933,277.315402849866,278.605725430511,283.649478603691,6.554539438359
"19","ryf84f70g5thl4l","value_sig",3,1,19,NA,0.5,1.2079847098369,0.100137174210855,134.657701424933,277.315402849866,278.605725430511,283.649478603691,6.554539438359
"20","ryf84f70g5thl4l","value_sig",3,1,20,NA,0.5,1.2079847098369,0.100137174210855,134.657701424933,277.315402849866,278.605725430511,283.649478603691,6.554539438359
"21","ryf84f70g5thl4l","value_sig",3,1,21,NA,0.5,1.2079847098369,0.100137174210855,134.657701424933,277.315402849866,278.605725430511,283.649478603691,6.554539438359
"22","ryf84f70g5thl4l","value_sig",3,1,22,NA,0.5,1.2079847098369,0.100137174210855,134.657701424933,277.315402849866,278.605725430511,283.649478603691,6.554539438359
"23","ryf84f70g5thl4l","value_sig",3,1,23,NA,0.5,1.2079847098369,0.100137174210855,134.657701424933,277.315402849866,278.605725430511,283.649478603691,6.554539438359
"24","ryf84f70g5thl4l","value_sig",3,1,24,NA,0.5,1.2079847098369,0.100137174210855,134.657701424933,277.315402849866,278.605725430511,283.649478603691,6.554539438359
"25","ryf84f70g5thl4l","value_sig",3,1,25,NA,0.5,1.2079847098369,0.100137174210855,134.657701424933,277.315402849866,278.605725430511,283.649478603691,6.554539438359
"26","ryf84f70g5thl4l","value_sig",3,1,26,NA,0.5,1.2079847098369,0.100137174210855,134.657701424933,277.315402849866,278.605725430511,283.649478603691,6.554539438359
"27","ryf84f70g5thl4l","value_sig",3,1,27,NA,0.5,1.2079847098369,0.100137174210855,134.657701424933,277.315402849866,278.605725430511,283.649478603691,6.554539438359
"28","ryf84f70g5thl4l","value_sig",3,1,28,NA,0.5,1.2079847098369,0.100137174210855,134.657701424933,277.315402849866,278.605725430511,283.649478603691,6.554539438359
"29","ryf84f70g5thl4l","value_sig",3,1,29,NA,0.5,1.2079847098369,0.100137174210855,134.657701424933,277.315402849866,278.605725430511,283.649478603691,6.554539438359
"30","ryf84f70g5thl4l","value_sig",3,1,30,NA,0.5,1.2079847098369,0.100137174210855,134.657701424933,277.315402849866,278.605725430511,283.649478603691,6.554539438359
"31","ryf84f70g5thl4l","value_sig",1,2,1,NA,0.5,2.26337448561441,0.083574658331063,119.382356695785,246.764713391569,248.055035972215,253.098789145394,6.012345678961
"32","ryf84f70g5thl4l","value_sig",1,2,2,NA,0.5,2.26337448561441,0.083574658331063,119.382356695785,246.764713391569,248.055035972215,253.098789145394,6.012345678961
"33","ryf84f70g5thl4l","value_sig",1,2,3,NA,0.5,2.26337448561441,0.083574658331063,119.382356695785,246.764713391569,248.055035972215,253.098789145394,6.012345678961
"34","ryf84f70g5thl4l","value_sig",1,2,4,NA,0.5,2.26337448561441,0.083574658331063,119.382356695785,246.764713391569,248.055035972215,253.098789145394,6.012345678961
"35","ryf84f70g5thl4l","value_sig",1,2,5,NA,0.5,2.26337448561441,0.083574658331063,119.382356695785,246.764713391569,248.055035972215,253.098789145394,6.012345678961
"36","ryf84f70g5thl4l","value_sig",1,2,6,NA,0.5,2.26337448561441,0.083574658331063,119.382356695785,246.764713391569,248.055035972215,253.098789145394,6.012345678961
"37","ryf84f70g5thl4l","value_sig",1,2,7,NA,0.5,2.26337448561441,0.083574658331063,119.382356695785,246.764713391569,248.055035972215,253.098789145394,6.012345678961
"38","ryf84f70g5thl4l","value_sig",1,2,8,NA,0.5,2.26337448561441,0.083574658331063,119.382356695785,246.764713391569,248.055035972215,253.098789145394,6.012345678961
"39","ryf84f70g5thl4l","value_sig",1,2,9,NA,0.5,2.26337448561441,0.083574658331063,119.382356695785,246.764713391569,248.055035972215,253.098789145394,6.012345678961
"40","ryf84f70g5thl4l","value_sig",1,2,10,NA,0.5,2.26337448561441,0.083574658331063,119.382356695785,246.764713391569,248.055035972215,253.098789145394,6.012345678961
"41","ryf84f70g5thl4l","value_sig",1,2,11,NA,0.5,2.26337448561441,0.083574658331063,119.382356695785,246.764713391569,248.055035972215,253.098789145394,6.012345678961
"42","ryf84f70g5thl4l","value_sig",1,2,12,NA,0.5,2.26337448561441,0.083574658331063,119.382356695785,246.764713391569,248.055035972215,253.098789145394,6.012345678961
"43","ryf84f70g5thl4l","value_sig",1,2,13,NA,0.5,2.26337448561441,0.083574658331063,119.382356695785,246.764713391569,248.055035972215,253.098789145394,6.012345678961
"44","ryf84f70g5thl4l","value_sig",1,2,14,NA,0.5,2.26337448561441,0.083574658331063,119.382356695785,246.764713391569,248.055035972215,253.098789145394,6.012345678961
"45","ryf84f70g5thl4l","value_sig",1,2,15,NA,0.5,2.26337448561441,0.083574658331063,119.382356695785,246.764713391569,248.055035972215,253.098789145394,6.012345678961
"46","ryf84f70g5thl4l","value_sig",1,2,16,NA,0.5,2.26337448561441,0.083574658331063,119.382356695785,246.764713391569,248.055035972215,253.098789145394,6.012345678961
"47","ryf84f70g5thl4l","value_sig",1,2,17,NA,0.5,2.26337448561441,0.083574658331063,119.382356695785,246.764713391569,248.055035972215,253.098789145394,6.012345678961
"48","ryf84f70g5thl4l","value_sig",1,2,18,NA,0.5,2.26337448561441,0.083574658331063,119.382356695785,246.764713391569,248.055035972215,253.098789145394,6.012345678961
"49","ryf84f70g5thl4l","value_sig",1,2,19,NA,0.5,2.26337448561441,0.083574658331063,119.382356695785,246.764713391569,248.055035972215,253.098789145394,6.012345678961
"50","ryf84f70g5thl4l","value_sig",1,2,20,NA,0.5,2.26337448561441,0.083574658331063,119.382356695785,246.764713391569,248.055035972215,253.098789145394,6.012345678961
"51","ryf84f70g5thl4l","value_sig",1,2,21,NA,0.5,2.26337448561441,0.083574658331063,119.382356695785,246.764713391569,248.055035972215,253.098789145394,6.012345678961
