"","sub","model","ou","pu","iter","rho","omega","lambda","offset","ll","AIC","AICc","BIC","k"
"1","57znvber9kc1tnj","value_sig",2,2,1,NA,0.5,3.16872427983546,-0.219821485530655,134.578080354803,277.156160709605,278.44648329025,283.49023646343,12.8148148148142
"2","57znvber9kc1tnj","value_sig",2,2,2,NA,0.5,3.16872427983546,-0.219821485530655,134.578080354803,277.156160709605,278.44648329025,283.49023646343,12.8148148148142
"3","57znvber9kc1tnj","value_sig",2,2,3,NA,0.5,3.16872427983546,-0.219821485530655,134.578080354803,277.156160709605,278.44648329025,283.49023646343,12.8148148148142
"4","57znvber9kc1tnj","value_sig",2,2,4,NA,0.5,3.16872427983546,-0.219821485530655,134.578080354803,277.156160709605,278.44648329025,283.49023646343,12.8148148148142
"5","57znvber9kc1tnj","value_sig",2,2,5,NA,0.5,3.16872427983546,-0.219821485530655,134.578080354803,277.156160709605,278.44648329025,283.49023646343,12.8148148148142
"6","57znvber9kc1tnj","value_sig",2,2,6,NA,0.5,3.16872427983546,-0.219821485530655,134.578080354803,277.156160709605,278.44648329025,283.49023646343,12.8148148148142
"7","57znvber9kc1tnj","value_sig",2,2,7,NA,0.5,3.16872427983546,-0.219821485530655,134.578080354803,277.156160709605,278.44648329025,283.49023646343,12.8148148148142
"8","57znvber9kc1tnj","value_sig",2,2,8,NA,0.5,3.16872427983546,-0.219821485530655,134.578080354803,277.156160709605,278.44648329025,283.49023646343,12.8148148148142
"9","57znvber9kc1tnj","value_sig",2,2,9,NA,0.5,3.16872427983546,-0.219821485530655,134.578080354803,277.156160709605,278.44648329025,283.49023646343,12.8148148148142
"10","57znvber9kc1tnj","value_sig",2,2,10,NA,0.5,3.16872427983546,-0.219821485530655,134.578080354803,277.156160709605,278.44648329025,283.49023646343,12.8148148148142
"11","57znvber9kc1tnj","value_sig",2,2,11,NA,0.5,3.16872427983546,-0.219821485530655,134.578080354803,277.156160709605,278.44648329025,283.49023646343,12.8148148148142
"12","57znvber9kc1tnj","value_sig",2,2,12,NA,0.5,3.16872427983546,-0.219821485530655,134.578080354803,277.156160709605,278.44648329025,283.49023646343,12.8148148148142
"13","57znvber9kc1tnj","value_sig",2,2,13,NA,0.5,3.16872427983546,-0.219821485530655,134.578080354803,277.156160709605,278.44648329025,283.49023646343,12.8148148148142
"14","57znvber9kc1tnj","value_sig",2,2,14,NA,0.5,3.16872427983546,-0.219821485530655,134.578080354803,277.156160709605,278.44648329025,283.49023646343,12.8148148148142
"15","57znvber9kc1tnj","value_sig",2,2,15,NA,0.5,3.16872427983546,-0.219821485530655,134.578080354803,277.156160709605,278.44648329025,283.49023646343,12.8148148148142
"16","57znvber9kc1tnj","value_sig",2,2,16,NA,0.5,3.16872427983546,-0.219821485530655,134.578080354803,277.156160709605,278.44648329025,283.49023646343,12.8148148148142
"17","57znvber9kc1tnj","value_sig",2,2,17,NA,0.5,3.16872427983546,-0.219821485530655,134.578080354803,277.156160709605,278.44648329025,283.49023646343,12.8148148148142
"18","57znvber9kc1tnj","value_sig",2,2,18,NA,0.5,3.16872427983546,-0.219821485530655,134.578080354803,277.156160709605,278.44648329025,283.49023646343,12.8148148148142
"19","57znvber9kc1tnj","value_sig",2,2,19,NA,0.5,3.16872427983546,-0.219821485530655,134.578080354803,277.156160709605,278.44648329025,283.49023646343,12.8148148148142
"20","57znvber9kc1tnj","value_sig",2,2,20,NA,0.5,3.16872427983546,-0.219821485530655,134.578080354803,277.156160709605,278.44648329025,283.49023646343,12.8148148148142
"21","57znvber9kc1tnj","value_sig",2,2,21,NA,0.5,3.16872427983546,-0.219821485530655,134.578080354803,277.156160709605,278.44648329025,283.49023646343,12.8148148148142
"22","57znvber9kc1tnj","value_sig",2,2,22,NA,0.5,3.16872427983546,-0.219821485530655,134.578080354803,277.156160709605,278.44648329025,283.49023646343,12.8148148148142
"23","57znvber9kc1tnj","value_sig",2,2,23,NA,0.5,3.16872427983546,-0.219821485530655,134.578080354803,277.156160709605,278.44648329025,283.49023646343,12.8148148148142
"24","57znvber9kc1tnj","value_sig",2,2,24,NA,0.5,3.16872427983546,-0.219821485530655,134.578080354803,277.156160709605,278.44648329025,283.49023646343,12.8148148148142
"25","57znvber9kc1tnj","value_sig",2,2,25,NA,0.5,3.16872427983546,-0.219821485530655,134.578080354803,277.156160709605,278.44648329025,283.49023646343,12.8148148148142
"26","57znvber9kc1tnj","value_sig",2,2,26,NA,0.5,3.16872427983546,-0.219821485530655,134.578080354803,277.156160709605,278.44648329025,283.49023646343,12.8148148148142
"27","57znvber9kc1tnj","value_sig",2,2,27,NA,0.5,3.16872427983546,-0.219821485530655,134.578080354803,277.156160709605,278.44648329025,283.49023646343,12.8148148148142
"28","57znvber9kc1tnj","value_sig",2,2,28,NA,0.5,3.16872427983546,-0.219821485530655,134.578080354803,277.156160709605,278.44648329025,283.49023646343,12.8148148148142
"29","57znvber9kc1tnj","value_sig",2,2,29,NA,0.5,3.16872427983546,-0.219821485530655,134.578080354803,277.156160709605,278.44648329025,283.49023646343,12.8148148148142
"30","57znvber9kc1tnj","value_sig",2,2,30,NA,0.5,3.16872427983546,-0.219821485530655,134.578080354803,277.156160709605,278.44648329025,283.49023646343,12.8148148148142
"31","57znvber9kc1tnj","value_sig",3,1,1,NA,0.5,0.573168046876323,0.242815288997274,135.184585340773,278.369170681545,279.659493262191,284.70324643537,10.6664211078934
"32","57znvber9kc1tnj","value_sig",3,1,2,NA,0.5,0.573168046876323,0.242815288997274,135.184585340773,278.369170681545,279.659493262191,284.70324643537,10.6664211078934
