"","sub","model","rr","pu","rho","bestfit"
"310","fehlcunq37bd57x","perc_offset",2,2,0.364197530864198,"value_alt_offset"
"311","fehlcunq37bd57x","perc_offset",3,1,0.166666666666667,"value_alt_offset"
"312","fehlcunq37bd57x","perc_offset",3,2,0.236625514403292,"value_alt_offset"
"313","fq39wkqs1solhdu","perc_offset",1,1,0.312054395502041,"perc_offset"
"314","fq39wkqs1solhdu","perc_offset",1,2,0.5,"perc_offset"
"315","fq39wkqs1solhdu","perc_offset",2,1,0.104938271604938,"value_alt_offset"
"316","fq39wkqs1solhdu","perc_offset",2,2,0.639917695473251,"perc_offset"
"317","fq39wkqs1solhdu","perc_offset",3,1,0.125514403292181,"value_alt_offset"
"318","fq39wkqs1solhdu","perc_offset",3,2,0.352309099254531,"value_alt_offset"
"319","fqnkabfbs65dy5r","perc_offset",1,1,0.388888888888889,"value_alt_offset"
"320","fqnkabfbs65dy5r","perc_offset",1,2,0.376543209876543,"value_alt_offset"
"321","fqnkabfbs65dy5r","perc_offset",2,1,0.627572015600514,"value_alt_offset"
"322","fqnkabfbs65dy5r","perc_offset",2,2,0.771604938271605,"value_alt_offset"
"323","fqnkabfbs65dy5r","perc_offset",3,1,0.981481481481481,"value_alt_offset"
"324","fqnkabfbs65dy5r","perc_offset",3,2,0.833333333333333,"value_alt_offset"
"325","fwexbmobod79xhj","perc_offset",1,1,0.339506172839506,"value_alt_offset"
"326","fwexbmobod79xhj","perc_offset",1,2,0.449245541838134,"value_alt_offset"
"327","fwexbmobod79xhj","perc_offset",2,1,0.167123681731763,"value_alt_offset"
"328","fwexbmobod79xhj","perc_offset",2,2,0.216201798506325,"value_alt_offset"
"329","fwexbmobod79xhj","perc_offset",3,1,0.0391002952350308,"perc_offset"
"330","fwexbmobod79xhj","perc_offset",3,2,0.412208504801097,"value_alt_offset"
"331","g35rvb9r3l07tgx","perc_offset",1,1,0.166666666666667,"value_alt_offset"
"332","g35rvb9r3l07tgx","perc_offset",1,2,0.759259259248637,"value_alt_offset"
"333","g35rvb9r3l07tgx","perc_offset",2,1,0.257201646090535,"value_alt_offset"
"334","g35rvb9r3l07tgx","perc_offset",2,2,0.351851851851852,"value_alt_offset"
"335","g35rvb9r3l07tgx","perc_offset",3,1,0.302469135802469,"value_alt_offset"
"336","g35rvb9r3l07tgx","perc_offset",3,2,0.327160493827161,"value_alt_offset"
"337","gg80fe1zyat447z","perc_offset",1,1,0.697530864197531,"value_alt_offset"
"338","gg80fe1zyat447z","perc_offset",1,2,0.648148148148148,"value_alt_offset"
"339","gg80fe1zyat447z","perc_offset",2,1,0.858024691358025,"value_alt_offset"
"340","gg80fe1zyat447z","perc_offset",2,2,0.833333333333333,"value_alt_offset"
"341","gg80fe1zyat447z","perc_offset",3,1,0.104938271604938,"value_alt_offset"
"342","gg80fe1zyat447z","perc_offset",3,2,0.351851851851852,"value_alt_offset"
"343","ggkxy092ul5l6n0","perc_offset",1,1,0.0185204001949417,"perc_offset"
"344","ggkxy092ul5l6n0","perc_offset",1,2,0.104938271604938,"perc_offset"
"345","ggkxy092ul5l6n0","perc_offset",2,1,0.117283950617284,"value_alt_offset"
"346","ggkxy092ul5l6n0","perc_offset",2,2,0.0674439871971174,"value_alt_offset"
"347","ggkxy092ul5l6n0","perc_offset",3,1,0.0514403292181119,"perc_offset"
"348","ggkxy092ul5l6n0","perc_offset",3,2,0.0555555555555556,"value_alt_offset"
"349","ghbypuj01msjo4h","perc_offset",1,1,0.240740740740741,"value_alt_offset"
"350","ghbypuj01msjo4h","perc_offset",1,2,0.722222222222222,"value_alt_offset"
"351","ghbypuj01msjo4h","perc_offset",2,1,0.388736473098613,"perc_offset"
"352","ghbypuj01msjo4h","perc_offset",2,2,0.425773517879174,"value_alt_offset"
"353","ghbypuj01msjo4h","perc_offset",3,1,0.170764957916307,"value_alt_offset"
"354","ghbypuj01msjo4h","perc_offset",3,2,0.590534979423868,"perc_offset"
"355","gnd1v5zo5x7qjad","perc_offset",1,1,0.203703703703704,"value_alt_offset"
"356","gnd1v5zo5x7qjad","perc_offset",1,2,0.166666666663126,"value_alt_offset"
"357","gnd1v5zo5x7qjad","perc_offset",2,1,0.364197530864198,"value_alt_offset"
"358","gnd1v5zo5x7qjad","perc_offset",2,2,0.430041152263374,"value_alt_offset"
"359","gnd1v5zo5x7qjad","perc_offset",3,1,0.676904136322021,"value_alt_offset"
"360","gnd1v5zo5x7qjad","perc_offset",3,2,0.734567831542848,"value_alt_offset"
"361","gs1p8zvs22f3u03","perc_offset",1,1,0.278235025148605,"value_alt_offset"
"362","gs1p8zvs22f3u03","perc_offset",1,2,0.755144032921811,"value_alt_offset"
"363","gs1p8zvs22f3u03","perc_offset",2,1,0.611111111111111,"value_alt_offset"
"364","gs1p8zvs22f3u03","perc_offset",2,2,0.425925925922385,"value_alt_offset"
"365","gs1p8zvs22f3u03","perc_offset",3,1,0.882716049382716,"value_alt_offset"
"366","gs1p8zvs22f3u03","perc_offset",3,2,0.722222222222222,"value_alt_offset"
"367","gstz99vr89krpfz","perc_offset",1,1,0.375171467764062,"value_alt_offset"
"368","gstz99vr89krpfz","perc_offset",1,2,0.228395061728395,"value_alt_offset"
"369","gstz99vr89krpfz","perc_offset",2,1,0.82235939643347,"value_alt_offset"
"370","gstz99vr89krpfz","perc_offset",2,2,0.425925925925926,"value_alt_offset"
"371","gstz99vr89krpfz","perc_offset",3,1,0.393004115226337,"value_alt_offset"
"372","gstz99vr89krpfz","perc_offset",3,2,0.500000000000002,"value_alt_offset"
"373","h9du65sl07e0gv9","perc_offset",1,1,0.302469128058945,"value_alt_offset"
"374","h9du65sl07e0gv9","perc_offset",1,2,0.137860082304527,"perc_offset"
"375","h9du65sl07e0gv9","perc_offset",2,1,0.0390946502057613,"perc_offset"
"376","h9du65sl07e0gv9","perc_offset",2,2,0.31481418758934,"value_alt_offset"
"377","h9du65sl07e0gv9","perc_offset",3,1,0.0470041722261336,"perc_offset"
"378","h9du65sl07e0gv9","perc_offset",3,2,0.14192450337855,"perc_offset"
"379","hd4d44n06f6cawh","perc_offset",1,1,0.438271604938272,"value_alt_offset"
"380","hd4d44n06f6cawh","perc_offset",1,2,0.561728395061728,"value_alt_offset"
"381","hd4d44n06f6cawh","perc_offset",2,1,0.783950617283951,"value_alt_offset"
"382","hd4d44n06f6cawh","perc_offset",2,2,0.364197530864198,"value_alt_offset"
"383","hd4d44n06f6cawh","perc_offset",3,1,0.557613168724279,"value_alt_offset"
"384","hd4d44n06f6cawh","perc_offset",3,2,0.450617283950617,"value_alt_offset"
"385","hd9k76vgdu5mql0","perc_offset",1,1,0.574074074074074,"value_alt_offset"
"386","hd9k76vgdu5mql0","perc_offset",1,2,0.166667294752546,"value_alt_offset"
"387","hd9k76vgdu5mql0","perc_offset",2,1,0.206447187928669,"value_alt_offset"
"388","hd9k76vgdu5mql0","perc_offset",2,2,0.220164609053498,"value_alt_offset"
"389","hd9k76vgdu5mql0","perc_offset",3,1,0.154320987654321,"value_alt_offset"
"390","hd9k76vgdu5mql0","perc_offset",3,2,0.668724279835391,"value_alt_offset"
"391","hjgqzm1pq2mo1u7","perc_offset",1,1,0.281893004115226,"perc_offset"
"392","hjgqzm1pq2mo1u7","perc_offset",1,2,0.104785855814662,"perc_offset"
"393","hjgqzm1pq2mo1u7","perc_offset",2,1,0.537053972124845,"value_alt_offset"
"394","hjgqzm1pq2mo1u7","perc_offset",2,2,0.209190672153635,"value_alt_offset"
"395","hjgqzm1pq2mo1u7","perc_offset",3,1,0.16666668989724,"value_alt_offset"
"396","hjgqzm1pq2mo1u7","perc_offset",3,2,0.685185185185185,"value_alt_offset"
"397","hkdemly7qs0y8be","perc_offset",1,1,0.639917695473251,"value_alt_offset"
"398","hkdemly7qs0y8be","perc_offset",1,2,0.302469135802513,"value_alt_offset"
"399","hkdemly7qs0y8be","perc_offset",2,1,0.512345679012346,"value_alt_offset"
"400","hkdemly7qs0y8be","perc_offset",2,2,0.491769547325103,"value_alt_offset"
"401","hkdemly7qs0y8be","perc_offset",3,1,0.796296296296296,"value_alt_offset"
"402","hkdemly7qs0y8be","perc_offset",3,2,0.870370370083573,"value_alt_offset"
"403","hm4cdxlz8t0281v","perc_offset",1,1,0.685185185185185,"value_alt_offset"
"404","hm4cdxlz8t0281v","perc_offset",1,2,0.845679012345679,"value_alt_offset"
"405","hm4cdxlz8t0281v","perc_offset",2,1,0.87037037037037,"value_alt_offset"
"406","hm4cdxlz8t0281v","perc_offset",2,2,0.95679012345679,"value_alt_offset"
"407","hm4cdxlz8t0281v","perc_offset",3,1,0.709876543209876,"value_alt_offset"
"408","hm4cdxlz8t0281v","perc_offset",3,2,0.660493827160494,"value_alt_offset"
"409","hmfoy1dyl3p0oyx","perc_offset",1,1,0.709876543209876,"value_alt_offset"
"410","hmfoy1dyl3p0oyx","perc_offset",1,2,0.770233196159122,"value_alt_offset"
"411","hmfoy1dyl3p0oyx","perc_offset",2,1,0.369684499314129,"value_alt_offset"
"412","hmfoy1dyl3p0oyx","perc_offset",2,2,0.277777150552303,"value_alt_offset"
"413","hmfoy1dyl3p0oyx","perc_offset",3,1,0.285703398872123,"value_alt_offset"
"414","hmfoy1dyl3p0oyx","perc_offset",3,2,0.199588477366255,"value_alt_offset"
"415","hvawyrkxreuq7d8","perc_offset",1,1,0.981481481481482,"value_alt_offset"
"416","hvawyrkxreuq7d8","perc_offset",1,2,0.290123456790123,"value_alt_offset"
"417","hvawyrkxreuq7d8","perc_offset",2,1,0.981481481481467,"value_alt_offset"
"418","hvawyrkxreuq7d8","perc_offset",2,2,0.796296296296296,"value_alt_offset"
"419","hvawyrkxreuq7d8","perc_offset",3,1,0.339506172839506,"value_alt_offset"
"420","hvawyrkxreuq7d8","perc_offset",3,2,0.41358024691358,"perc_offset"
"421","jdewbyn3agn01fj","perc_offset",1,1,0.611111111014332,"value_alt_offset"
"422","jdewbyn3agn01fj","perc_offset",1,2,0.512345679012346,"value_alt_offset"
"423","jdewbyn3agn01fj","perc_offset",2,1,0.816872427983539,"value_alt_offset"
"424","jdewbyn3agn01fj","perc_offset",2,2,0.166666666666667,"value_alt_offset"
"425","jdewbyn3agn01fj","perc_offset",3,1,0.302469135802469,"value_alt_offset"
"426","jdewbyn3agn01fj","perc_offset",3,2,0.783950617283951,"value_alt_offset"
"427","je7gumyhw5zyax5","perc_offset",1,1,0.981481481481481,"value_alt_offset"
"428","je7gumyhw5zyax5","perc_offset",1,2,0.495884773662551,"value_alt_offset"
"429","je7gumyhw5zyax5","perc_offset",2,1,0.903292181069959,"value_alt_offset"
"430","je7gumyhw5zyax5","perc_offset",2,2,0.425925925925926,"value_alt_offset"
"431","je7gumyhw5zyax5","perc_offset",3,1,0.944444444444444,"value_alt_offset"
"432","je7gumyhw5zyax5","perc_offset",3,2,0.723593964334705,"value_alt_offset"
"433","jk1c41xga9cmsrf","perc_offset",1,1,0.5,"value_alt_offset"
"434","jk1c41xga9cmsrf","perc_offset",1,2,0.501371742112483,"value_alt_offset"
"435","jk1c41xga9cmsrf","perc_offset",2,1,0.965020576131687,"value_alt_offset"
"436","jk1c41xga9cmsrf","perc_offset",2,2,0.210562414266118,"value_alt_offset"
"437","jk1c41xga9cmsrf","perc_offset",3,1,0.388736473098613,"value_alt_offset"
"438","jk1c41xga9cmsrf","perc_offset",3,2,0.97599451303155,"value_alt_offset"
"439","jvcerddevc3rwm0","perc_offset",1,1,0.41358024691358,"value_alt_offset"
"440","jvcerddevc3rwm0","perc_offset",1,2,0.58641975308642,"value_alt_offset"
"441","jvcerddevc3rwm0","perc_offset",2,1,0.351851851851852,"value_alt_offset"
"442","jvcerddevc3rwm0","perc_offset",2,2,0.244856044513433,"value_alt_offset"
"443","jvcerddevc3rwm0","perc_offset",3,1,0.833180917543057,"value_alt_offset"
"444","jvcerddevc3rwm0","perc_offset",3,2,0.141975308641975,"perc_offset"
"445","k3j8o90rkvw7tal","perc_offset",1,1,0.676954732510288,"value_alt_offset"
"446","k3j8o90rkvw7tal","perc_offset",1,2,0.993827160493827,"value_alt_offset"
"447","k3j8o90rkvw7tal","perc_offset",2,1,0.52423411065382,"value_alt_offset"
"448","k3j8o90rkvw7tal","perc_offset",2,2,0.360082304526749,"value_alt_offset"
"449","k3j8o90rkvw7tal","perc_offset",3,1,0.57407407407403,"value_alt_offset"
"450","k3j8o90rkvw7tal","perc_offset",3,2,0.866255144032922,"value_alt_offset"
"451","k7xa918wsdj832n","perc_offset",1,1,0.331275720451406,"value_alt_offset"
"452","k7xa918wsdj832n","perc_offset",1,2,0.479423860569233,"value_alt_offset"
"453","k7xa918wsdj832n","perc_offset",2,1,0.944393011955545,"value_alt_offset"
"454","k7xa918wsdj832n","perc_offset",2,2,0.41358024691358,"value_alt_offset"
"455","k7xa918wsdj832n","perc_offset",3,1,0.946273433927755,"value_alt_offset"
"456","k7xa918wsdj832n","perc_offset",3,2,0.586267337296144,"value_alt_offset"
"457","kp5boe0z4uwwu7r","perc_offset",1,1,0.833333263641614,"value_alt_offset"
"458","kp5boe0z4uwwu7r","perc_offset",1,2,0.166666666666667,"value_alt_offset"
"459","kp5boe0z4uwwu7r","perc_offset",2,1,0.281893004115226,"value_alt_offset"
"460","kp5boe0z4uwwu7r","perc_offset",2,2,0.339506180583031,"value_alt_offset"
"461","kp5boe0z4uwwu7r","perc_offset",3,1,0.364197530864198,"value_alt_offset"
"462","kp5boe0z4uwwu7r","perc_offset",3,2,0.115861403241376,"value_alt_offset"
"463","ktwcurcgfv59jnc","perc_offset",1,1,0.103565902256359,"value_alt_offset"
"464","ktwcurcgfv59jnc","perc_offset",1,2,0.191408829954783,"value_alt_offset"
"465","ktwcurcgfv59jnc","perc_offset",2,1,0.425925925925921,"value_alt_offset"
"466","ktwcurcgfv59jnc","perc_offset",2,2,0.187242798353909,"value_alt_offset"
"467","ktwcurcgfv59jnc","perc_offset",3,1,0.253086419753086,"value_alt_offset"
"468","ktwcurcgfv59jnc","perc_offset",3,2,0.216049382716049,"value_alt_offset"
"469","kug2nygmmndpth5","perc_offset",1,1,0.649519890260718,"value_alt_offset"
"470","kug2nygmmndpth5","perc_offset",1,2,0.796296296296296,"value_alt_offset"
"471","kug2nygmmndpth5","perc_offset",2,1,0.820987654320988,"value_alt_offset"
"472","kug2nygmmndpth5","perc_offset",2,2,0.430041152263374,"value_alt_offset"
"473","kug2nygmmndpth5","perc_offset",3,1,0.253086419753086,"value_alt_offset"
"474","kug2nygmmndpth5","perc_offset",3,2,0.425925925925926,"value_alt_offset"
"475","l7kobq2fs7s15go","perc_offset",1,1,0.310701470153789,"value_alt_offset"
"476","l7kobq2fs7s15go","perc_offset",1,2,0.314814814814815,"value_alt_offset"
"477","l7kobq2fs7s15go","perc_offset",2,1,0.339506172839506,"value_alt_offset"
"478","l7kobq2fs7s15go","perc_offset",2,2,0.439643347050754,"value_alt_offset"
"479","l7kobq2fs7s15go","perc_offset",3,1,0.907407407410948,"value_alt_offset"
"480","l7kobq2fs7s15go","perc_offset",3,2,0.179012345679012,"value_alt_offset"
"481","le6z045m543xskj","perc_offset",1,1,0.191358024691358,"perc_offset"
"482","le6z045m543xskj","perc_offset",1,2,0.207818930041152,"value_alt_offset"
"483","le6z045m543xskj","perc_offset",2,1,0.131001371742113,"value_alt_offset"
"484","le6z045m543xskj","perc_offset",2,2,0.129630256855104,"value_alt_offset"
"485","le6z045m543xskj","perc_offset",3,1,0.170324645633288,"value_alt_offset"
"486","le6z045m543xskj","perc_offset",3,2,0.150205758735698,"value_alt_offset"
"487","lnhuzvcq72odm0l","perc_offset",1,1,0.450617283950617,"value_alt_offset"
"488","lnhuzvcq72odm0l","perc_offset",1,2,0.146092416655847,"value_alt_offset"
"489","lnhuzvcq72odm0l","perc_offset",2,1,0.487654320987654,"value_alt_offset"
"490","lnhuzvcq72odm0l","perc_offset",2,2,0.590534979423868,"value_alt_offset"
"491","lnhuzvcq72odm0l","perc_offset",3,1,0.207818930041152,"value_alt_offset"
"492","lnhuzvcq72odm0l","perc_offset",3,2,0.52103337905807,"perc_offset"
"493","lq01y2l4zvsfb6u","perc_offset",1,1,0.944444444444444,"value_alt_offset"
"494","lq01y2l4zvsfb6u","perc_offset",1,2,0.87037037037037,"value_alt_offset"
"495","lq01y2l4zvsfb6u","perc_offset",2,1,0.104938271604938,"value_alt_offset"
"496","lq01y2l4zvsfb6u","perc_offset",2,2,0.240740740740741,"value_alt_offset"
"497","lq01y2l4zvsfb6u","perc_offset",3,1,0.87037037037037,"value_alt_offset"
"498","lq01y2l4zvsfb6u","perc_offset",3,2,0.594650205761317,"value_alt_offset"
"499","lqk83qqxe3xs6ss","perc_offset",1,1,0.389346136259717,"value_alt_offset"
"500","lqk83qqxe3xs6ss","perc_offset",1,2,0.290123456790123,"value_alt_offset"
"501","lqk83qqxe3xs6ss","perc_offset",2,1,0.157978966620942,"value_alt_offset"
"502","lqk83qqxe3xs6ss","perc_offset",2,2,0.537037037037037,"value_alt_offset"
"503","lqk83qqxe3xs6ss","perc_offset",3,1,0.903292181069959,"value_alt_offset"
"504","lqk83qqxe3xs6ss","perc_offset",3,2,0.166717471930092,"value_alt_offset"
"505","lucnd0k3f5h8ez4","perc_offset",1,1,0.757887517146776,"value_alt_offset"
"506","lucnd0k3f5h8ez4","perc_offset",1,2,0.388888888888889,"value_alt_offset"
"507","lucnd0k3f5h8ez4","perc_offset",2,1,0.327160493827161,"value_alt_offset"
"508","lucnd0k3f5h8ez4","perc_offset",2,2,0.697530864197531,"value_alt_offset"
"509","lucnd0k3f5h8ez4","perc_offset",3,1,0.269547325102881,"value_alt_offset"
"510","lucnd0k3f5h8ez4","perc_offset",3,2,0.325788682022958,"value_alt_offset"
"511","m603l2rxt7hfqax","perc_offset",1,1,0.9453589391861,"value_alt_offset"
"512","m603l2rxt7hfqax","perc_offset",1,2,0.314662399024539,"value_alt_offset"
"513","m603l2rxt7hfqax","perc_offset",2,1,0.349108367626886,"value_alt_offset"
"514","m603l2rxt7hfqax","perc_offset",2,2,0.203703703703704,"value_alt_offset"
"515","m603l2rxt7hfqax","perc_offset",3,1,0.763374485596708,"value_alt_offset"
"516","m603l2rxt7hfqax","perc_offset",3,2,0.339506172839506,"perc_offset"
"517","m72afjrfmn9ycnm","perc_offset",1,1,0.5,"value_alt_offset"
"518","m72afjrfmn9ycnm","perc_offset",1,2,0.5,"perc_offset"
"519","m72afjrfmn9ycnm","perc_offset",2,1,0.191205608901082,"perc_offset"
"520","m72afjrfmn9ycnm","perc_offset",2,2,0.0226337448559676,"perc_offset"
"521","m72afjrfmn9ycnm","perc_offset",3,1,0.104938271604938,"value_alt_offset"
"522","m72afjrfmn9ycnm","perc_offset",3,2,0.277828583041203,"value_alt_offset"
"523","m8fuvpkggx3r7sw","perc_offset",1,1,0.098079561042524,"value_alt_offset"
"524","m8fuvpkggx3r7sw","perc_offset",1,2,0.598765432098765,"value_alt_offset"
"525","m8fuvpkggx3r7sw","perc_offset",2,1,0.447873799821251,"value_alt_offset"
"526","m8fuvpkggx3r7sw","perc_offset",2,2,0.3559670781893,"value_alt_offset"
"527","m8fuvpkggx3r7sw","perc_offset",3,1,0.277777708086058,"value_alt_offset"
"528","m8fuvpkggx3r7sw","perc_offset",3,2,0.438271604938272,"value_alt_offset"
"529","mdtwfshb8x8v70p","perc_offset",1,1,0.462962962962963,"value_alt_offset"
"530","mdtwfshb8x8v70p","perc_offset",1,2,0.376390794086267,"value_alt_offset"
"531","mdtwfshb8x8v70p","perc_offset",2,1,0.512345679012346,"value_alt_offset"
"532","mdtwfshb8x8v70p","perc_offset",2,2,0.261316872427984,"value_alt_offset"
"533","mdtwfshb8x8v70p","perc_offset",3,1,0.435528120713306,"value_alt_offset"
"534","mdtwfshb8x8v70p","perc_offset",3,2,0.430498399634202,"value_alt_offset"
"535","mghqo7uxufw84xb","perc_offset",1,1,0.156251587664482,"perc_offset"
"536","mghqo7uxufw84xb","perc_offset",1,2,0.0962486898828341,"perc_offset"
"537","mghqo7uxufw84xb","perc_offset",2,1,0.166666666666667,"value_alt_offset"
"538","mghqo7uxufw84xb","perc_offset",2,2,0.24074638577001,"value_alt_offset"
"539","mghqo7uxufw84xb","perc_offset",3,1,0.216049382716049,"value_alt_offset"
"540","mghqo7uxufw84xb","perc_offset",3,2,0.187242798353909,"value_alt_offset"
"541","mmjryby874fs60o","perc_offset",1,1,0.38477366255144,"value_alt_offset"
"542","mmjryby874fs60o","perc_offset",1,2,0.475308641975309,"value_alt_offset"
"543","mmjryby874fs60o","perc_offset",2,1,0.969135802469136,"value_alt_offset"
"544","mmjryby874fs60o","perc_offset",2,2,0.388888888888889,"value_alt_offset"
"545","mmjryby874fs60o","perc_offset",3,1,0.969186607732561,"value_alt_offset"
"546","mmjryby874fs60o","perc_offset",3,2,0.532921810699588,"value_alt_offset"
"547","n56opcxqwcyuk97","perc_offset",1,1,0.0912208504801098,"value_alt_offset"
"548","n56opcxqwcyuk97","perc_offset",1,2,0.713839353757049,"value_alt_offset"
"549","n56opcxqwcyuk97","perc_offset",2,1,0.306584362139918,"value_alt_offset"
"550","n56opcxqwcyuk97","perc_offset",2,2,0.38477366255144,"value_alt_offset"
"551","n56opcxqwcyuk97","perc_offset",3,1,0.314814814814815,"value_alt_offset"
"552","n56opcxqwcyuk97","perc_offset",3,2,0.0569837479607332,"value_alt_offset"
"553","np2r7s44c0nxgg5","perc_offset",1,1,0.611111111111111,"value_alt_offset"
"554","np2r7s44c0nxgg5","perc_offset",1,2,0.389041304679165,"value_alt_offset"
"555","np2r7s44c0nxgg5","perc_offset",2,1,0.141975099566817,"value_alt_offset"
"556","np2r7s44c0nxgg5","perc_offset",2,2,0.438271604938272,"value_alt_offset"
"557","np2r7s44c0nxgg5","perc_offset",3,1,0.660493827160494,"perc_offset"
"558","np2r7s44c0nxgg5","perc_offset",3,2,0.491769547325103,"value_alt_offset"
"559","nrv57g0kvh6lz31","perc_offset",1,1,0.648131213092206,"value_alt_offset"
"560","nrv57g0kvh6lz31","perc_offset",1,2,0.537037037037037,"value_alt_offset"
"561","nrv57g0kvh6lz31","perc_offset",2,1,0.944444444444444,"value_alt_offset"
"562","nrv57g0kvh6lz31","perc_offset",2,2,0.290123456790123,"value_alt_offset"
"563","nrv57g0kvh6lz31","perc_offset",3,1,0.244855967078189,"value_alt_offset"
"564","nrv57g0kvh6lz31","perc_offset",3,2,0.907407407407407,"value_alt_offset"
"565","nvk3jd25saegh24","perc_offset",1,1,0.0555555555555556,"perc_offset"
"566","nvk3jd25saegh24","perc_offset",1,2,0.0679006073424269,"perc_offset"
"567","nvk3jd25saegh24","perc_offset",2,1,0.0185185185185185,"perc_offset"
"568","nvk3jd25saegh24","perc_offset",2,2,0.0967078188277541,"perc_offset"
"569","nvk3jd25saegh24","perc_offset",3,1,0.0185129431809684,"perc_offset"
"570","nvk3jd25saegh24","perc_offset",3,2,0.0549452651690214,"value_alt_offset"
"571","oemn8dnelyez9dr","perc_offset",1,1,0.170781893004115,"value_alt_offset"
"572","oemn8dnelyez9dr","perc_offset",1,2,0.376543209876543,"value_alt_offset"
"573","oemn8dnelyez9dr","perc_offset",2,1,0.129578824366204,"value_alt_offset"
"574","oemn8dnelyez9dr","perc_offset",2,2,0.338134430727023,"value_alt_offset"
"575","oemn8dnelyez9dr","perc_offset",3,1,0.498628257887517,"value_alt_offset"
"576","oemn8dnelyez9dr","perc_offset",3,2,0.183127572016461,"perc_offset"
"577","oeu4jokoabrwtua","perc_offset",1,1,0.903292181069959,"value_alt_offset"
"578","oeu4jokoabrwtua","perc_offset",1,2,0.829223752025154,"value_alt_offset"
"579","oeu4jokoabrwtua","perc_offset",2,1,0.61522633744856,"value_alt_offset"
"580","oeu4jokoabrwtua","perc_offset",2,2,0.31486562007824,"value_alt_offset"
"581","oeu4jokoabrwtua","perc_offset",3,1,0.734567901234568,"value_alt_offset"
"582","oeu4jokoabrwtua","perc_offset",3,2,0.697530864197531,"value_alt_offset"
"583","p0ptwsbjrbx9q9b","perc_offset",1,1,0.0756744398719708,"value_alt_offset"
"584","p0ptwsbjrbx9q9b","perc_offset",1,2,0.207666514250876,"value_alt_offset"
"585","p0ptwsbjrbx9q9b","perc_offset",2,1,0.252629172382259,"value_alt_offset"
"586","p0ptwsbjrbx9q9b","perc_offset",2,2,0.203244574656453,"value_alt_offset"
"587","p0ptwsbjrbx9q9b","perc_offset",3,1,0.216049382716049,"value_alt_offset"
"588","p0ptwsbjrbx9q9b","perc_offset",3,2,0.129646564717569,"value_alt_offset"
"589","p2sp49zl9919q87","perc_offset",1,1,0.981938728852309,"value_alt_offset"
"590","p2sp49zl9919q87","perc_offset",1,2,0.58641975308642,"value_alt_offset"
"591","p2sp49zl9919q87","perc_offset",2,1,0.709876543209876,"value_alt_offset"
"592","p2sp49zl9919q87","perc_offset",2,2,0.907407407411079,"value_alt_offset"
"593","p2sp49zl9919q87","perc_offset",3,1,0.870370370370372,"value_alt_offset"
"594","p2sp49zl9919q87","perc_offset",3,2,0.660493827160494,"value_alt_offset"
"595","p2v49387cgj37sn","perc_offset",1,1,0.376543209876543,"value_alt_offset"
"596","p2v49387cgj37sn","perc_offset",1,2,0.46296296296257,"value_alt_offset"
"597","p2v49387cgj37sn","perc_offset",2,1,0.755144032921811,"value_alt_offset"
"598","p2v49387cgj37sn","perc_offset",2,2,0.364197530864198,"value_alt_offset"
"599","p2v49387cgj37sn","perc_offset",3,1,0.932098765432099,"value_alt_offset"
"600","p2v49387cgj37sn","perc_offset",3,2,0.38887195380108,"value_alt_offset"
"601","pjp6ertnjw1vb6j","perc_offset",1,1,0.388887007212466,"value_alt_offset"
"602","pjp6ertnjw1vb6j","perc_offset",1,2,0.722239784535505,"value_alt_offset"
"603","pjp6ertnjw1vb6j","perc_offset",2,1,0.722222222222222,"value_alt_offset"
"604","pjp6ertnjw1vb6j","perc_offset",2,2,0.294238683127572,"value_alt_offset"
"605","pjp6ertnjw1vb6j","perc_offset",3,1,0.83196723625012,"value_alt_offset"
"606","pjp6ertnjw1vb6j","perc_offset",3,2,0.612482853223594,"value_alt_offset"
"607","pojfe0tpsdoned2","perc_offset",1,1,0.907407407407407,"value_alt_offset"
"608","pojfe0tpsdoned2","perc_offset",1,2,0.944292028654168,"value_alt_offset"
"609","pojfe0tpsdoned2","perc_offset",2,1,0.833333333332153,"value_alt_offset"
"610","pojfe0tpsdoned2","perc_offset",2,2,0.425925925925926,"value_alt_offset"
"611","pojfe0tpsdoned2","perc_offset",3,1,0.598765432098765,"value_alt_offset"
"612","pojfe0tpsdoned2","perc_offset",3,2,0.967764060356653,"value_alt_offset"
"613","pv8gfb6dwc0u8md","perc_offset",1,1,0.388888888888889,"value_alt_offset"
"614","pv8gfb6dwc0u8md","perc_offset",1,2,0.475308641975309,"value_alt_offset"
"615","pv8gfb6dwc0u8md","perc_offset",2,1,0.833333333333333,"value_alt_offset"
"616","pv8gfb6dwc0u8md","perc_offset",2,2,0.338134430727024,"value_alt_offset"
"617","pv8gfb6dwc0u8md","perc_offset",3,1,0.8581771071483,"value_alt_offset"
"618","pv8gfb6dwc0u8md","perc_offset",3,2,0.796296296299837,"value_alt_offset"
"619","q4o2n439h3o4hux","perc_offset",1,1,0.41358024691358,"value_alt_offset"
"620","q4o2n439h3o4hux","perc_offset",1,2,0.61522633744856,"value_alt_offset"
"621","q4o2n439h3o4hux","perc_offset",2,1,0.944444444444444,"value_alt_offset"
"622","q4o2n439h3o4hux","perc_offset",2,2,0.710333790580704,"value_alt_offset"
"623","q4o2n439h3o4hux","perc_offset",3,1,0.796296296296296,"value_alt_offset"
"624","q4o2n439h3o4hux","perc_offset",3,2,0.882714167706293,"value_alt_offset"
