"","sub","model","ou","pu","iter","rho","omega","lambda","offset","ll","AIC","AICc","BIC","k"
"1","4tcxev3874jk89a","value_sig",3,1,1,NA,0.166666666666667,1.39917695473229,0.299842534289219,119.062711339445,246.125422678889,247.415745259534,252.459498432714,10.6666666666666
"2","4tcxev3874jk89a","value_sig",3,1,2,NA,0.166666666666667,1.39917695473229,0.299842534289219,119.062711339445,246.125422678889,247.415745259534,252.459498432714,10.6666666666666
"3","4tcxev3874jk89a","value_sig",3,1,3,NA,0.166666666666667,1.39917695473229,0.299842534289219,119.062711339445,246.125422678889,247.415745259534,252.459498432714,10.6666666666666
"4","4tcxev3874jk89a","value_sig",3,1,4,NA,0.166666666666667,1.39917695473229,0.299842534289219,119.062711339445,246.125422678889,247.415745259534,252.459498432714,10.6666666666666
"5","4tcxev3874jk89a","value_sig",3,1,5,NA,0.166666666666667,1.39917695473229,0.299842534289219,119.062711339445,246.125422678889,247.415745259534,252.459498432714,10.6666666666666
"6","4tcxev3874jk89a","value_sig",3,1,6,NA,0.166666666666667,1.39917695473229,0.299842534289219,119.062711339445,246.125422678889,247.415745259534,252.459498432714,10.6666666666666
"7","4tcxev3874jk89a","value_sig",3,1,7,NA,0.166666666666667,1.39917695473229,0.299842534289219,119.062711339445,246.125422678889,247.415745259534,252.459498432714,10.6666666666666
"8","4tcxev3874jk89a","value_sig",3,1,8,NA,0.166666666666667,1.39917695473229,0.299842534289219,119.062711339445,246.125422678889,247.415745259534,252.459498432714,10.6666666666666
"9","4tcxev3874jk89a","value_sig",3,1,9,NA,0.166666666666667,1.39917695473229,0.299842534289219,119.062711339445,246.125422678889,247.415745259534,252.459498432714,10.6666666666666
"10","4tcxev3874jk89a","value_sig",3,1,10,NA,0.166666666666667,1.39917695473229,0.299842534289219,119.062711339445,246.125422678889,247.415745259534,252.459498432714,10.6666666666666
"11","4tcxev3874jk89a","value_sig",3,1,11,NA,0.166666666666667,1.39917695473229,0.299842534289219,119.062711339445,246.125422678889,247.415745259534,252.459498432714,10.6666666666666
"12","4tcxev3874jk89a","value_sig",3,1,12,NA,0.166666666666667,1.39917695473229,0.299842534289219,119.062711339445,246.125422678889,247.415745259534,252.459498432714,10.6666666666666
"13","4tcxev3874jk89a","value_sig",3,1,13,NA,0.166666666666667,1.39917695473229,0.299842534289219,119.062711339445,246.125422678889,247.415745259534,252.459498432714,10.6666666666666
"14","4tcxev3874jk89a","value_sig",3,1,14,NA,0.166666666666667,1.39917695473229,0.299842534289219,119.062711339445,246.125422678889,247.415745259534,252.459498432714,10.6666666666666
"15","4tcxev3874jk89a","value_sig",3,1,15,NA,0.166666666666667,1.39917695473229,0.299842534289219,119.062711339445,246.125422678889,247.415745259534,252.459498432714,10.6666666666666
"16","4tcxev3874jk89a","value_sig",3,1,16,NA,0.166666666666667,1.39917695473229,0.299842534289219,119.062711339445,246.125422678889,247.415745259534,252.459498432714,10.6666666666666
"17","4tcxev3874jk89a","value_sig",3,1,17,NA,0.166666666666667,1.39917695473229,0.299842534289219,119.062711339445,246.125422678889,247.415745259534,252.459498432714,10.6666666666666
"18","4tcxev3874jk89a","value_sig",3,1,18,NA,0.166666666666667,1.39917695473229,0.299842534289219,119.062711339445,246.125422678889,247.415745259534,252.459498432714,10.6666666666666
"19","4tcxev3874jk89a","value_sig",3,1,19,NA,0.166666666666667,1.39917695473229,0.299842534289219,119.062711339445,246.125422678889,247.415745259534,252.459498432714,10.6666666666666
"20","4tcxev3874jk89a","value_sig",3,1,20,NA,0.166666666666667,1.39917695473229,0.299842534289219,119.062711339445,246.125422678889,247.415745259534,252.459498432714,10.6666666666666
"21","4tcxev3874jk89a","value_sig",3,1,21,NA,0.166666666666667,1.39917695473229,0.299842534289219,119.062711339445,246.125422678889,247.415745259534,252.459498432714,10.6666666666666
"22","4tcxev3874jk89a","value_sig",3,1,22,NA,0.166666666666667,1.39917695473229,0.299842534289219,119.062711339445,246.125422678889,247.415745259534,252.459498432714,10.6666666666666
"23","4tcxev3874jk89a","value_sig",3,1,23,NA,0.166666666666667,1.39917695473229,0.299842534289219,119.062711339445,246.125422678889,247.415745259534,252.459498432714,10.6666666666666
"24","4tcxev3874jk89a","value_sig",3,1,24,NA,0.166666666666667,1.39917695473229,0.299842534289219,119.062711339445,246.125422678889,247.415745259534,252.459498432714,10.6666666666666
"25","4tcxev3874jk89a","value_sig",3,1,25,NA,0.166666666666667,1.39917695473229,0.299842534289219,119.062711339445,246.125422678889,247.415745259534,252.459498432714,10.6666666666666
"26","4tcxev3874jk89a","value_sig",3,1,26,NA,0.166666666666667,1.39917695473229,0.299842534289219,119.062711339445,246.125422678889,247.415745259534,252.459498432714,10.6666666666666
"27","4tcxev3874jk89a","value_sig",3,1,27,NA,0.166666666666667,1.39917695473229,0.299842534289219,119.062711339445,246.125422678889,247.415745259534,252.459498432714,10.6666666666666
"28","4tcxev3874jk89a","value_sig",3,1,28,NA,0.166666666666667,1.39917695473229,0.299842534289219,119.062711339445,246.125422678889,247.415745259534,252.459498432714,10.6666666666666
"29","4tcxev3874jk89a","value_sig",3,1,29,NA,0.166666666666667,1.39917695473229,0.299842534289219,119.062711339445,246.125422678889,247.415745259534,252.459498432714,10.6666666666666
"30","4tcxev3874jk89a","value_sig",3,1,30,NA,0.166666666666667,1.39917695473229,0.299842534289219,119.062711339445,246.125422678889,247.415745259534,252.459498432714,10.6666666666666
